"1splitHere46","13660431splitHere46","java.lang.NullPointerException"
"9693splitHere46","13867012splitHere46","."
"9694splitHere46","13867012splitHere46","this.x = 3"
"9695splitHere46","13867012splitHere46","(this).x = 3"
"9696splitHere46","13867012splitHere46","this.x = 3"
"9697splitHere46","13867012splitHere46","obj.x = 3"
"9698splitHere46","13867012splitHere46","2 * this.x"
"9699splitHere46","13867012splitHere46","2 * obj.x"
"9700splitHere46","13867012splitHere46","final"
"9701splitHere46","13867012splitHere46","0"
"9702splitHere46","13867012splitHere46","int"
"9703splitHere46","13867012splitHere46","(this).x"
"9704splitHere46","13867012splitHere46","this.foo()"
"9705splitHere46","13867012splitHere46","foo()"
"9706splitHere46","13867012splitHere46","x"
"9707splitHere46","13867349splitHere46","RoundButton"
"9708splitHere46","13867349splitHere46","RoundedButton"
"9709splitHere46","13867349splitHere46","import java.awt.AWTEvent;<newline46mondego>import java.awt.AWTEventMulticaster;<newline46mondego>import java.awt.BorderLayout;<newline46mondego>import java.awt.Color;<newline46mondego>import java.awt.Component;<newline46mondego>import java.awt.Dimension;<newline46mondego>import java.awt.Font;<newline46mondego>import java.awt.FontMetrics;<newline46mondego>import java.awt.Graphics;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import java.awt.event.MouseEvent;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JOptionPane;<newline46mondego>import javax.swing.JTextField;<newline46mondego>import javax.swing.SwingUtilities;<newline46mondego><newline46mondego><newline46mondego>public class Test {<newline46mondego><newline46mondego>    public Test() {<newline46mondego>        initComponents();<newline46mondego>    }<newline46mondego><newline46mondego>    private void initComponents() {<newline46mondego>        final JFrame frame = new JFrame();<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego><newline46mondego>        final JTextField tf = new JTextField(<doubleQuotes46><doubleQuotes46>);<newline46mondego><newline46mondego>        RoundedButton rb = new RoundedButton(<doubleQuotes46>Go<doubleQuotes46>);<newline46mondego>        rb.setBackground(Color.yellow);<newline46mondego>        rb.addActionListener(new ActionListener() {<newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent ae) {<newline46mondego>                JOptionPane.showMessageDialog(frame, <doubleQuotes46>You said: <doubleQuotes46> + tf.getText());<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>        frame.add(tf, BorderLayout.NORTH);<newline46mondego>        frame.add(rb);<newline46mondego><newline46mondego>        frame.pack();<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new Test();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class RoundedButton extends Component {<newline46mondego><newline46mondego>    ActionListener actionListener;     // Post action events to listeners<newline46mondego>    String label;                      // The Button's text<newline46mondego>    protected boolean pressed = false; // true if the button is detented.<newline46mondego><newline46mondego>    /**<newline46mondego>     * Constructs a RoundedButton with no label.<newline46mondego>     */<newline46mondego>    public RoundedButton() {<newline46mondego>        this(<doubleQuotes46><doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Constructs a RoundedButton with the specified label.<newline46mondego>     *<newline46mondego>     * @param label the label of the button<newline46mondego>     */<newline46mondego>    public RoundedButton(String label) {<newline46mondego>        this.label = label;<newline46mondego>        enableEvents(AWTEvent.MOUSE_EVENT_MASK);<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * gets the label<newline46mondego>     *<newline46mondego>     * @see setLabel<newline46mondego>     */<newline46mondego>    public String getLabel() {<newline46mondego>        return label;<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * sets the label<newline46mondego>     *<newline46mondego>     * @see getLabel<newline46mondego>     */<newline46mondego>    public void setLabel(String label) {<newline46mondego>        this.label = label;<newline46mondego>        invalidate();<newline46mondego>        repaint();<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * paints the RoundedButton<newline46mondego>     */<newline46mondego>    @Override<newline46mondego>    public void paint(Graphics g) {<newline46mondego><newline46mondego>        // paint the interior of the button<newline46mondego>        if (pressed) {<newline46mondego>            g.setColor(getBackground().darker().darker());<newline46mondego>        } else {<newline46mondego>            g.setColor(getBackground());<newline46mondego>        }<newline46mondego>        g.fillRoundRect(0, 0, getWidth() - 1, getHeight() - 1, 20, 20);<newline46mondego><newline46mondego>        // draw the perimeter of the button<newline46mondego>        g.setColor(getBackground().darker().darker().darker());<newline46mondego>        g.drawRoundRect(0, 0, getWidth() - 1, getHeight() - 1, 20, 20);<newline46mondego><newline46mondego>        // draw the label centered in the button<newline46mondego>        Font f = getFont();<newline46mondego>        if (f != null) {<newline46mondego>            FontMetrics fm = getFontMetrics(getFont());<newline46mondego>            g.setColor(getForeground());<newline46mondego>            g.drawString(label, getWidth() / 2 - fm.stringWidth(label) / 2, getHeight() / 2 + fm.getMaxDescent());<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * The preferred size of the button.<newline46mondego>     */<newline46mondego>    @Override<newline46mondego>    public Dimension getPreferredSize() {<newline46mondego>        Font f = getFont();<newline46mondego>        if (f != null) {<newline46mondego>            FontMetrics fm = getFontMetrics(getFont());<newline46mondego>            int max = Math.max(fm.stringWidth(label) + 40, fm.getHeight() + 40);<newline46mondego>            return new Dimension(max, max);<newline46mondego>        } else {<newline46mondego>            return new Dimension(100, 100);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * The minimum size of the button.<newline46mondego>     */<newline46mondego>    @Override<newline46mondego>    public Dimension getMinimumSize() {<newline46mondego>        return new Dimension(100, 100);<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Adds the specified action listener to receive action events from this<newline46mondego>     * button.<newline46mondego>     *<newline46mondego>     * @param listener the action listener<newline46mondego>     */<newline46mondego>    public void addActionListener(ActionListener listener) {<newline46mondego>        actionListener = AWTEventMulticaster.add(actionListener, listener);<newline46mondego>        enableEvents(AWTEvent.MOUSE_EVENT_MASK);<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Removes the specified action listener so it no longer receives action<newline46mondego>     * events from this button.<newline46mondego>     *<newline46mondego>     * @param listener the action listener<newline46mondego>     */<newline46mondego>    public void removeActionListener(ActionListener listener) {<newline46mondego>        actionListener = AWTEventMulticaster.remove(actionListener, listener);<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Determine if click was inside round button.<newline46mondego>     */<newline46mondego>    @Override<newline46mondego>    public boolean contains(int x, int y) {<newline46mondego>        int mx = getSize().width / 2;<newline46mondego>        int my = getSize().height / 2;<newline46mondego>        return (((mx - x) * (mx - x) + (my - y) * (my - y)) <= mx * mx);<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Paints the button and distribute an action event to all listeners.<newline46mondego>     */<newline46mondego>    @Override<newline46mondego>    public void processMouseEvent(MouseEvent e) {<newline46mondego>        Graphics g;<newline46mondego>        switch (e.getID()) {<newline46mondego>            case MouseEvent.MOUSE_PRESSED:<newline46mondego>                // render myself inverted....<newline46mondego>                pressed = true;<newline46mondego><newline46mondego>                // Repaint might flicker a bit. To avoid this, you can use<newline46mondego>                // double buffering (see the Gauge example).<newline46mondego>                repaint();<newline46mondego>                break;<newline46mondego>            case MouseEvent.MOUSE_RELEASED:<newline46mondego>                if (actionListener != null) {<newline46mondego>                    actionListener.actionPerformed(new ActionEvent(<newline46mondego>                            this, ActionEvent.ACTION_PERFORMED, label));<newline46mondego>                }<newline46mondego>                // render myself normal again<newline46mondego>                if (pressed == true) {<newline46mondego>                    pressed = false;<newline46mondego><newline46mondego>                    // Repaint might flicker a bit. To avoid this, you can use<newline46mondego>                    // double buffering (see the Gauge example).<newline46mondego>                    repaint();<newline46mondego>                }<newline46mondego>                break;<newline46mondego>            case MouseEvent.MOUSE_ENTERED:<newline46mondego><newline46mondego>                break;<newline46mondego>            case MouseEvent.MOUSE_EXITED:<newline46mondego>                if (pressed == true) {<newline46mondego>                    // Cancel! Don't send action event.<newline46mondego>                    pressed = false;<newline46mondego><newline46mondego>                    // Repaint might flicker a bit. To avoid this, you can use<newline46mondego>                    // double buffering (see the Gauge example).<newline46mondego>                    repaint();<newline46mondego><newline46mondego>                    // Note: for a more complete button implementation,<newline46mondego>                    // you wouldn't want to cancel at this point, but<newline46mondego>                    // rather detect when the mouse re-entered, and<newline46mondego>                    // re-highlight the button. There are a few state<newline46mondego>                    // issues that that you need to handle, which we leave<newline46mondego>                    // this an an excercise for the reader (I always<newline46mondego>                    // wanted to say that!)<newline46mondego>                }<newline46mondego>                break;<newline46mondego>        }<newline46mondego>        super.processMouseEvent(e);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9710splitHere46","13867356splitHere46","Integer myInteger = number;<newline46mondego>"
"9711splitHere46","13867356splitHere46","public class Test {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        int number = 2;<newline46mondego>        Integer myInteger = number;<newline46mondego>        Node<Integer> myNode = new Node<Integer>(number, number);<newline46mondego>        System.out.println(myNode.getValue());<newline46mondego>    }<newline46mondego><newline46mondego>    public static class Node<T> {<newline46mondego>        private int key;<newline46mondego>        private T value;<newline46mondego><newline46mondego>        public Node(int key, T value) {<newline46mondego>            this.key = key;<newline46mondego>            this.value = value;<newline46mondego>        }<newline46mondego><newline46mondego>        public T getValue() {<newline46mondego>            return value;<newline46mondego>        }<newline46mondego>    }    <newline46mondego>}<newline46mondego>"
