"1splitHere46","6843305splitHere46","MouseEvent me = new MouseEvent(tree, 0, 0, 0, 100, 100, 1, false);<newline46mondego>for(MouseListener ml: tree.getMouseListeners()){<newline46mondego>    ml.mousePressed(me);<newline46mondego>}<newline46mondego>"
"7536splitHere46","7058031splitHere46","public class Parser {<newline46mondego><newline46mondego>private String[] files ;<newline46mondego><newline46mondego>public Parser(String ... files) {<newline46mondego>    this.files = files;<newline46mondego>}<newline46mondego><newline46mondego>private List<Inscrito> process() {<newline46mondego><newline46mondego>    List<Inscrito> inscritos = new ArrayList<Inscrito>();<newline46mondego><newline46mondego><newline46mondego>    for ( String file : files ) {<newline46mondego><newline46mondego>        XMLInputFactory factory = XMLInputFactory.newFactory();<newline46mondego><newline46mondego>        try {<newline46mondego><newline46mondego>            String content = StringEscapeUtils.unescapeXml( FileUtils.readFileToString( new File(file) ) );<newline46mondego><newline46mondego>            XMLStreamReader parser = factory.createXMLStreamReader( new ByteArrayInputStream( content.getBytes() ) );<newline46mondego><newline46mondego>            String currentTag = null;<newline46mondego>            int columnCount = 0;<newline46mondego>            Inscrito inscrito = null;           <newline46mondego><newline46mondego>            while ( parser.hasNext() ) {<newline46mondego><newline46mondego>                int currentEvent = parser.next();<newline46mondego><newline46mondego>                switch ( currentEvent ) {<newline46mondego>                case XMLStreamReader.START_ELEMENT: <newline46mondego><newline46mondego>                    currentTag = parser.getLocalName();<newline46mondego><newline46mondego>                    if ( <doubleQuotes46>row<doubleQuotes46>.equals( currentTag ) ) {<newline46mondego>                        columnCount = 0;<newline46mondego>                        inscrito = new Inscrito();                      <newline46mondego>                    }<newline46mondego><newline46mondego>                    break;<newline46mondego>                case XMLStreamReader.END_ELEMENT:<newline46mondego><newline46mondego>                    currentTag = parser.getLocalName();<newline46mondego><newline46mondego>                    if ( <doubleQuotes46>row<doubleQuotes46>.equals( currentTag ) ) {<newline46mondego>                        inscritos.add( inscrito );<newline46mondego>                    }<newline46mondego><newline46mondego>                    if ( <doubleQuotes46>column<doubleQuotes46>.equals( currentTag ) ) {<newline46mondego>                        columnCount++;<newline46mondego>                    }                   <newline46mondego><newline46mondego>                    break;<newline46mondego>                case XMLStreamReader.CHARACTERS:<newline46mondego><newline46mondego>                    if ( <doubleQuotes46>column<doubleQuotes46>.equals( currentTag ) ) {<newline46mondego><newline46mondego>                        String text = parser.getText().trim().replaceAll( <doubleQuotes46>\n<doubleQuotes46> , <doubleQuotes46> <doubleQuotes46>); <newline46mondego><newline46mondego>                        switch( columnCount ) {<newline46mondego>                        case 0:<newline46mondego>                            inscrito.setId( Integer.valueOf( text ) );<newline46mondego>                            break;<newline46mondego>                        case 1:                         <newline46mondego>                            inscrito.setFirstName( WordUtils.capitalizeFully( text ) );<newline46mondego>                            break;<newline46mondego>                        case 2:<newline46mondego>                            inscrito.setLastName( WordUtils.capitalizeFully( text ) );<newline46mondego>                            break;<newline46mondego>                        case 3:<newline46mondego>                            inscrito.setEmail( text );<newline46mondego>                            break;<newline46mondego>                        }<newline46mondego><newline46mondego>                    }<newline46mondego><newline46mondego>                    break;<newline46mondego>                }<newline46mondego><newline46mondego>            }<newline46mondego><newline46mondego>            parser.close();<newline46mondego><newline46mondego>        } catch (Exception e) {<newline46mondego>            throw new IllegalStateException(e);<newline46mondego>        }           <newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    Collections.sort(inscritos);<newline46mondego><newline46mondego>    return inscritos;<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public Map<String,List<Inscrito>> parse() {<newline46mondego><newline46mondego>    List<Inscrito> inscritos = this.process();<newline46mondego><newline46mondego>    Map<String,List<Inscrito>> resultado = new LinkedHashMap<String, List<Inscrito>>();<newline46mondego><newline46mondego>    for ( Inscrito i : inscritos ) {<newline46mondego><newline46mondego>        List<Inscrito> lista = resultado.get( i.getInicial() );<newline46mondego><newline46mondego>        if ( lista == null ) {<newline46mondego>            lista = new ArrayList<Inscrito>();<newline46mondego>            resultado.put( i.getInicial(), lista );<newline46mondego>        }<newline46mondego><newline46mondego>        lista.add( i );<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    return resultado;<newline46mondego>}<newline46mondego><newline46mondego>}<newline46mondego>"
"7537splitHere46","7058263splitHere46","Tool"
"7538splitHere46","7058263splitHere46","abstract copy"
"7539splitHere46","7058263splitHere46","Tool"
"7540splitHere46","7058263splitHere46","abstract class Tool<newline46mondego>{<newline46mondego>    // snip...<newline46mondego>    public abstract Tool copy();<newline46mondego>    // snip...<newline46mondego>}<newline46mondego><newline46mondego>class Hammer<newline46mondego>{<newline46mondego>    // snip...<newline46mondego>    public Tool copy()<newline46mondego>    {<newline46mondego>        Hammer h = new Hammer();<newline46mondego>        // copy fields from this to h<newline46mondego>        return h;<newline46mondego>    }<newline46mondego>    // snip...<newline46mondego>}<newline46mondego>"
"7541splitHere46","7058263splitHere46","Tool"
"7542splitHere46","7058263splitHere46","Tool"
"7543splitHere46","7058263splitHere46","instanceof"
"7544splitHere46","7058263splitHere46","getClass()"
"7545splitHere46","7058263splitHere46","clone"
"7546splitHere46","7058263splitHere46","Tool"
"7547splitHere46","7058263splitHere46","class Tool<newline46mondego>{<newline46mondego>    // ...<newline46mondego><newline46mondego>    public Tool () {}<newline46mondego><newline46mondego>    public int getWeight ()<newline46mondego>    {<newline46mondego>        // don't care about implementation<newline46mondego>    }<newline46mondego><newline46mondego>    public void setWeight()<newline46mondego>    {<newline46mondego>        // don't care about implementation<newline46mondego>    }<newline46mondego><newline46mondego>    // ignores all exceptions - not production code!<newline46mondego>    public Tool copy() throws Exception<newline46mondego>    {<newline46mondego>        Tool copy = this.getClass().getConstructor().newInstance();<newline46mondego>        copy.setWeight(this.getWeight());<newline46mondego>        return copy;<newline46mondego>    }<newline46mondego><newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"7548splitHere46","7058655splitHere46","doSomething(String, Object)"
"7549splitHere46","7058655splitHere46","boolean methodExists = false;<newline46mondego>try {<newline46mondego>  obj.doSomething(<doubleQuotes46><doubleQuotes46>, null);<newline46mondego>  methodExists = true;<newline46mondego>} catch (NoSuchMethodError e) {<newline46mondego>  // ignore<newline46mondego>}<newline46mondego>"
"7550splitHere46","7058655splitHere46","package so7058621;<newline46mondego><newline46mondego>import java.lang.reflect.Method;<newline46mondego><newline46mondego>public class NetherHelper {<newline46mondego><newline46mondego>  private static final Method getAllowedNether;<newline46mondego>  static {<newline46mondego>    Method m = null;<newline46mondego>    try {<newline46mondego>      m = World.class.getMethod(<doubleQuotes46>getAllowedNether<doubleQuotes46>);<newline46mondego>    } catch (Exception e) {<newline46mondego>      // doesn't matter<newline46mondego>    }<newline46mondego>    getAllowedNether = m;<newline46mondego>  }<newline46mondego><newline46mondego>  /* Call this method instead from your code. */<newline46mondego>  public static boolean getAllowedNether(World world) {<newline46mondego>    if (getAllowedNether != null) {<newline46mondego>      try {<newline46mondego>        return ((Boolean) getAllowedNether.invoke(world)).booleanValue();<newline46mondego>      } catch (Exception e) {<newline46mondego>        // doesn't matter<newline46mondego>      }<newline46mondego>    }<newline46mondego>    return false;<newline46mondego>  }<newline46mondego><newline46mondego>  interface World {<newline46mondego>    //boolean getAllowedNether();<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args) {<newline46mondego>    System.out.println(getAllowedNether(new World() {<newline46mondego>      public boolean getAllowedNether() {<newline46mondego>        return true;<newline46mondego>      }<newline46mondego>    }));<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"7551splitHere46","7058655splitHere46","getAllowedNether"
"7552splitHere46","7058655splitHere46","getAllowedNether"
"7553splitHere46","7058795splitHere46","WEB-INF/classes/META-INF/persistence.xml"
"7554splitHere46","7059169splitHere46","shutdown()"
"7555splitHere46","7059230splitHere46","ELResolver"
"7556splitHere46","7059607splitHere46","Stats"
"7557splitHere46","7059607splitHere46","Health"
"7558splitHere46","7059607splitHere46","creature.getStats().getHealth().getCurrent();<newline46mondego>"
"7559splitHere46","7059607splitHere46","public interface CreatureFactory {<newline46mondego>    public Stats newStats();<newline46mondego>    public Attack newAttack();<newline46mondego>}<newline46mondego><newline46mondego>public class Creature {<newline46mondego>    public Creature(CreatureFactory f) {<newline46mondego>      this.stats = f.newStats();<newline46mondego>      this.attack = f.newAttack();<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class Monster extends Creature {<newline46mondego>    public Monster() {<newline46mondego>        super(new MonsterFactory());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7560splitHere46","7059722splitHere46","StretchedImage.stretch(image, new Insets(t,l,b,r), new Dimension(w,h), BufferedImage.TYPE_INT_ARGB); <newline46mondego>"
"7561splitHere46","7059722splitHere46","public class StretchedImage{<newline46mondego><newline46mondego>public static Image stretch(Image image, Insets ins, Dimension dim, int hints){<newline46mondego>    //debugcode<newline46mondego>    //System.out.println(dim); <newline46mondego><newline46mondego>    //load image into bufferedImage<newline46mondego>    BufferedImage bi = toBufferedImage(image, hints); <newline46mondego><newline46mondego>    //create 2d bufferedImage array to hold the 9 images<newline46mondego>    Image[][] img = new Image[3][3]; <newline46mondego><newline46mondego>    //split Image into 9 subsections<newline46mondego>    img[0][0] = bi.getSubimage(0, 0, ins.left, ins.top);<newline46mondego>    img[0][1] = bi.getSubimage(ins.left, 0, bi.getWidth() - ins.left - ins.right, ins.top);<newline46mondego>    img[0][2] = bi.getSubimage(bi.getWidth() - ins.right, 0, ins.right, ins.top);<newline46mondego>    img[1][0] = bi.getSubimage(0, ins.top, ins.left, bi.getHeight() - ins.top - ins.bottom);<newline46mondego>    img[1][1] = bi.getSubimage(ins.left, ins.top, bi.getWidth() - ins.left - ins.right, bi.getHeight() - ins.top - ins.bottom);<newline46mondego>    img[1][2] = bi.getSubimage(bi.getWidth() - ins.right, ins.top, ins.right, bi.getHeight() - ins.top - ins.bottom);<newline46mondego>    img[2][0] = bi.getSubimage(0, bi.getHeight() - ins.bottom, ins.left, ins.bottom);<newline46mondego>    img[2][1] = bi.getSubimage(ins.left, bi.getHeight() - ins.bottom, bi.getWidth() - ins.left - ins.right, ins.bottom);<newline46mondego>    img[2][2] = bi.getSubimage(bi.getWidth() - ins.right, bi.getHeight() - ins.bottom, ins.right, ins.bottom);<newline46mondego><newline46mondego>    //determine the width and height of the sections that will be stretched<newline46mondego>    //only the center section will have both dimensions changed<newline46mondego>    int w = dim.width - ins.left - ins.right;<newline46mondego>    int h = dim.height - ins.top - ins.bottom;<newline46mondego><newline46mondego>    //Stretch the proper sections <newline46mondego>    img[0][1] = img[0][1].getScaledInstance(w, img[0][1].getHeight(null), hints);<newline46mondego>    img[1][0] = img[1][0].getScaledInstance(img[1][0].getWidth(null), h, hints);<newline46mondego>    img[1][1] = img[1][1].getScaledInstance(w, h, hints);<newline46mondego>    img[1][2] = img[1][2].getScaledInstance(img[1][2].getWidth(null), h, hints);<newline46mondego>    img[2][1] = img[2][1].getScaledInstance(w, img[2][1].getHeight(null), hints);<newline46mondego><newline46mondego>    //for loop is debug code<newline46mondego>    //for(int i = 0; i < 3; i++){ <newline46mondego>    //  for(int j = 0; j < 3; j++){<newline46mondego>    //      System.out.println(i + <doubleQuotes46> <doubleQuotes46> + j + <doubleQuotes46> <doubleQuotes46> + img[i][j].getWidth() + <doubleQuotes46>,<doubleQuotes46> + img[i][j].getHeight());<newline46mondego>    //  }<newline46mondego>    //}<newline46mondego><newline46mondego>    //create a new bufferedImage to hold the final image<newline46mondego>    BufferedImage finalImage = new BufferedImage(dim.width, dim.height, hints);<newline46mondego>    Graphics g = finalImage.getGraphics();<newline46mondego>    //draw the peices to the final image<newline46mondego>    g.drawImage(img[0][0], 0, 0, null);<newline46mondego>    g.drawImage(img[0][1], ins.left, 0, null);<newline46mondego>    g.drawImage(img[0][2], dim.width - ins.right, 0, null);<newline46mondego>    g.drawImage(img[1][0], 0, ins.top, null);<newline46mondego>    g.drawImage(img[1][1], ins.left, ins.top, null);<newline46mondego>    g.drawImage(img[1][2], dim.width - ins.right, ins.top, null);<newline46mondego>    g.drawImage(img[2][0], 0, dim.height - ins.bottom, null);<newline46mondego>    g.drawImage(img[2][1], ins.left, dim.height - ins.bottom, null);<newline46mondego>    g.drawImage(img[2][2], dim.width - ins.right, dim.height - ins.bottom, null);   <newline46mondego><newline46mondego>    return (Image)finalImage;<newline46mondego>}<newline46mondego><newline46mondego>// This method returns a buffered image with the contents of an image<newline46mondego>public static BufferedImage toBufferedImage(Image image, int hints) {<newline46mondego><newline46mondego>    BufferedImage bi = new BufferedImage(image.getWidth(null), image.getHeight(null), hints);<newline46mondego>    bi.getGraphics().drawImage(image, 0, 0, null);<newline46mondego><newline46mondego>    return bi;<newline46mondego>}<newline46mondego>"
