"1splitHere46","1025915splitHere46","public class HashTable<K, V><newline46mondego>{<newline46mondego>    private LinkedList<V>[] m_storage;<newline46mondego><newline46mondego>    public HashTable(int initialSize)<newline46mondego>    {<newline46mondego>        m_storage = (LinkedList<V>[]) new LinkedList[initialSize];<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3338splitHere46","1219941splitHere46","public class ExchangeSSLSocketFactory extends SSLSocketFactory {<newline46mondego><newline46mondego>private SSLSocketFactory sslSocketFactory;<newline46mondego>private SocketFactory socketFactory;<newline46mondego><newline46mondego>public ExchangeSSLSocketFactory() {<newline46mondego>    try {<newline46mondego>        socketFactory = SocketFactory.getDefault();<newline46mondego><newline46mondego>        SSLContext context = SSLContext.getInstance(<doubleQuotes46>TLS<doubleQuotes46>);<newline46mondego>        context.init(null, new TrustManager[] { new EmptyTrustManager() }, null);<newline46mondego>        sslSocketFactory = (SSLSocketFactory)context.getSocketFactory();<newline46mondego>    }<newline46mondego>    catch (Exception e) {<newline46mondego>        throw new RuntimeException(e);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>private final class EmptyTrustManager implements X509TrustManager {<newline46mondego>    public void checkClientTrusted(X509Certificate[] cert, String authType) throws CertificateException {}<newline46mondego><newline46mondego>    public void checkServerTrusted(X509Certificate[] cert, String authType) throws CertificateException {}<newline46mondego><newline46mondego>    public X509Certificate[] getAcceptedIssuers() {<newline46mondego>        return new java.security.cert.X509Certificate[0];<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public static SocketFactory getDefault() {<newline46mondego>    return new ExchangeSSLSocketFactory();<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public Socket createSocket(Socket socket, String s, int i, boolean flag) throws IOException {<newline46mondego>    return sslSocketFactory.createSocket(socket, s, i, flag);<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public Socket createSocket(InetAddress inaddr, int i, InetAddress inaddr1, int j) throws IOException {<newline46mondego>    return socketFactory.createSocket(inaddr, i, inaddr1, j);<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public Socket createSocket(InetAddress inaddr, int i) throws IOException {<newline46mondego>    return socketFactory.createSocket(inaddr, i);<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public Socket createSocket(String s, int i, InetAddress inaddr, int j) throws IOException {<newline46mondego>    return socketFactory.createSocket(s, i, inaddr, j);<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public Socket createSocket(String s, int i) throws IOException {<newline46mondego>    return socketFactory.createSocket(s, i);<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public Socket createSocket() throws IOException {<newline46mondego>    return socketFactory.createSocket();<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public String[] getDefaultCipherSuites() {<newline46mondego>    return sslSocketFactory.getSupportedCipherSuites();<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public String[] getSupportedCipherSuites() {<newline46mondego>    return sslSocketFactory.getSupportedCipherSuites();<newline46mondego>}<newline46mondego><newline46mondego>}<newline46mondego>"
"3339splitHere46","1219941splitHere46","ssl.SocketFactory.provider"
"3340splitHere46","1219941splitHere46","mail.smtp.socketFactory.class"
"3341splitHere46","1219941splitHere46","ExchangeSSLSocketFactory"
"3342splitHere46","1219941splitHere46","mail.smtp.starttls.enable"
"3343splitHere46","1219959splitHere46","buildMe()"
"3344splitHere46","1219959splitHere46","Room"
"3345splitHere46","1219959splitHere46","ReceptionDesk"
"3346splitHere46","1219959splitHere46","HospitalComponent"
"3347splitHere46","1219959splitHere46","OperatingTheatre"
"3348splitHere46","1220348splitHere46","Matcher.matches"
"3349splitHere46","1220348splitHere46","Matcher.find"
"3350splitHere46","1220348splitHere46","Matcher.lookingAt"
"3351splitHere46","1220348splitHere46","Matcher.matches"
"3352splitHere46","1220348splitHere46",".*"
"3353splitHere46","1220348splitHere46",".*"
"3354splitHere46","1220348splitHere46","Matcher.lookingAt"
"3355splitHere46","1220728splitHere46",".java"
"3356splitHere46","1220728splitHere46","Java -> Editor -> Typing"
"3357splitHere46","1220728splitHere46","Window -> Preferences"
"3358splitHere46","1220728splitHere46","Search -> Java.."
"3359splitHere46","1220728splitHere46","rt.jar"
"3360splitHere46","1220823splitHere46","Book"
"3361splitHere46","1220823splitHere46","toString()"
"3362splitHere46","1220823splitHere46","Object"
"3363splitHere46","1220823splitHere46","hashCode"
"3364splitHere46","1220823splitHere46","toString()"
"3365splitHere46","1220931splitHere46","C"
"3366splitHere46","1220931splitHere46","java.lang"
"3367splitHere46","1220931splitHere46","java.util"
"3368splitHere46","1220931splitHere46","native"
"3369splitHere46","1220931splitHere46","C"
"3370splitHere46","1220931splitHere46","C++"
"3371splitHere46","1221350splitHere46","newColour = ((destColour & 0xFF000000) + 0x20000000) | srcColour;<newline46mondego>/* Where source colour is of the form 0x00RRGGBB. Note: Adding 0x20 to alpha each<newline46mondego> * time will only work for 7 overlapping circles. */<newline46mondego>"
"3372splitHere46","1222098splitHere46","EasyMock.expectLastCall().anyTimes()"
"3373splitHere46","1222359splitHere46","@One"
"3374splitHere46","1222359splitHere46","@Two"
"3375splitHere46","1222359splitHere46","bind(MySingleton.class).annotatedWith(One.class).toInstance(new MySingleton());<newline46mondego>bind(MySingleton.class).annotatedWith(Two.class).toInstance(new MySingleton());<newline46mondego>"
"3376splitHere46","1222359splitHere46","@Inject<newline46mondego>public SomethingThatDependsOnSingletons(@One MySingleton s1,<newline46mondego>    @Two MySingleton t2) { ... }<newline46mondego>"
"3377splitHere46","1222492splitHere46","SyndEntry entry = // fetched from SyndFeed<newline46mondego>Module dcModule = entry.getModule(DCModule.URI);<newline46mondego>String title = // My overridden title<newline46mondego>if (dcModule != null && title != null) {<newline46mondego>    ((DCModule)dcModule).setCreator(title);<newline46mondego>}<newline46mondego>"
"3378splitHere46","1222496splitHere46","getClass().getSuperclass()"
"3379splitHere46","1222496splitHere46","super.getClass()"
"3380splitHere46","1222836splitHere46","GridLayout"
"3381splitHere46","1222836splitHere46","BorderLayout"
"3382splitHere46","1222836splitHere46","NORTH"
"3383splitHere46","1222836splitHere46","CENTER"
"3384splitHere46","1222836splitHere46","CENTER"
"3385splitHere46","1223018splitHere46","JTree tree = new JTree();<newline46mondego>tree.setToggleClickCount(0);<newline46mondego>"
"3386splitHere46","1223064splitHere46","Character.isDigit(string.charAt(0))<newline46mondego>"
"3387splitHere46","1223064splitHere46","char c = string.charAt(0);<newline46mondego>isDigit = (c >= '0' && c <= '9');<newline46mondego>"
"3388splitHere46","1223064splitHere46","s.substring(0, 1).matches(<doubleQuotes46>\\d<doubleQuotes46>)<newline46mondego>// or the equivalent<newline46mondego>s.substring(0, 1).matches(<doubleQuotes46>[0-9]<doubleQuotes46>)<newline46mondego>"
"3389splitHere46","1223064splitHere46","charAt(0)"
"3390splitHere46","1223064splitHere46","substring(0, 1)"
"3391splitHere46","1223064splitHere46","StringIndexOutOfBoundsException"
"3392splitHere46","1223064splitHere46","startsWith"
"3393splitHere46","1223064splitHere46","s.matches(<doubleQuotes46>\\d.*<doubleQuotes46>)<newline46mondego>// or the equivalent<newline46mondego>s.matches(<doubleQuotes46>[0-9].*<doubleQuotes46>)<newline46mondego>"
"3394splitHere46","1223224splitHere46","... catch(CupcakeException e) {<newline46mondego>   throw new IOException(<doubleQuotes46>The sky is falling<doubleQuotes46>, e);<newline46mondego> }<newline46mondego>"
"3395splitHere46","1224129splitHere46","@OneToMany"
"3396splitHere46","1224348splitHere46","public class MockRequestBuilder<newline46mondego>{<newline46mondego>   public void $init( int method, String url)<newline46mondego>   {<newline46mondego>     /* check values and/or store for later */<newline46mondego>   }<newline46mondego><newline46mondego>   public Request sendRequest( String data, RequestCallback callback )<newline46mondego>   {<newline46mondego>     /* check values and/or store for later */<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"3397splitHere46","1224348splitHere46","public class MyGWTClass<newline46mondego>{<newline46mondego>   protected static class RpcCallback extends RequestCallback<newline46mondego>   {<newline46mondego>      public void onError(...) { ... }<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"3398splitHere46","1224390splitHere46","<build><newline46mondego>   <finalName>${project.artifactId}-${project.version}-${timestamp}</finalName><newline46mondego></build><newline46mondego>"
"3399splitHere46","1224390splitHere46","<configuration><newline46mondego>      <format>{0,date,yyyyMMddHHmmss}</format><newline46mondego>      <items><newline46mondego>        <item>timestamp</item><newline46mondego>      </items><newline46mondego><newline46mondego>    </configuration><newline46mondego>"
"3400splitHere46","1224744splitHere46","apple.awt.fileDialogForDirectories"
"3401splitHere46","1224744splitHere46","System.setProperty(<doubleQuotes46>apple.awt.fileDialogForDirectories<doubleQuotes46>, <doubleQuotes46>true<doubleQuotes46>);<newline46mondego>FileDialog fd = new FileDialog(this); <newline46mondego>fd.setDirectory(_projectsBaseDir.getPath()); <newline46mondego>fd.setLocation(50,50);<newline46mondego>fd.setVisible(true); <newline46mondego>File selectedFile = new File(fd.getFile());<newline46mondego>System.setProperty(<doubleQuotes46>apple.awt.fileDialogForDirectories<doubleQuotes46>, <doubleQuotes46>false<doubleQuotes46>);<newline46mondego>"
"3402splitHere46","1224900splitHere46","\old(vector[value-1])"
"3403splitHere46","1224900splitHere46","\old(value)-1"
"3404splitHere46","1224946splitHere46","required"
"3405splitHere46","1224946splitHere46","JAXBContext"
"3406splitHere46","1224987splitHere46","matcher.group()"
"3407splitHere46","1224987splitHere46","(...)"
"3408splitHere46","1224987splitHere46","Matcher."
"3409splitHere46","1224987splitHere46","Matcher.group(0)"
"3410splitHere46","1224987splitHere46","Matcher.match()"
"3411splitHere46","1224987splitHere46","Matcher.group(n)"
"3412splitHere46","1224987splitHere46","Matcher.match()"
"3413splitHere46","1224987splitHere46","Eat 12 carrots at 12:30<newline46mondego>Take 3 pills at 01:15<newline46mondego>"
"3414splitHere46","1224987splitHere46","<doubleQuotes46>\w+ (\d+) [\w ]+ (\d{1,2}:\d{2})<doubleQuotes46><newline46mondego>"
"3415splitHere46","1224987splitHere46","Pattern p = Pattern.compile(<doubleQuotes46>\\w+ (\\d+) [\\w ]+ (\\d{2}:\\d{2})<doubleQuotes46>);<newline46mondego>Matcher m = p.matcher(oneline);<newline46mondego>if(m.matches()) {<newline46mondego>    System.out.println(<doubleQuotes46>The quantity is <doubleQuotes46> + m.group(1));<newline46mondego>    System.out.println(<doubleQuotes46>The time is <doubleQuotes46> + m.group(2));<newline46mondego>}<newline46mondego>"
"3416splitHere46","1225003splitHere46","StringEscapeUtils"
"3417splitHere46","1225029splitHere46",".matches()"
"3418splitHere46","1225029splitHere46",".find()"
"3419splitHere46","1225029splitHere46",".lookingAt()"
"3420splitHere46","1225029splitHere46",".group()"
"3421splitHere46","1225034splitHere46","java.awt.Button"
"3422splitHere46","1225034splitHere46","javax.swing.JButton"
"3423splitHere46","1225034splitHere46","import javax.swing.*;<newline46mondego><newline46mondego>public class ButtonTest {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        JButton button1 = new JButton(<doubleQuotes46>Some label<doubleQuotes46>);<newline46mondego>        JButton button2 = new JButton(<doubleQuotes46>Some much longer label<doubleQuotes46>);<newline46mondego>        JFrame frame = new JFrame();<newline46mondego>        JPanel panel = new JPanel();<newline46mondego>        panel.add(button1);<newline46mondego>        panel.add(button2);<newline46mondego>        frame.getContentPane().add(panel);<newline46mondego>        frame.pack();<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3424splitHere46","1225034splitHere46","button1.getPreferredSize()"
"3425splitHere46","1225034splitHere46","button2.getPreferredSize()"
"3426splitHere46","1225034splitHere46","frame.pack()"
"3427splitHere46","1225156splitHere46","true"
"3428splitHere46","1225156splitHere46","fout = new FileWriter(<doubleQuotes46>filename.txt<doubleQuotes46>, true);<newline46mondego>"
"3429splitHere46","1225440splitHere46","DAYTIME"
"3430splitHere46","1225440splitHere46","NTP"
"3431splitHere46","1225440splitHere46","NTP"
"3432splitHere46","1225440splitHere46","DAYTIME"
"3433splitHere46","1225440splitHere46","NTP"
"3434splitHere46","1225532splitHere46","function(error)"
"3435splitHere46","1225532splitHere46","function validateReport() <newline46mondego>{<newline46mondego>    MyControl.selectItem({callback:function(error) {alert('ok');}});<newline46mondego>}<newline46mondego>"
"3436splitHere46","1225532splitHere46","function validateReport() <newline46mondego>{<newline46mondego>    MyControl.selectItem({callback:function() {alert('ok');}});<newline46mondego>}<newline46mondego>"
"3437splitHere46","1226031splitHere46","PipedInputStream in = new PipedInputStream();<newline46mondego>  PipedOutputStream out = new PipedOutputStream(in);<newline46mondego>  new Thread(<newline46mondego>    new Runnable(){<newline46mondego>      public void run(){<newline46mondego>        class1.putDataOnOutputStream(out);<newline46mondego>      }<newline46mondego>    }<newline46mondego>  ).start();<newline46mondego>  class2.processDataFromInputStream(in);<newline46mondego>"
"3438splitHere46","1226082splitHere46","httpResponse.setHeader(<doubleQuotes46>WWW-Authenticate<doubleQuotes46>, <doubleQuotes46>Basic realm=\<doubleQuotes46>MyApp\<doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"3439splitHere46","1226139splitHere46","idea.plugins.path=${user.home}/.IntelliJIdea80/config/plugins"
"3440splitHere46","1226139splitHere46","idea.plugins.path=%USERPROFILE%\.IntelliJIdea80\config\plugins"
"3441splitHere46","1226156splitHere46","decryptCipher = Cipher.getInstance(<doubleQuotes46>AES/CBC/PKCS5Padding<doubleQuotes46>);<newline46mondego>"
"3442splitHere46","1226396splitHere46","ExecutorService executorService = Executors.newFixedThreadPool(5);<newline46mondego>    executorService.submit(new Runnable() {<newline46mondego>        public void run() {<newline46mondego>            // do download<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"3443splitHere46","1226806splitHere46","public int read(byte[] b,<newline46mondego>            int off,<newline46mondego>            int len)<newline46mondego>     throws IOException<newline46mondego><newline46mondego>Parameters:<newline46mondego>    b - the buffer into which the data is read.<newline46mondego>    off - the start offset of the data.<newline46mondego>    len - the maximum number of bytes read.<newline46mondego>"
"3444splitHere46","1226806splitHere46","numBytes"
"3445splitHere46","1226806splitHere46","offset"
"3446splitHere46","1227576splitHere46","PhantomReference"
"3447splitHere46","1227576splitHere46","referent"
"3448splitHere46","1227576splitHere46","q"
"3449splitHere46","1227576splitHere46","q"
"3450splitHere46","1227576splitHere46","ReferenceQueue"
"3451splitHere46","1227576splitHere46","PhantomReference"
"3452splitHere46","1227576splitHere46","ReferenceQueue"
"3453splitHere46","1227576splitHere46","referent"
"3454splitHere46","1227576splitHere46","PhantomReference"
"3455splitHere46","1227576splitHere46","poll()"
"3456splitHere46","1227576splitHere46","remove()"
"3457splitHere46","1227576splitHere46","ReferenceQueue"
"3458splitHere46","1227576splitHere46","T objectToWatch = ...;<newline46mondego>ReferenceQueue<T> referenceQueue = new ReferenceQueue<T>();<newline46mondego>new PhantomReference<T>(objectToWatch, referenceQueue);<newline46mondego><newline46mondego>// Later on, probably in another thread...<newline46mondego>Reference<? extends T> nextReference = referenceQueue.remove();<newline46mondego>// Tidy up!<newline46mondego>"
