"1splitHere46","19157638splitHere46","setMaximizable(bool enabled)"
"10337splitHere46","19374645splitHere46","<ice:outputResource <newline46mondego>    rendered=<doubleQuotes46>#{myBackingBean.validSelection}<doubleQuotes46> <newline46mondego>    resource=<doubleQuotes46>#{myBackingBean.excelResource}<doubleQuotes46> <newline46mondego>    label=<doubleQuotes46>download excel report}<doubleQuotes46> shared=<doubleQuotes46>false<doubleQuotes46> target=<doubleQuotes46>_self<doubleQuotes46> /><newline46mondego>"
"10338splitHere46","19374645splitHere46","<ice:outputResource>"
"10339splitHere46","19374645splitHere46","<ice:commandLink>"
"10340splitHere46","19374645splitHere46","filter(...)"
"10341splitHere46","19374645splitHere46","@ManagedBean(name = <doubleQuotes46>myBackingBean<doubleQuotes46>)<newline46mondego>@ViewScoped<newline46mondego>@WindowDisposed<newline46mondego>public class MyBackingBean implements Serializable<newline46mondego>{<newline46mondego> ...<newline46mondego> private ExcelResource resource;<newline46mondego> ...<newline46mondego><newline46mondego> public List<MyItems> getFilteredList(List<MyItems> allSelectedItems)<newline46mondego> {<newline46mondego>  ...<newline46mondego>  //do some selection here and return a list containing only valid items<newline46mondego>  return validItemsList;<newline46mondego> }<newline46mondego><newline46mondego> public ExcelResource getExcelResource()<newline46mondego> {<newline46mondego>   return new ExcelResource(getFilteredList(allSelectedItems));<newline46mondego> }<newline46mondego><newline46mondego> public boolean isEmptySelection()<newline46mondego> {<newline46mondego>   //return true if the selection is EMPTY, false otherwise.<newline46mondego> }<newline46mondego><newline46mondego> public boolean isValidSelection()<newline46mondego> {<newline46mondego>   //return true if the selection is NOT EMPTY and it has<newline46mondego>   //only VALID items in it, false otherwise.<newline46mondego> }<newline46mondego>}<newline46mondego>"
"10342splitHere46","19374645splitHere46","ExcelResource"
"10343splitHere46","19374645splitHere46","<ice:outputResource>"
"10344splitHere46","19374720splitHere46","Next0Prev"
"10345splitHere46","19374720splitHere46","Next0Prev = new JPanel(new BorderLayout());<newline46mondego><newline46mondego>//....<newline46mondego><newline46mondego>Next0Prev.add(firstPicblur,BorderLayout.CENTER);<newline46mondego>Next0Prev.add(Next,BorderLayout.EAST);<newline46mondego>Next0Prev.add(Prev,BorderLayout.WEST);<newline46mondego>Next0Prev.add(firstPicblurA,BorderLayout.SOUTH);<newline46mondego>"
"10346splitHere46","19374720splitHere46","Timer"
"10347splitHere46","19374720splitHere46","actionPerformed"
"10348splitHere46","19374720splitHere46","firstPicblurB"
"10349splitHere46","19374720splitHere46","public void actionPerformed(ActionEvent e) {<newline46mondego>    add(firstPicblurB);<newline46mondego>    firstPicblurB.setVisible(true);<newline46mondego>    Next0Prev.setVisible(true);<newline46mondego>}<newline46mondego>"
"10350splitHere46","19374720splitHere46","JFrame"
"10351splitHere46","19374720splitHere46","BorderLayout"
"10352splitHere46","19374720splitHere46","Next0Prev"
"10353splitHere46","19374720splitHere46","BorderLayout"
"10354splitHere46","19374720splitHere46","firstPicblurB"
"10355splitHere46","19374720splitHere46","Next0Prev"
"10356splitHere46","19374720splitHere46","JLabel"
"10357splitHere46","19374720splitHere46","icon"
"10358splitHere46","19374804splitHere46","login()"
"10359splitHere46","19374804splitHere46","connection.login(<doubleQuotes46>user<doubleQuotes46>, <doubleQuotes46>blablabla<doubleQuotes46>);"
"10360splitHere46","19374817splitHere46","int i = 0;<newline46mondego>    for (i=0; i<list.get(0).size(); i++) {<newline46mondego>        try {<newline46mondego>            Integer.parseInt(list.get(0).substring(i, i+1));<newline46mondego>            // This is a number<newline46mondego>            numbers.add(list.get(0).substring(i, i+1));<newline46mondego>        } catch (NumberFormatException e) {<newline46mondego>            // This is not a number<newline46mondego>            letters.add(list.get(0).substring(i, i+1));<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"10361splitHere46","19374987splitHere46","Matcher m=Pattern.compile(<doubleQuotes46>.+\nTKT:(\\d{3})\\d{10}.+<doubleQuotes46>).matcher(input);<newline46mondego>if(m.find())<newline46mondego>{<newline46mondego>    m.group(1);<newline46mondego>}<newline46mondego>"
"10362splitHere46","19375087splitHere46","import java.util.concurrent.CountDownLatch;<newline46mondego>import java.util.concurrent.ExecutorService;<newline46mondego>import java.util.concurrent.Executors;<newline46mondego>import java.util.concurrent.TimeUnit;<newline46mondego><newline46mondego>public class MyThreadPoolApp {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        long execTime = System.currentTimeMillis();<newline46mondego>        CountDownLatch latch = new CountDownLatch(1);<newline46mondego>        ExecutorService executor = Executors.newFixedThreadPool(10);<newline46mondego><newline46mondego>        for (int i = 0; i < 10; i++) {<newline46mondego>            executor.submit(new Task());<newline46mondego>        }<newline46mondego>        System.out.println(<doubleQuotes46>threads submitted and waiting execution<doubleQuotes46>);<newline46mondego><newline46mondego>        executor.shutdown();<newline46mondego>        try {<newline46mondego>            executor.awaitTermination(1, TimeUnit.MINUTES);<newline46mondego>        } catch (InterruptedException e) {<newline46mondego>        }<newline46mondego>        execTime = System.currentTimeMillis() - execTime;<newline46mondego>        System.out.format(<doubleQuotes46>%d threads finished execution \n<doubleQuotes46>,Task.getCount());<newline46mondego>        System.out.println(<doubleQuotes46>thread time : <doubleQuotes46> + Task.getTime());<newline46mondego>        System.out.println(<doubleQuotes46>main time : <doubleQuotes46> + execTime);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class Task implements Runnable {<newline46mondego><newline46mondego>    private static long totalTime;<newline46mondego>    private static int count;<newline46mondego>    public static long getTime(){<newline46mondego>        synchronized(Task.class){<newline46mondego>            return totalTime;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    private static void addTime(long time){<newline46mondego>        synchronized(Task.class){<newline46mondego>            totalTime = totalTime + time;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    public static int getCount(){ return count; }<newline46mondego><newline46mondego>    public void run() {<newline46mondego>        count++;<newline46mondego>        long startTime = System.currentTimeMillis();<newline46mondego>        try {<newline46mondego>            Thread.sleep(2000);<newline46mondego>            addTime(System.currentTimeMillis() - startTime);<newline46mondego>        } catch (InterruptedException e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10363splitHere46","19375087splitHere46","import java.util.concurrent.CountDownLatch;<newline46mondego>import java.util.concurrent.ExecutorService;<newline46mondego>import java.util.concurrent.Executors;<newline46mondego>import java.util.concurrent.TimeUnit;<newline46mondego><newline46mondego>public class MyThreadPoolApp {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        long execTime = System.currentTimeMillis();<newline46mondego>        CountDownLatch latch = new CountDownLatch(1);<newline46mondego>        ExecutorService executor = Executors.newFixedThreadPool(10);<newline46mondego><newline46mondego>        for (int i = 0; i < 10; i++) {<newline46mondego>            executor.submit(new Task());<newline46mondego>        }<newline46mondego>        System.out.println(<doubleQuotes46>threads submitted and waiting execution<doubleQuotes46>);<newline46mondego><newline46mondego>        executor.shutdown();<newline46mondego>        try {<newline46mondego>            executor.awaitTermination(1, TimeUnit.MINUTES);<newline46mondego>        } catch (InterruptedException e) {<newline46mondego>        }<newline46mondego>        execTime = System.currentTimeMillis() - execTime;<newline46mondego>        System.out.format(<doubleQuotes46>%d threads finished execution \n<doubleQuotes46>,Task.getCount());<newline46mondego>        System.out.println(<doubleQuotes46>thread time : <doubleQuotes46> + Task.getTime());<newline46mondego>        System.out.println(<doubleQuotes46>main time : <doubleQuotes46> + execTime);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class Task implements Runnable {<newline46mondego><newline46mondego>    private static long totalTime;<newline46mondego>    private static int count;<newline46mondego>    public static long getTime(){<newline46mondego>        synchronized(Task.class){<newline46mondego>            return totalTime;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    public static int getCount(){ return count; }<newline46mondego><newline46mondego>    public void run() {<newline46mondego>        count++;<newline46mondego>        long startTime = System.currentTimeMillis();<newline46mondego>        try {<newline46mondego>            Thread.sleep(2000);<newline46mondego>            synchronized(Task.class){<newline46mondego>                totalTime += System.currentTimeMillis() - startTime;<newline46mondego>            }<newline46mondego>        } catch (InterruptedException e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10364splitHere46","19375115splitHere46","i++<newline46mondego>"
"10365splitHere46","19375115splitHere46","!(i++ > 0) // now  value is still zero<newline46mondego>"
"10366splitHere46","19375115splitHere46","i++"
"10367splitHere46","19375115splitHere46","value"
"10368splitHere46","19375115splitHere46","i"
"10369splitHere46","19375115splitHere46","increment"
"10370splitHere46","19375115splitHere46","temp=i;<newline46mondego>i += 1; <newline46mondego>i=temp;     // here old value of i.<newline46mondego>"
"10371splitHere46","19375115splitHere46","++i"
"10372splitHere46","19375258splitHere46","<path>"
"10373splitHere46","19375258splitHere46","<path refid=<doubleQuotes46>${java.class.path}<doubleQuotes46>/><newline46mondego>"
"10374splitHere46","19375258splitHere46","${java.class.path}"
"10375splitHere46","19375258splitHere46","<path path=<doubleQuotes46>${java.class.path}<doubleQuotes46>/><newline46mondego>"
"10376splitHere46","19375258splitHere46","classpath.ejb"
"10377splitHere46","19375338splitHere46","ExecutorService"
"10378splitHere46","19375338splitHere46","checkState()"
"10379splitHere46","19375338splitHere46","Executors.newFixedThreadPool()"
"10380splitHere46","19375338splitHere46","ExecutorService"
"10381splitHere46","19375338splitHere46","shutdown()"
"10382splitHere46","19375474splitHere46","org.jitsi.service.configuration.ConfigurationService"
"10383splitHere46","19375474splitHere46","org.jitsi.service.configuration"
"10384splitHere46","19375548splitHere46","try<newline46mondego>{<newline46mondego>    URI uri = new URI(<doubleQuotes46>http://google.com/<doubleQuotes46>);<newline46mondego>    Desktop dt = Desktop.getDesktop();<newline46mondego>    dt.browse(uri);<newline46mondego>}<newline46mondego>catch(Exception ex){}<newline46mondego>"
"10385splitHere46","19375583splitHere46","PipedOutPutStream"
"10386splitHere46","19375583splitHere46","PipedInputStream pi1"
"10387splitHere46","19375605splitHere46","tomcat/bin"
"10388splitHere46","19375605splitHere46","startup.sh"
"10389splitHere46","19375605splitHere46","shutdown.sh"
"10390splitHere46","19375612splitHere46","Integer.valueOf(String.valueOf(-2115381772), 16)"
"10391splitHere46","19375612splitHere46","-2115381772"
"10392splitHere46","19375612splitHere46","int"
"10393splitHere46","19375612splitHere46","Integer.toHexString(-2115381772)"
"10394splitHere46","19375612splitHere46","-2115381772"
"10395splitHere46","19375612splitHere46","int"
"10396splitHere46","19375889splitHere46","public class Container {<newline46mondego>    private final static Map<PrintTask, Map<String, String>> values = new HashMap<>();<newline46mondego><newline46mondego>    public static void putTaskToMap(PrintTask key, Map<String, String> values) {<newline46mondego>        synchronized(values) {<newline46mondego>            values.put(key, values);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static Map<String, String> getValues(PrintTask key) {<newline46mondego>        syncronized (values) {<newline46mondego>        Map<String, String> retVal = values.get(key);<newline46mondego>        if(retVal == null) {<newline46mondego>             retVal = Collections.synchronizedMap(new HashMap<String, String>());<newline46mondego>             values.put(retVal);<newline46mondego>        }<newline46mondego>        return retVal;<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class PrintTask extends Runnable {<newline46mondego>@Override<newline46mondego>public void run() {<newline46mondego>    Map<String, String> map = Container.getValues(this);<newline46mondego>    map.put(name + <doubleQuotes46> is running<doubleQuotes46>, name + <doubleQuotes46> is running<doubleQuotes46>);<newline46mondego>    System.out.println(name + <doubleQuotes46> is running<doubleQuotes46>);<newline46mondego><newline46mondego>    try {<newline46mondego>        Thread.sleep(5000);<newline46mondego>    } catch (InterruptedException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego><newline46mondego>    System.out.println(name + <doubleQuotes46> is running<doubleQuotes46>);<newline46mondego>}<newline46mondego><newline46mondego>public void someOtherMethod() {<newline46mondego>    Map<String, String> values = Container.getValues(this);<newline46mondego>    // the values here will always be the _same_ Map containing the same contents as the one in run.<newline46mondego>}<newline46mondego>"
