"1splitHere46","21514988splitHere46","List<Point> points = new ArrayList<Point>();<newline46mondego><newline46mondego>Point pointOne = new Point(x,y);<newline46mondego>Point pointTwo = new Point(x+25,y);<newline46mondego>Point pointThree = new Point(x+25,y+5);<newline46mondego>Point pointFour = new Point(x,y+5);<newline46mondego>points.add(pointOne );<newline46mondego>points.add(pointTwo );<newline46mondego>points.add(pointThree );<newline46mondego>points.add(pointFour);<newline46mondego><newline46mondego><newline46mondego><newline46mondego>Path path = new Path();<newline46mondego>path.moveTo(pointOne.x, pointOne.y);<newline46mondego>path.lineTo(pointTwo.x, pointTwo.y);<newline46mondego>//and so on<newline46mondego>path.close();<newline46mondego><newline46mondego>//and then<newline46mondego>pList.add(points); <newline46mondego>"
"11233splitHere46","21741085splitHere46","Collections.sort(yourArrayList, new CreatureComparator());"
"11234splitHere46","21741085splitHere46","magic"
"11235splitHere46","21741085splitHere46","true"
"11236splitHere46","21741085splitHere46","magic"
"11237splitHere46","21741085splitHere46","false"
"11238splitHere46","21741085splitHere46","-1"
"11239splitHere46","21741085splitHere46","1"
"11240splitHere46","21741085splitHere46","magic"
"11241splitHere46","21741085splitHere46","magic"
"11242splitHere46","21741085splitHere46","ranged"
"11243splitHere46","21741085splitHere46","0"
"11244splitHere46","21741457splitHere46","null"
"11245splitHere46","21741457splitHere46","int d1 = 5, d2 = 6; /* Or however large you want the arrays to be. */<newline46mondego>myBArr = new B[d1][d2];<newline46mondego>for(int i1 = 0; i1 < d1; i1++) {<newline46mondego>    for(int i2 = 0; i2 < d2; i2++) {<newline46mondego>        myBArr[i1][i2] = new B(this);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"11246splitHere46","21741514splitHere46","Clerk"
"11247splitHere46","21741514splitHere46","Employees"
"11248splitHere46","21741514splitHere46","Pair<? extends Employees> employees = new Pair<Clerk>(clerk1, clerk2);<newline46mondego>"
"11249splitHere46","21741514splitHere46","setFirst"
"11250splitHere46","21741514splitHere46","Manager"
"11251splitHere46","21741514splitHere46","Pair<Clerk>"
"11252splitHere46","21741514splitHere46","T"
"11253splitHere46","21741514splitHere46","? extends"
"11254splitHere46","21741514splitHere46","Employee"
"11255splitHere46","21741514splitHere46","null"
"11256splitHere46","21741514splitHere46","? super Employee"
"11257splitHere46","21741514splitHere46","Employee"
"11258splitHere46","21741514splitHere46","Pair<Object>"
"11259splitHere46","21741514splitHere46","Employee"
"11260splitHere46","21741514splitHere46","? super Employee"
"11261splitHere46","21741558splitHere46","repaint()"
"11262splitHere46","21741558splitHere46","lastIcon"
"11263splitHere46","21741558splitHere46","null"
"11264splitHere46","21741599splitHere46","listenTo"
"11265splitHere46","21741599splitHere46","listenTo(calculator.btn1.keys)<newline46mondego>"
"11266splitHere46","21741599splitHere46",".keys"
"11267splitHere46","21741599splitHere46","listenTo(calculator.btn1.keys, calculator.btn2.keys, ...)<newline46mondego>"
"11268splitHere46","21741599splitHere46","import javax.swing.{JComponent, KeyStroke} // Java world<newline46mondego><newline46mondego>val calculator = new CalcGrid<newline46mondego>val frame = new Frame{<newline46mondego>  title = <doubleQuotes46>Calculator<doubleQuotes46><newline46mondego>  val panel = calculator.CalcPanel()      <newline46mondego>  contents = panel<newline46mondego>  val act1 = Action(<doubleQuotes46>key1<doubleQuotes46>) {<newline46mondego>    calculator.numTxt.text += <doubleQuotes46>1<doubleQuotes46><newline46mondego>  }<newline46mondego>  // the mapping is done in your top component, so `panel`.<newline46mondego>  // you must use the input map which is active whenever the window<newline46mondego>  // in which the panel is located has focus:<newline46mondego>  val imap = panel.peer.getInputMap(JComponent.WHEN_IN_FOCUSED_WINDOW)<newline46mondego>  val amap = panel.peer.getActionMap<newline46mondego>  // you need to map a KeyStroke to an (arbitrarily chosen) action name,<newline46mondego>  // and that action name to the action itself.<newline46mondego>  imap.put(KeyStroke.getKeyStroke(Key.Numpad1.id, 0), <doubleQuotes46>key1<doubleQuotes46>)<newline46mondego>  imap.put(KeyStroke.getKeyStroke(Key.Key1   .id, 0), <doubleQuotes46>key1<doubleQuotes46>) // can map several keys<newline46mondego>  amap.put(<doubleQuotes46>key1<doubleQuotes46>, act1.peer)<newline46mondego><newline46mondego>  size = new Dimension(200,270)<newline46mondego>  centerOnScreen()<newline46mondego>  resizable = false<newline46mondego>}<newline46mondego>frame.open()<newline46mondego>"
"11269splitHere46","21741667splitHere46","Scanner sc = new Scanner(System.in);<newline46mondego><newline46mondego>for (int i = o; i < 100; i++){<newline46mondego>    int upperLimit = sc.nextInt();<newline46mondego>    for (int w = 0; w < upperLimit; w++){<newline46mondego>        sum = sum + i;<newline46mondego>    }<newline46mondego>    System.out.println(<doubleQuotes46>Sum is <doubleQuotes46> + sum);<newline46mondego>}<newline46mondego>"
"11270splitHere46","21741668splitHere46","parm1 = (TextView) findViewById(R.id.yourId);<newline46mondego>"
"11271splitHere46","21741668splitHere46","paths[index].equals(<doubleQuotes46>Rectangle<doubleQuotes46>)<newline46mondego>"
"11272splitHere46","21741668splitHere46","<doubleQuotes46>Rectangle<doubleQuotes46>.equals(paths[index])<newline46mondego>"
"11273splitHere46","21741685splitHere46","List<String> myList = new ArrayList<String>();<newline46mondego>"
"11274splitHere46","21741685splitHere46","ArrayList<String> myList = new ArrayList<String>();<newline46mondego>"
"11275splitHere46","21741685splitHere46","ArrayList"
"11276splitHere46","21741685splitHere46","List"
"11277splitHere46","21741685splitHere46","List<String> myList = new LinkedList<String>();<newline46mondego>"
"11278splitHere46","21741685splitHere46","ArrayList"
"11279splitHere46","21741685splitHere46","ArrayList"
"11280splitHere46","21741728splitHere46","<form method=<doubleQuotes46>post<doubleQuotes46> action=<doubleQuotes46>/XXX/filterProcessesUrl<doubleQuotes46>><newline46mondego>"
"11281splitHere46","21741728splitHere46","<c:url>"
"11282splitHere46","21741748splitHere46","caspian.css"
"11283splitHere46","21741748splitHere46","import javafx.application.Application;<newline46mondego>import javafx.scene.Scene;<newline46mondego>import javafx.scene.control.ProgressBar;<newline46mondego>import javafx.scene.layout.VBox;<newline46mondego>import javafx.stage.Stage;<newline46mondego><newline46mondego><newline46mondego>public class ProgressBarTest extends Application {<newline46mondego><newline46mondego>    public static void main(String[] args) { launch(args); }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void start(final Stage stage) throws Exception {<newline46mondego>        //All the controls are added here<newline46mondego>        VBox box = new VBox();<newline46mondego>        box.getStylesheets().add(<doubleQuotes46>test.css<doubleQuotes46>);<newline46mondego>        ProgressBar pb = new ProgressBar(50);<newline46mondego><newline46mondego>        box.getChildren().add(pb);<newline46mondego><newline46mondego>        //Setting up your scene<newline46mondego>        Scene scene = new Scene(box);<newline46mondego>        stage.setScene(scene);<newline46mondego><newline46mondego>        stage.show();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"11284splitHere46","21741748splitHere46",".progress-bar .bar {-fx-padding:1px; -fx-background-insets:0;}<newline46mondego>"
"11285splitHere46","21741922splitHere46","Pi: 3.140598667726060313997433309223757530269291966682082323..."
"11286splitHere46","21741922splitHere46","3.14159265358979323846264..."
"11287splitHere46","21742074splitHere46","ByteOrder.nativeOrder()"
"11288splitHere46","21742078splitHere46","/A[123/B(C)]<newline46mondego>"
"11289splitHere46","21742078splitHere46","/A [ 123 /B (C) ]<newline46mondego>"
"11290splitHere46","21742078splitHere46","/**<newline46mondego>1681         * This method is used to read a token by the {@linkplain #readInt()} method and the {@linkplain #readLong()} method.<newline46mondego>1682         *  <newline46mondego>1683         * @return the token to parse as integer or long by the calling method.<newline46mondego>1684         * @throws IOException throws by the {@link #pdfSource} methods.<newline46mondego>1685         */<newline46mondego>1686        protected final StringBuilder readStringNumber() throws IOException<newline46mondego>1687        {<newline46mondego>1688            int lastByte = 0;<newline46mondego>1689            StringBuilder buffer = new StringBuilder();<newline46mondego>1690            while( (lastByte = pdfSource.read() ) != 32 &&<newline46mondego>1691                    lastByte != 10 &&<newline46mondego>1692                    lastByte != 13 &&<newline46mondego>1693                    lastByte != 60 && //see sourceforge bug 1714707<newline46mondego>1694                    lastByte != 0 && //See sourceforge bug 853328<newline46mondego>1695                    lastByte != -1 )<newline46mondego>1696            {<newline46mondego>1697                buffer.append( (char)lastByte );<newline46mondego>1698            }<newline46mondego>1699            if( lastByte != -1 )<newline46mondego>1700            {<newline46mondego>1701                pdfSource.unread( lastByte );<newline46mondego>1702            }<newline46mondego>1703            return buffer;<newline46mondego>1704        }<newline46mondego>"
"11291splitHere46","21742078splitHere46","0x0C"
"11292splitHere46","21742078splitHere46","0x09"
"11293splitHere46","21742078splitHere46","<"
"11294splitHere46","21742078splitHere46","60"
"11295splitHere46","21742078splitHere46","{"
"11296splitHere46","21742078splitHere46","}"
"11297splitHere46","21742078splitHere46","stream"
"11298splitHere46","21742078splitHere46","%"
"11299splitHere46","21742078splitHere46",")"
"11300splitHere46","21742404splitHere46","AnimationRunner"
"11301splitHere46","21742404splitHere46","JButton"
"11302splitHere46","21742404splitHere46","Merge sort"
"11303splitHere46","21742404splitHere46","Selection sort"
"11304splitHere46","21742404splitHere46","Animation"
"11305splitHere46","21742404splitHere46","JBttons"
"11306splitHere46","21742404splitHere46","Merge sort"
"11307splitHere46","21742404splitHere46","Selection sort"
"11308splitHere46","21742404splitHere46","panel"
"11309splitHere46","21742404splitHere46","JPanel"
"11310splitHere46","21742404splitHere46","paint"
"11311splitHere46","21742404splitHere46","paint"
"11312splitHere46","21742404splitHere46","paintComponent"
"11313splitHere46","21742404splitHere46","javax.swing.Timer"
"11314splitHere46","21742414splitHere46","public static int safeLongToInt(long l) {<newline46mondego>    if (l < Integer.MIN_VALUE || l > Integer.MAX_VALUE) {<newline46mondego>        throw new IllegalArgumentException<newline46mondego>            (l + <doubleQuotes46> cannot be cast to int without changing its value.<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    return (int) l;<newline46mondego>}<newline46mondego>"
"11315splitHere46","21742414splitHere46","public static String longToString(long l) {<newline46mondego>        return String.valueOf(l);<newline46mondego>}<newline46mondego>"
"11316splitHere46","21742492splitHere46","toString()"
"11317splitHere46","21742492splitHere46","@Override"
"11318splitHere46","21742701splitHere46","<a href=<doubleQuotes46>tel:1111111111<doubleQuotes46>>Call Us!</a><newline46mondego>"
"11319splitHere46","21742764splitHere46","DocumentFactoryBuilder"
"11320splitHere46","21742764splitHere46","factory.setNamespaceAware(true);<newline46mondego>"
"11321splitHere46","21742764splitHere46","/Document/file:FileFormat"
"11322splitHere46","21742764splitHere46","//file:FileFormat"
"11323splitHere46","21742764splitHere46","NamespaceContext"
"11324splitHere46","21742764splitHere46","public String resolveXPath(File xmlFile, String xpathExpr) throws XPathException, ParserConfigurationException, SAXException, IOException, XPathExpressionException<newline46mondego>{<newline46mondego>    DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();<newline46mondego><newline46mondego>    // Turn namespace aware on<newline46mondego>    factory.setNamespaceAware(true);<newline46mondego>    DocumentBuilder builder = factory.newDocumentBuilder();<newline46mondego>    Document doc = builder.parse(xmlFile);<newline46mondego><newline46mondego>    XPathFactory xPathfactory = XPathFactory.newInstance();<newline46mondego>    XPath xpath = xPathfactory.newXPath();<newline46mondego><newline46mondego>    // Set the NamespaceContext        <newline46mondego>    xpath.setNamespaceContext(new MyNamespaceContext());<newline46mondego><newline46mondego><newline46mondego>    XPathExpression expr = xpath.compile(xpathExpr);<newline46mondego><newline46mondego>    return (String) expr.evaluate(doc, XPathConstants.STRING);<newline46mondego>}<newline46mondego><newline46mondego>class MyNamespaceContext implements NamespaceContext {<newline46mondego><newline46mondego>  private Map<String, String> ns;<newline46mondego>  private Map<String, String> nsReverted;<newline46mondego><newline46mondego>  public MyNamespaceContext() {<newline46mondego>    ns = new TreeMap<String, String>();<newline46mondego><newline46mondego>    // Default namespaces and prefixes according to the documentation<newline46mondego>    ns.put(XMLConstants.DEFAULT_NS_PREFIX, XMLConstants.NULL_NS_URI);<newline46mondego>    ns.put(XMLConstants.XML_NS_PREFIX, XMLConstants.XML_NS_URI);<newline46mondego>    ns.put(XMLConstants.XMLNS_ATTRIBUTE, XMLConstants.XMLNS_ATTRIBUTE_NS_URI);<newline46mondego><newline46mondego>    // Now our self defined namespace<newline46mondego>    ns.put(<doubleQuotes46>file<doubleQuotes46>, <doubleQuotes46>http://www.example.com/xml/file<doubleQuotes46>);<newline46mondego><newline46mondego><newline46mondego>    nsReverted = new TreeMap<String, String>();<newline46mondego>    for(Entry<String, String> entry : ns.entrySet()) {<newline46mondego>      nsReverted.put(entry.getValue(), entry.getValue());<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public String getNamespaceURI(String prefix) {<newline46mondego>    if(prefix == null) {<newline46mondego>      throw new IllegalArgumentException();<newline46mondego>    } <newline46mondego>    final String uri = ns.get(prefix);<newline46mondego>    return uri == null ? XMLConstants.NULL_NS_URI : uri;<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public String getPrefix(String namespaceURI) {<newline46mondego>    if(namespaceURI == null) {<newline46mondego>      throw new IllegalArgumentException();<newline46mondego>    } <newline46mondego>    return nsReverted.get(namespaceURI);<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public Iterator getPrefixes(String namespaceURI) {<newline46mondego>    return ns.keySet().iterator();<newline46mondego>  }<newline46mondego><newline46mondego>}<newline46mondego>"
