"1splitHere46","8938876splitHere46","new EventHandler<ActionEvent>() {<newline46mondego>        @Override // <- notice the annotation, it overrides from the interface.<newline46mondego>        public void handle(ActionEvent event) {<newline46mondego>                System.out.print(<doubleQuotes46>Hello World !!<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"7303splitHere46","9135691splitHere46","public class ImageUtils {<newline46mondego><newline46mondego>   private static int empty = -1;<newline46mondego><newline46mondego>   public static int getEmpty(Context context) {<newline46mondego>        if(empty == -1)<newline46mondego>          empty = context.getResources().getIdentifier(<doubleQuotes46>dotted_circle<doubleQuotes46>, <doubleQuotes46>resId<doubleQuotes46>, <doubleQuotes46>en.deco.android.livehud<doubleQuotes46>);<newline46mondego><newline46mondego>        return empty;<newline46mondego>   }<newline46mondego><newline46mondego>}<newline46mondego>"
"7304splitHere46","9135813splitHere46","null"
"7305splitHere46","9135813splitHere46","<%@page session=<doubleQuotes46>false<doubleQuotes46> %><newline46mondego>"
"7306splitHere46","9135813splitHere46","<c:if test=<doubleQuotes46>${pageContext.request.getSession(false) != null}<doubleQuotes46>><newline46mondego>    <p>The session has been created before.</p><newline46mondego></c:if><newline46mondego>"
"7307splitHere46","9135813splitHere46","HttpSession#isNew()"
"7308splitHere46","9135813splitHere46","<c:if test=<doubleQuotes46>${not pageContext.session['new']}<doubleQuotes46>><newline46mondego>    <p>You've already visited this site before.</p><newline46mondego></c:if><newline46mondego><c:if test=<doubleQuotes46>${pageContext.session['new']}<doubleQuotes46>><newline46mondego>    <p>You've just started the session with this request!</p><newline46mondego></c:if><newline46mondego>"
"7309splitHere46","9135813splitHere46","new"
"7310splitHere46","9135813splitHere46","new"
"7311splitHere46","9135813splitHere46","session.setAttribute(<doubleQuotes46>user<doubleQuotes46>, user);<newline46mondego>"
"7312splitHere46","9135813splitHere46","<c:if test=<doubleQuotes46>${not empty user}<doubleQuotes46>><newline46mondego>    <p>You're still logged in.</p><newline46mondego></c:if><newline46mondego><c:if test=<doubleQuotes46>${empty user}<doubleQuotes46>><newline46mondego>    <p>You're not logged in!</p><newline46mondego></c:if><newline46mondego>"
"7313splitHere46","9135955splitHere46","<datasources><newline46mondego>    <datasource jndi-name=<doubleQuotes46>java:/myDatasource<doubleQuotes46> pool-name=<doubleQuotes46>MyDS<doubleQuotes46> enabled=<doubleQuotes46>true<doubleQuotes46> jta=<doubleQuotes46>true<doubleQuotes46> use-java-context=<doubleQuotes46>true<doubleQuotes46> use-ccm=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>                <connection-url><newline46mondego>                    jdbc:mysql://localhost:3306/mydb<newline46mondego>                </connection-url><newline46mondego>                <driver><newline46mondego>                    mysql<newline46mondego>                </driver><newline46mondego>                <transaction-isolation><newline46mondego>                    TRANSACTION_READ_COMMITTED<newline46mondego>                </transaction-isolation><newline46mondego>                <pool><newline46mondego>                    <min-pool-size><newline46mondego>                        5<newline46mondego>                    </min-pool-size><newline46mondego>                    <max-pool-size><newline46mondego>                        10<newline46mondego>                    </max-pool-size><newline46mondego>                    <prefill><newline46mondego>                        true<newline46mondego>                    </prefill><newline46mondego>                    <use-strict-min><newline46mondego>                        false<newline46mondego>                    </use-strict-min><newline46mondego>                    <flush-strategy><newline46mondego>                        FailingConnectionOnly<newline46mondego>                    </flush-strategy><newline46mondego>                </pool><newline46mondego>                <security><newline46mondego>                    <user-name><newline46mondego>                        username<newline46mondego>                    </user-name><newline46mondego>                    <password><newline46mondego>                        password<newline46mondego>                    </password><newline46mondego>                </security><newline46mondego>            </datasource><newline46mondego>            <drivers><newline46mondego>                <driver name=<doubleQuotes46>mysql<doubleQuotes46> module=<doubleQuotes46>com.mysql<doubleQuotes46>/><newline46mondego>            </drivers><newline46mondego>        </datasources><newline46mondego>"
"7314splitHere46","9135980splitHere46","@Override<newline46mondego>public int hashCode() {<newline46mondego>    int hash = 7;<newline46mondego>    hash = 71 * hash + this.x;<newline46mondego>    hash = 71 * hash + this.y;<newline46mondego>    return hash;<newline46mondego>}<newline46mondego>"
"7315splitHere46","9136072splitHere46","mapView"
"7316splitHere46","9136072splitHere46","MapView"
"7317splitHere46","9136072splitHere46","map"
"7318splitHere46","9136072splitHere46","MapView map = (MapView) findViewById(R.id.googlemap) ;<newline46mondego>"
"7319splitHere46","9136072splitHere46","List<Overlay> mapOverlays = map.getOverlays();<newline46mondego>"
"7320splitHere46","9136072splitHere46","win_showmap.xml"
"7321splitHere46","9136340splitHere46","JavaScriptSerializer"
"7322splitHere46","9136340splitHere46","DataContractJsonSerializer"
"7323splitHere46","9136340splitHere46","var dict = new Dictionary<string, string><newline46mondego>{<newline46mondego>    { <doubleQuotes46>key1<doubleQuotes46>, <doubleQuotes46>value1<doubleQuotes46> },<newline46mondego>    { <doubleQuotes46>key2<doubleQuotes46>, <doubleQuotes46>value2<doubleQuotes46> }<newline46mondego>};<newline46mondego>var jss = new JavaScriptSerializer();<newline46mondego>string json = jss.Serialize(dict); // {<doubleQuotes46>key1<doubleQuotes46>:<doubleQuotes46>value1<doubleQuotes46>,<doubleQuotes46>key2<doubleQuotes46>:<doubleQuotes46>value2<doubleQuotes46>}<newline46mondego>"
"7324splitHere46","9136405splitHere46","<ui:include scr=<doubleQuotes46>/common/myfragment.xhtml<doubleQuotes46>><newline46mondego>    <ui:param name=<doubleQuotes46>property<doubleQuotes46> value=<doubleQuotes46>#{pageBean.property}<doubleQuotes46> /><newline46mondego></ui:include><newline46mondego>"
"7325splitHere46","9136405splitHere46","<ui:fragment>"
"7326splitHere46","9136416splitHere46","public class ComparableFoo implements Comparable<ComparableFoo> {<newline46mondego><newline46mondego>   final Foo foo;<newline46mondego><newline46mondego>   public ComparableFoo(Foo foo) {<newline46mondego>      this.foo = foo;<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public int compareTo(ComparableFoo o) {<newline46mondego>      Foo other = o.foo;<newline46mondego>      // do comparison here, e.g.<newline46mondego>      return foo.getDate().compareTo(other.getDate());<newline46mondego>   }<newline46mondego><newline46mondego>}<newline46mondego>"
"7327splitHere46","9136434splitHere46","public interface JdbcDAO<T> {<newline46mondego>    T find(Long id) ;<newline46mondego>    T create(T entity);<newline46mondego>    T update(T entity);<newline46mondego>    void delete(T entity);<newline46mondego>}<newline46mondego><newline46mondego>public class JdbcDAOImpl<T> {<newline46mondego>    this.clazz = clazz;<newline46mondego>    DaoRegistry.register (clazz, this);<newline46mondego>}<newline46mondego>"
"7328splitHere46","9136434splitHere46","public class JDBCTeammemberDAO extend JdbcDAOImpl<TeamMember> {<newline46mondego>       public class JDBCTeammemberDAO () {<newline46mondego>          super(TeamMember.class);<newline46mondego>       }<newline46mondego>   }<newline46mondego>"
"7329splitHere46","9136434splitHere46","public class DaoRegistry {<newline46mondego>        private Map<Class, JdbcDAO> daoMap;<newline46mondego><newline46mondego>        public synchronized void register (Class type, JdbcDao dao) {<newline46mondego>                if (!daoMap.containsKey(type))<newline46mondego>                     daoMap.put (type, dao);<newline46mondego>                else<newline46mondego>                     logger.error (<doubleQuotes46>Something is really wrong because you are creating another dao for this class.<doubleQuotes46>, e);<newline46mondego><newline46mondego>            }<newline46mondego><newline46mondego>        public JdbcDAO get(Class type) {return daoMap.get(type);<newline46mondego>}<newline46mondego>"
"7330splitHere46","9136558splitHere46","<mvc:resources mapping=<doubleQuotes46>/static/**<doubleQuotes46> location=<doubleQuotes46>/static/<doubleQuotes46> /><newline46mondego>"
"7331splitHere46","9136558splitHere46","mapping"
"7332splitHere46","9136558splitHere46","/static/main.css"
"7333splitHere46","9136558splitHere46","location"
"7334splitHere46","9136558splitHere46","<mvc:resources>"
"7335splitHere46","9136643splitHere46","uname -a"
"7336splitHere46","9136643splitHere46","Linux examplehost.com 2.6.18-274.17.1.el5xen #1 SMP Tue Jan 10 18:06:37 EST 2012 x86_64 x86_64 x86_64 GNU/Linux<newline46mondego>"
"7337splitHere46","9136644splitHere46","maven-jaxb2-plugin"
"7338splitHere46","9136644splitHere46","jaxb2-maven-plugin"
"7339splitHere46","9136644splitHere46","<plugin><newline46mondego>            <groupId>org.codehaus.mojo</groupId><newline46mondego>            <artifactId>jaxb2-maven-plugin</artifactId><newline46mondego>            <version>1.3.1</version><newline46mondego>            <executions><newline46mondego>                <execution><newline46mondego>                    <id>xjc</id><newline46mondego>                    <goals><newline46mondego>                        <goal>xjc</goal><newline46mondego>                    </goals><newline46mondego>                </execution><newline46mondego>           </executions><newline46mondego>           <configuration><newline46mondego>                <arguments>-Xequals -XhashCode</arguments><newline46mondego>           </configuration><newline46mondego>           <dependencies><newline46mondego>                <dependency><newline46mondego>                    <groupId>org.jvnet.jaxb2_commons</groupId><newline46mondego>                    <artifactId>jaxb2-basics</artifactId><newline46mondego>                    <version>0.6.3</version><newline46mondego>                </dependency><newline46mondego>           </dependencies><newline46mondego>       </plugin><newline46mondego>"
"7340splitHere46","9136644splitHere46","maven-jaxb2-plugin"
"7341splitHere46","9136955splitHere46","treeTable.addMouseListener(new MouseAdapter() {<newline46mondego>    @Override<newline46mondego>    public void mouseClicked(final MouseEvent e) {<newline46mondego>        if (e.getClickCount() != 2) {<newline46mondego>            return;<newline46mondego>        }<newline46mondego><newline46mondego>        final int rowIndex = treeTable.rowAtPoint(e.getPoint());<newline46mondego><newline46mondego>        if (rowIndex < 0) {<newline46mondego>            return;<newline46mondego>        }<newline46mondego><newline46mondego>        final TreeTableNode selectedNode = (TreeTableNode)treeTable.getPathForRow(rowIndex).getLastPathComponent();<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"7342splitHere46","9137048splitHere46","byte[] keybytes = md5(key);<newline46mondego>"
"7343splitHere46","9137106splitHere46","Object.wait()"
"7344splitHere46","9137106splitHere46","Object.notify()"
"7345splitHere46","9137106splitHere46","Object monitor = new Object();<newline46mondego>volatile boolean done = false, wait = false;<newline46mondego><newline46mondego>/* Running on one thread: */<newline46mondego>public void run() {<newline46mondego>    synchronized(monitor) {<newline46mondego>        while(!done) {<newline46mondego>            while(wait) {<newline46mondego>                monitor.wait();<newline46mondego>            }<newline46mondego>            gameLogicAndStuff();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>/* Running on another thread: */<newline46mondego>public void showResetForm() {<newline46mondego>    wait = true;<newline46mondego>    synchronized(monitor) {<newline46mondego>        actuallyShowResetForm();<newline46mondego>        wait = false;<newline46mondego>        monitor.notifyAll();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7346splitHere46","9137191splitHere46","subtotal=0<newline46mondego>iterate AL1 on index i (where i goes from zero to AL1.length()-1)<newline46mondego>{<newline46mondego>  iterate AL2 on index j (where j goes from zero to AL2.length()-1))<newline46mondego>  {<newline46mondego>    increment subtotal by AL2[AL2.length-j]*10^j * AL1[AL1.length-i]*10^i<newline46mondego>    increment j<newline46mondego>  }<newline46mondego>  increment i<newline46mondego>}<newline46mondego>"
"7347splitHere46","9137296splitHere46","@BeforeSuite<newline46mondego> public static void TestSuite() {<newline46mondego>    TestNG testNG = new TestNG();<newline46mondego><newline46mondego>    List<Class> listnerClasses = new ArrayList<Class>();<newline46mondego>    List<String> suiteNameList = new ArrayList<String>();<newline46mondego>    Class[] classList = new Class[]{<newline46mondego>            ManagementClient.class,<newline46mondego>            ProcessManagementClient.class,<newline46mondego>            DeployClient.class,<newline46mondego>            RedeployClient.class};<newline46mondego>    listnerClasses.add(org.wso2.platform.test.core.PlatformTestManager.class);<newline46mondego>    listnerClasses.add(org.wso2.platform.test.core.PlatformSuiteManager.class);        <newline46mondego>    testNG.setDefaultSuiteName(<doubleQuotes46>suite<doubleQuotes46>);<newline46mondego>    testNG.setListenerClasses(listnerClasses);<newline46mondego>    testNG.setTestClasses(classList);<newline46mondego>    testNG.run();<newline46mondego>}<newline46mondego>"
