"1splitHere46","5918714splitHere46","<a href=<doubleQuotes46><c:url value=<doubleQuotes46>/profile<doubleQuotes46> /><doubleQuotes46> >Profile</a><newline46mondego>"
"6177splitHere46","6107576splitHere46","/**<newline46mondego> * Matches the execution of any public method in a type with the<newline46mondego> * Transactional annotation, or any subtype of a type with the<newline46mondego> * Transactional annotation.<newline46mondego> */<newline46mondego>private pointcut executionOfAnyPublicMethodInAtTransactionalType() :<newline46mondego>    execution(public * ((@Transactional *)+).*(..)) && @this(Transactional);<newline46mondego><newline46mondego>/**<newline46mondego> * Matches the execution of any method with the <newline46mondego> * Transactional annotation.<newline46mondego> */<newline46mondego>private pointcut executionOfTransactionalMethod() :<newline46mondego>    execution(* *(..)) && @annotation(Transactional);<newline46mondego>"
"6178splitHere46","6107576splitHere46","AbstractTransactionAspect"
"6179splitHere46","6107576splitHere46","/**<newline46mondego> * Concrete subaspects must implement this pointcut, to identify<newline46mondego> * transactional methods. For each selected joinpoint, TransactionMetadata<newline46mondego> * will be retrieved using Spring's TransactionAttributeSource interface.<newline46mondego> */<newline46mondego>protected abstract pointcut transactionalMethodExecution(Object txObject);<newline46mondego>"
"6180splitHere46","6107606splitHere46","StringBuilder sb = new StringBuilder();<newline46mondego>Formatter f = new Formatter(sb);<newline46mondego><newline46mondego>for (...)<newline46mondego>{<newline46mondego>    f.format(<doubleQuotes46>%d %d\n<doubleQuotes46>, 1, 2);<newline46mondego>    myMethod(sb.toString());<newline46mondego>    sb.setLength(0);<newline46mondego>}<newline46mondego>"
"6181splitHere46","6107827splitHere46","Criterion c = Restrictions.eq(<doubleQuotes46>group.id<doubleQuotes46>, 1); // an id of a group<newline46mondego>"
"6182splitHere46","6107872splitHere46","for (String item : items) {...}<newline46mondego>"
"6183splitHere46","6107872splitHere46","for (int i = 0; i < items.length; i++) {<newline46mondego>    String item = items[i];<newline46mondego>    ....<newline46mondego>    }<newline46mondego>"
"6184splitHere46","6108003splitHere46","ìnput"
"6185splitHere46","6108003splitHere46","s1.next()"
"6186splitHere46","6108003splitHere46","String exit = <doubleQuotes46>-1<doubleQuotes46>;<newline46mondego>Scanner s1 = new Scanner(System.in);<newline46mondego>int x  = s1.nextInt();<newline46mondego>if (x==-1) <newline46mondego>    Sequence.quit();<newline46mondego>else {  <newline46mondego>    y = s1.nextInt();<newline46mondego>}<newline46mondego>"
"6187splitHere46","6108041splitHere46","@Scheduled(fixedDelay=xxx)"
"6188splitHere46","6108041splitHere46","Thread.stop()"
"6189splitHere46","6108125splitHere46","FileWriter"
"6190splitHere46","6108125splitHere46","OutputStreamWriter"
"6191splitHere46","6108125splitHere46","FileOutputStream"
"6192splitHere46","6108125splitHere46","OutputStreamWriter"
"6193splitHere46","6108125splitHere46","flush"
"6194splitHere46","6108133splitHere46","ClassLoader loaderA = new MyClassLoader(libPathOne);<newline46mondego>    ClassLoader loaderB = new MyClassLoader(libPathTwo);<newline46mondego>    Object1 obj1 = loaderA.loadClass(<doubleQuotes46>first.class.binary.name<doubleQuotes46>, true)<newline46mondego>    Object2 obj2 = loaderB.loadClass(<doubleQuotes46>second.class.binary.name<doubleQuotes46>, true);<newline46mondego>"
"6195splitHere46","6108203splitHere46","hbm.xml"
"6196splitHere46","6108203splitHere46","cpuModelId"
"6197splitHere46","6108203splitHere46","CPUModel"
"6198splitHere46","6108203splitHere46","CPUModelSoftware"
"6199splitHere46","6108203splitHere46","CPUModel"
"6200splitHere46","6108203splitHere46","softwares"
"6201splitHere46","6108203splitHere46","CPUModelSoftware"
"6202splitHere46","6108203splitHere46","CPUModelSoftware"
"6203splitHere46","6108398splitHere46","display:table"
"6204splitHere46","6108398splitHere46","<display:table name=<doubleQuotes46>appStatusList<doubleQuotes46> class=<doubleQuotes46>its<doubleQuotes46> id=<doubleQuotes46>appStatus<doubleQuotes46>><newline46mondego>    <display:caption>App Status</display:caption><newline46mondego>    <display:column property=<doubleQuotes46>currentStatus<doubleQuotes46> title=<doubleQuotes46>Current Status<doubleQuotes46> /><newline46mondego>    <display:column property=<doubleQuotes46>updateDate<doubleQuotes46> title=<doubleQuotes46>Update Date<doubleQuotes46> /><newline46mondego>    <display:column><img src=<doubleQuotes46>/AppUpdatePortal/images/${appStatus.currentStatus}.png<doubleQuotes46> /></display:column><newline46mondego></display:table><newline46mondego>"
"6205splitHere46","6108409splitHere46","System.exit()"
"6206splitHere46","6108589splitHere46","public static <E> void doSmth(Collection<E> foo, Collecion<E> bar){...}<newline46mondego>"
"6207splitHere46","6108613splitHere46","JPopupMenu.setDefaultLightWeightPopupEnabled(false);"
"6208splitHere46","6108613splitHere46","setLightWeightPopupEnabled"
"6209splitHere46","6108685splitHere46","zip"
"6210splitHere46","6108685splitHere46","PATH"
"6211splitHere46","6108685splitHere46","zip"
"6212splitHere46","6108685splitHere46","/usr/bin"
"6213splitHere46","6108685splitHere46","home/pathToFolderA/src"
"6214splitHere46","6108685splitHere46","home/pathToFolderB/gen-java"
"6215splitHere46","6108685splitHere46","javac -d /home/pathToFolderWithResultsOfCompilation -classpath /path/to/some.jar:/path/to/another.jar home/pathToFolderA/src/*.java home/pathToFolderB/gen-java/*.java <newline46mondego>"
"6216splitHere46","6108685splitHere46","java -classpath /path/to/some.jar:/path/to/another.jar:/home/pathToFolderWithResultsOfCompilation full.name.of.your.Java<newline46mondego>"
"6217splitHere46","6108735splitHere46","private static afrodite;<newline46mondego>"
"6218splitHere46","6108825splitHere46","public static void moveNameSpacesToRoot(Document document) {<newline46mondego>    final Element rootElement = document.getRootElement();<newline46mondego>    moveNameSpacesToRootElement(rootElement, rootElement);<newline46mondego>}<newline46mondego><newline46mondego>@SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>private static void moveNameSpacesToRootElement(<newline46mondego>    Element thisElement, Element rootElement) {<newline46mondego>    if (!thisElement.equals(rootElement)) {<newline46mondego>        Namespace namespace = thisElement.getNamespace();<newline46mondego>        if (!namespace.equals(Namespace.NO_NAMESPACE)) {<newline46mondego>            Namespace existingRootNamespace = <newline46mondego>                  rootElement.getNamespaceForPrefix(namespace.getPrefix());<newline46mondego>            if (existingRootNamespace == null) {<newline46mondego>                rootElement.add(namespace);<newline46mondego>            }<newline46mondego>            thisElement.remove(namespace);<newline46mondego>        }<newline46mondego>    }<newline46mondego>    for (Element child : (List<Element>) thisElement.elements()) {<newline46mondego>        moveNameSpacesToRootElement(child, rootElement);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6219splitHere46","6108845splitHere46","SocketConnections"
"6220splitHere46","6108845splitHere46","MessageListener"
"6221splitHere46","6108845splitHere46","MessageConsumer"
"6222splitHere46","6108845splitHere46","ConnectionFactory"
"6223splitHere46","6108845splitHere46","UserTransaction"
"6224splitHere46","6108845splitHere46","EntityManager"
"6225splitHere46","6108845splitHere46","ServeletContextListener"
"6226splitHere46","6109398splitHere46","java -jar myprogram.jar<newline46mondego>"
"6227splitHere46","6109708splitHere46","TextField t = new TextField(){<newline46mondego>            protected boolean validChar(String c) {         <newline46mondego>                  if ((c.charAt(0) > '0' && c.charAt(0) < '9') || (c.charAt(0) > 'a' && c.charAt(0) < 'z') || (c.charAt(0) > 'A' && c.charAt(0) < 'Z' )) {<newline46mondego>                    return true;<newline46mondego>                }else{<newline46mondego>                    return false;<newline46mondego>                }<newline46mondego>            }<newline46mondego>        };<newline46mondego>"
"6228splitHere46","6109881splitHere46","cookie-pair       = cookie-name <doubleQuotes46>=<doubleQuotes46> cookie-value<newline46mondego> cookie-name       = token<newline46mondego> cookie-value      = *cookie-octet / ( DQUOTE *cookie-octet DQUOTE )<newline46mondego> cookie-octet      = %x21 / %x23-2B / %x2D-3A / %x3C-5B / %x5D-7E<newline46mondego>                       ; US-ASCII characters excluding CTLs,<newline46mondego>                       ; whitespace DQUOTE, comma, semicolon,<newline46mondego>                       ; and backslash<newline46mondego>"
"6229splitHere46","6109994splitHere46","Integer.toHexString"
"6230splitHere46","6109994splitHere46","Ints.toHexString"
"6231splitHere46","6109994splitHere46","java.lang"
"6232splitHere46","6109994splitHere46","(a + b).toHexString()"
"6233splitHere46","6109994splitHere46","Integer.toHexString(a + b)"
"6234splitHere46","6109994splitHere46","int a"
"6235splitHere46","6109994splitHere46","Integer"
"6236splitHere46","6109994splitHere46","Integer.valueOf(a)"
"6237splitHere46","6110027splitHere46","private Runnable SmoothIncrement = new Runnable() {<newline46mondego>       public void run() {<newline46mondego>           final long start = mStartTime;<newline46mondego>           long millis = SystemClock.uptimeMillis() - start;<newline46mondego><newline46mondego>           if(track!=increase) {<newline46mondego>               if((pb.getProgress()==100)&&(count<target)) {<newline46mondego>                   pb.setProgress(0);<newline46mondego>               }<newline46mondego>               pb.incrementProgressBy(1);<newline46mondego>               track++;<newline46mondego>               incrementor.postAtTime(this, start + millis);<newline46mondego>           }<newline46mondego>           else {<newline46mondego>               incrementor.removeCallbacks(this);<newline46mondego>           }<newline46mondego>       }<newline46mondego>    };<newline46mondego>"
"6238splitHere46","6110027splitHere46","mStartTime = System.currentTimeMillis();<newline46mondego>                    incrementor.removeCallbacks(SmoothIncrement);<newline46mondego>                    if(track!=0) {<newline46mondego>                        track -= increase;<newline46mondego>                    }<newline46mondego>                    incrementor.postDelayed(SmoothIncrement, 0);<newline46mondego>"
"6239splitHere46","6110107splitHere46","fw.close();"
"6240splitHere46","6110128splitHere46","build"
"6241splitHere46","6110128splitHere46","classes"
"6242splitHere46","6110128splitHere46","def query = new XmlSlurper().parse( GroovySlurping.class.getResourceAsStream( '/queries.xml' ) )<newline46mondego>"
"6243splitHere46","6110146splitHere46","BufferedOutputStream"
"6244splitHere46","6110146splitHere46","setTcpNoDelay"
"6245splitHere46","6110479splitHere46","AnnotatedElement.getAnnotation(annotationtype)"
"6246splitHere46","6110506splitHere46","type"
"6247splitHere46","6110506splitHere46","Factory.create(type)"
"6248splitHere46","6110506splitHere46","create()"
"6249splitHere46","6110506splitHere46","class FactoryA {<newline46mondego>    void setFactoryB(FactoryB factoryB) { /* sets into state */ }<newline46mondego>    EntityA create(Enum type) {<newline46mondego>        EntityA entityA = new EntityA();<newline46mondego>        /* DI FactoryB - this method is probably default access */<newline46mondego>        entityA.setFactoryB(getFactoryB());<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class FactoryB {}<newline46mondego>"
"6250splitHere46","6110506splitHere46","FactoryA"
"6251splitHere46","6110506splitHere46","FactoryB"
"6252splitHere46","6110506splitHere46","FactoryB"
"6253splitHere46","6110506splitHere46","FactoryA"
"6254splitHere46","6110506splitHere46","FactoryB"
"6255splitHere46","6110506splitHere46","create()"
"6256splitHere46","6110587splitHere46","DecimalFormat format=new DecimalFormat(<doubleQuotes46>#.00000000<doubleQuotes46>);<newline46mondego>"
"6257splitHere46","6110587splitHere46","System.out.println(<doubleQuotes46>ouput<doubleQuotes46>+format.format(converted));<newline46mondego>"
"6258splitHere46","6110714splitHere46","'marko'"
"6259splitHere46","6110787splitHere46","setPreferredSize()"
"6260splitHere46","6110787splitHere46","setSize()"
"6261splitHere46","6110787splitHere46","panel.setPreferredSize(new Dimension(300, 300));<newline46mondego>frame.pack();<newline46mondego>frame.setVisible(true);<newline46mondego>"
"6262splitHere46","6110787splitHere46","setSize()"
"6263splitHere46","6110787splitHere46","setLayout()"
"6264splitHere46","6110904splitHere46","txt.charAt(i-M)"
"6265splitHere46","6110904splitHere46","txt.charAt(i)"
"6266splitHere46","6110904splitHere46","M-1<newline46mondego>hash[i] = ( SUM { input[i-j] * R^j } ) % Q<newline46mondego>            j=0<newline46mondego>"
"6267splitHere46","6110904splitHere46","^"
"6268splitHere46","6110904splitHere46","hash[i] = (txtHash*R - input[i-M]*(R^M) + input[i]) % Q<newline46mondego>"
"6269splitHere46","6110904splitHere46","+ Q"
"6270splitHere46","6110904splitHere46","% Q"
