"1splitHere46","788873splitHere46","// somewhere out there<newline46mondego>public enum Events {<newline46mondego>  TERMINATE, DO_SOMETHING, BAKE_SOMETHING<newline46mondego>}<newline46mondego><newline46mondego>// inside consumer<newline46mondego>Events e;<newline46mondego>while( (e = queue.take()) != TERMINATE ) {<newline46mondego>  switch(e) {<newline46mondego>    case DO_SOMETHING:<newline46mondego>      // blah blah<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>// somewhere else in another thread<newline46mondego>Events e = BAKE_SOMETHING;<newline46mondego>if( queue.offer(e) )<newline46mondego>   // the queue gladly accepted our BAKE_SOMETHING event!<newline46mondego>else<newline46mondego>   // oops! we could block with put() if we want...<newline46mondego>"
"3492splitHere46","1001005splitHere46","import java.io.*;<newline46mondego>import com.sun.jna.*;<newline46mondego><newline46mondego>public class Ren {<newline46mondego><newline46mondego>  static interface Kernel32 extends Library {<newline46mondego>    public static Kernel32 INSTANCE = (Kernel32) Native<newline46mondego>        .loadLibrary(<doubleQuotes46>Kernel32<doubleQuotes46>, Kernel32.class);<newline46mondego><newline46mondego>    public static int FORMAT_MESSAGE_FROM_SYSTEM = 4096;<newline46mondego>    public static int FORMAT_MESSAGE_IGNORE_INSERTS = 512;<newline46mondego><newline46mondego>    public boolean MoveFileW(WString lpExistingFileName,<newline46mondego>        WString lpNewFileName);<newline46mondego><newline46mondego>    public int GetLastError();<newline46mondego><newline46mondego>    public int FormatMessageW(int dwFlags,<newline46mondego>        Pointer lpSource, int dwMessageId,<newline46mondego>        int dwLanguageId, char[] lpBuffer, int nSize,<newline46mondego>        Pointer Arguments);<newline46mondego>  }<newline46mondego><newline46mondego>  public static String getLastError() {<newline46mondego>    int dwMessageId = Kernel32.INSTANCE.GetLastError();<newline46mondego>    char[] lpBuffer = new char[1024];<newline46mondego>    int lenW = Kernel32.INSTANCE.FormatMessageW(<newline46mondego>        Kernel32.FORMAT_MESSAGE_FROM_SYSTEM<newline46mondego>            | Kernel32.FORMAT_MESSAGE_IGNORE_INSERTS, null,<newline46mondego>        dwMessageId, 0, lpBuffer, lpBuffer.length, null);<newline46mondego>    return new String(lpBuffer, 0, lenW);<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args) throws IOException {<newline46mondego>    String from = <doubleQuotes46>.\\from.txt<doubleQuotes46>;<newline46mondego>    String to = <doubleQuotes46>.\\to.txt<doubleQuotes46>;<newline46mondego>    new FileOutputStream(from).close();<newline46mondego>    if (!Kernel32.INSTANCE.MoveFileW(new WString(from),<newline46mondego>        new WString(to))) {<newline46mondego>      throw new IOException(getLastError());<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3493splitHere46","1001007splitHere46","<liferay-ui:journal-article articleId=<doubleQuotes46>YOUR_ARTICLE_ID<doubleQuotes46> groupId=<doubleQuotes46><%= groupId %><doubleQuotes46> /><newline46mondego>"
"3494splitHere46","1001274splitHere46","getThreadUserTime()"
"3495splitHere46","1001274splitHere46","lpUserTime * 100"
"3496splitHere46","1001274splitHere46","getThreadCpuTime()"
"3497splitHere46","1001274splitHere46","(lpKernelTime + lpUserTime) * 100"
"3498splitHere46","1001340splitHere46","\r"
"3499splitHere46","1001340splitHere46","public class ProgressDemo {<newline46mondego>  static void updateProgress(double progressPercentage) {<newline46mondego>    final int width = 50; // progress bar width in chars<newline46mondego><newline46mondego>    System.out.print(<doubleQuotes46>\r[<doubleQuotes46>);<newline46mondego>    int i = 0;<newline46mondego>    for (; i <= (int)(progressPercentage*width); i++) {<newline46mondego>      System.out.print(<doubleQuotes46>.<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    for (; i < width; i++) {<newline46mondego>      System.out.print(<doubleQuotes46> <doubleQuotes46>);<newline46mondego>    }<newline46mondego>    System.out.print(<doubleQuotes46>]<doubleQuotes46>);<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args) {<newline46mondego>    try {<newline46mondego>      for (double progressPercentage = 0.0; progressPercentage < 1.0; progressPercentage += 0.01) {<newline46mondego>        updateProgress(progressPercentage);<newline46mondego>        Thread.sleep(20);<newline46mondego>      }<newline46mondego>    } catch (InterruptedException e) {}<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3500splitHere46","1001368splitHere46","char escCode = 0x1B;<newline46mondego>int row = 10; int column = 10;<newline46mondego>System.out.print(String.format(<doubleQuotes46>%c[%d;%df<doubleQuotes46>,escCode,row,column));<newline46mondego>"
"3501splitHere46","1001447splitHere46","<"
"3502splitHere46","1001822splitHere46","<target name=<doubleQuotes46>default<doubleQuotes46> depends=<doubleQuotes46>setup,compile,buildwar,deploy<doubleQuotes46>></target><newline46mondego>"
"3503splitHere46","1001822splitHere46","${basedir}/src"
"3504splitHere46","1001822splitHere46","${basedir}/web"
"3505splitHere46","1001822splitHere46","${basedir}/web/lib"
"3506splitHere46","1001822splitHere46","${basedir}/web/META-INF"
"3507splitHere46","1001822splitHere46","${basedir}/web/WEB-INF"
"3508splitHere46","1001822splitHere46","setup"
"3509splitHere46","1001822splitHere46","<target name=<doubleQuotes46>setup<doubleQuotes46>><newline46mondego>    <mkdir dir=<doubleQuotes46>dist<doubleQuotes46> /><newline46mondego>    <echo>Copying web into dist</echo><newline46mondego>    <copydir dest=<doubleQuotes46>dist/web<doubleQuotes46> src=<doubleQuotes46>web<doubleQuotes46> /><newline46mondego>    <copydir dest=<doubleQuotes46>dist/web/WEB-INF/lib<doubleQuotes46> src=<doubleQuotes46>${basedir}/../web/WEB-INF/lib<doubleQuotes46> /><newline46mondego></target><newline46mondego>"
"3510splitHere46","1001822splitHere46","src"
"3511splitHere46","1001822splitHere46","<target name=<doubleQuotes46>compile<doubleQuotes46>><newline46mondego>    <delete dir=<doubleQuotes46>${dist.dir}/web/WEB-INF/classes<doubleQuotes46> /><newline46mondego>    <mkdir dir=<doubleQuotes46>${dist.dir}/web/WEB-INF/classes<doubleQuotes46> /><newline46mondego>    <javac destdir=<doubleQuotes46>${dist.dir}/web/WEB-INF/classes<doubleQuotes46> srcdir=<doubleQuotes46>src<doubleQuotes46>><newline46mondego>        <classpath><newline46mondego>            <fileset dir=<doubleQuotes46>${basedir}/../web/WEB-INF/lib<doubleQuotes46>><newline46mondego>                  <include name=<doubleQuotes46>*<doubleQuotes46> /><newline46mondego>            </fileset><newline46mondego>        </classpath><newline46mondego>    </javac><newline46mondego>    <copy todir=<doubleQuotes46>${dist.dir}/web/WEB-INF/classes<doubleQuotes46>><newline46mondego>        <fileset dir=<doubleQuotes46>src<doubleQuotes46>><newline46mondego>            <include name=<doubleQuotes46>**/*.properties<doubleQuotes46> /><newline46mondego>            <include name=<doubleQuotes46>**/*.xml<doubleQuotes46> /><newline46mondego>        </fileset><newline46mondego>    </copy><newline46mondego></target><newline46mondego>"
"3512splitHere46","1001822splitHere46","<target name=<doubleQuotes46>buildwar<doubleQuotes46>><newline46mondego>    <war basedir=<doubleQuotes46>${basedir}/dist/web<doubleQuotes46> destfile=<doubleQuotes46>My.war<doubleQuotes46><newline46mondego>     webxml=<doubleQuotes46>${basedir}/dist/web/WEB-INF/web.xml<doubleQuotes46>><newline46mondego>        <exclude name=<doubleQuotes46>WEB-INF/**<doubleQuotes46> /><newline46mondego>        <webinf dir=<doubleQuotes46>${basedir}/dist/web/WEB-INF/<doubleQuotes46>><newline46mondego>            <include name=<doubleQuotes46>**/*.jar<doubleQuotes46> /><newline46mondego>        </webinf><newline46mondego>    </war><newline46mondego></target><newline46mondego>"
"3513splitHere46","1001822splitHere46","<target name=<doubleQuotes46>deploy<doubleQuotes46>><newline46mondego>    <copy file=<doubleQuotes46>My.war<doubleQuotes46> todir=<doubleQuotes46>${tomcat.deploydir}<doubleQuotes46> /><newline46mondego></target><newline46mondego>"
"3514splitHere46","1001822splitHere46","default"
"3515splitHere46","1001953splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego> <LinearLayout xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>         android:orientation=<doubleQuotes46>vertical<doubleQuotes46><newline46mondego>         android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46> <newline46mondego>         android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46>><newline46mondego><newline46mondego>     <ExpandableListView android:id=<doubleQuotes46>@id/android:list<doubleQuotes46><newline46mondego>               android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46> <newline46mondego>               android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>               android:layout_weight=<doubleQuotes46>1<doubleQuotes46>/><newline46mondego><newline46mondego>     <Button android:id=<doubleQuotes46>@id/my_button_id<doubleQuotes46><newline46mondego>               android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46> <newline46mondego>               android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>               android:text=<doubleQuotes46>Click Me<doubleQuotes46>/><newline46mondego> </LinearLayout><newline46mondego>"
"3516splitHere46","1001953splitHere46","setContentView(R.layout.my_custom_expandable_list_view_layout);<newline46mondego>"
"3517splitHere46","1001953splitHere46","Button myButton = (Button)findViewById(R.id.my_button_id);<newline46mondego>"
"3518splitHere46","1002039splitHere46","Collection"
"3519splitHere46","1002039splitHere46","List"
"3520splitHere46","1002039splitHere46","Iterable"
"3521splitHere46","1002078splitHere46","out.close()"
"3522splitHere46","1002078splitHere46","p.flush()"
"3523splitHere46","1002154splitHere46","Name1 name2"
"3524splitHere46","1002154splitHere46","Name1"
"3525splitHere46","1002154splitHere46","name2"
"3526splitHere46","1002154splitHere46","new Name1()"
"3527splitHere46","1002154splitHere46","Name1 name2;<newline46mondego>name2 = new Name1();<newline46mondego>"
"3528splitHere46","1002154splitHere46","Name1 name2 = new Name1();<newline46mondego>"
"3529splitHere46","1002163splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> ?><newline46mondego><!DOCTYPE html PUBLIC <doubleQuotes46>-//W3C//DTD XHTML 1.0 Transitional//EN<doubleQuotes46><newline46mondego>    <doubleQuotes46>http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd<doubleQuotes46>><newline46mondego><html xmlns=<doubleQuotes46>http://www.w3.org/1999/xhtml<doubleQuotes46>><newline46mondego><head><newline46mondego><title>Data input</title><newline46mondego></head><newline46mondego><body><newline46mondego><form action=<doubleQuotes46>http://localhost:8080/<doubleQuotes46> method=<doubleQuotes46>post<doubleQuotes46>><newline46mondego>  <textarea name=<doubleQuotes46>input<doubleQuotes46> cols=<doubleQuotes46>4<doubleQuotes46> rows=<doubleQuotes46>20<doubleQuotes46>></textarea><newline46mondego>  </p><newline46mondego>  <input type=<doubleQuotes46>submit<doubleQuotes46> value=<doubleQuotes46> Send<doubleQuotes46>/><newline46mondego></form><newline46mondego></body><newline46mondego></html><newline46mondego>"
"3530splitHere46","1002163splitHere46","require 'java'<newline46mondego><newline46mondego>Dir[<doubleQuotes46>./Java/jetty-6.1.18/lib/*.jar<doubleQuotes46>].each { |jar| require jar }<newline46mondego>Dir[<doubleQuotes46>./Java/lib/jsdk2.1/javax/*.jar<doubleQuotes46>].each { |jar| require jar }<newline46mondego><newline46mondego>include_class 'javax.servlet.http.HttpServlet'<newline46mondego>include_class 'org.mortbay.jetty.Server'<newline46mondego>include_class 'org.mortbay.jetty.servlet.Context'<newline46mondego>include_class 'org.mortbay.jetty.servlet.ServletHolder'<newline46mondego><newline46mondego>def main<newline46mondego>  server = Server.new(8080)<newline46mondego>  context = Context.new(server, '/', 0)<newline46mondego>  servlet = TestServlet.new()<newline46mondego>  holder = ServletHolder.new(servlet)<newline46mondego>  context.addServlet(holder, '/')<newline46mondego>  server.start()<newline46mondego>end<newline46mondego><newline46mondego>class TestServlet < HttpServlet<newline46mondego><newline46mondego>  def doPost(request, response)<newline46mondego>    input = request.getParameter('input')<newline46mondego>    response.writer.println(<doubleQuotes46><newline46mondego>    <html><newline46mondego>     <head><title>Output</title></head><newline46mondego>     <body><newline46mondego>     Raw input: <pre>#{input}</pre> <newline46mondego>     </body><newline46mondego>    </html><doubleQuotes46>)<newline46mondego>    request.handled = true<newline46mondego>  end<newline46mondego><newline46mondego>end<newline46mondego><newline46mondego>main<newline46mondego>"
"3531splitHere46","1002203splitHere46","public static void main(String[] args)"
"3532splitHere46","1002585splitHere46","<cftry>  <newline46mondego>    <cfset argString = '/c <doubleQuotes46>C:\Program Files\Java\jdk1.6.0_13\bin\java.exe<doubleQuotes46> -cp c:\myJar.jar TestStdErr 2>&1'  >  <newline46mondego>    <cfexecute name=<doubleQuotes46>c:\windows\system32\cmd.exe<doubleQuotes46> <newline46mondego>		arguments=<doubleQuotes46>#argString#<doubleQuotes46>    <newline46mondego>		outputFile=<doubleQuotes46>c:\cfexcuteResults.log<doubleQuotes46> <newline46mondego>		timeout=<doubleQuotes46>5<doubleQuotes46> />  <newline46mondego>    <cfcatch>  <newline46mondego>       <cfdump var=<doubleQuotes46>#cfcatch#<doubleQuotes46>>  <newline46mondego>    </cfcatch>  <newline46mondego></cftry>  <newline46mondego><newline46mondego>    public class TestStdErr {<newline46mondego>       public static void main(String[] args) {<newline46mondego>    	 try {<newline46mondego>    		// cause a divide by zero exception <newline46mondego>    		int a = 0;<newline46mondego>    		int b = 2 /a;<newline46mondego>    	 }<newline46mondego>    	 catch(Exception e){<newline46mondego>    		e.printStackTrace();<newline46mondego>    	}<newline46mondego>      }<newline46mondego>   }<newline46mondego>"
"3533splitHere46","1002660splitHere46","SELECT<newline46mondego>  SUM(case when $P{oneDayAgo} <= datetime then count else 0 end) as 'today',<newline46mondego>  SUM(case when $P{oneWeekAgo} <= datetime then count else 0 end) as 'thisweek',<newline46mondego>  SUM(count) as 'thismonth'<newline46mondego>FROM<newline46mondego>  statistics<newline46mondego>WHERE<newline46mondego>   name = <doubleQuotes46>test<doubleQuotes46><newline46mondego>  AND $P{oneMonthAgo} <= datetime<newline46mondego>  AND datetime <= $P{now}<newline46mondego>"
"3534splitHere46","1002964splitHere46","class MyClass<newline46mondego>{<newline46mondego>    Handler m_myHandler;<newline46mondego>    Runnable m_myRunnable;<newline46mondego><newline46mondego>    MyClass()<newline46mondego>    {<newline46mondego>        m_myHandler = new Handler();<newline46mondego>        m_myRunnable = new RUnnable()<newline46mondego>        {<newline46mondego>            public void run()<newline46mondego>            {<newline46mondego>                // do your stuff here<newline46mondego>            }<newline46mondego>        };<newline46mondego>    }<newline46mondego><newline46mondego>    public void onclickListener(...)<newline46mondego>    {<newline46mondego>        // push the runnable into the message queue<newline46mondego>        m_myHandler.post(m_myRUnnable);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3535splitHere46","1003010splitHere46","public String[] split(String text) {<newline46mondego>    if (text == null) {<newline46mondego>        text = <doubleQuotes46><doubleQuotes46>;<newline46mondego>    }<newline46mondego><newline46mondego>    int last_match = 0;<newline46mondego>    LinkedList<String> splitted = new LinkedList<String>();<newline46mondego><newline46mondego>    Matcher m = this.pattern.matcher(text);<newline46mondego><newline46mondego>    // Iterate trough each match<newline46mondego>    while (m.find()) {<newline46mondego>        // Text since last match<newline46mondego>        splitted.add(text.substring(last_match,m.start()));<newline46mondego><newline46mondego>        // The delimiter itself<newline46mondego>        if (this.keep_delimiters) {<newline46mondego>            splitted.add(m.group());<newline46mondego>        }<newline46mondego><newline46mondego>        last_match = m.end();<newline46mondego>    }<newline46mondego>    // Trailing text<newline46mondego>    splitted.add(text.substring(last_match));<newline46mondego><newline46mondego>    return splitted.toArray(new String[splitted.size()]);<newline46mondego>}<newline46mondego>"
"3536splitHere46","1003041splitHere46","HashMap"
"3537splitHere46","1003041splitHere46","ConcurrentHashMap"
"3538splitHere46","1003641splitHere46","TrayIcon trayIcon = null;<newline46mondego>if (SystemTray.isSupported()) {<newline46mondego>	// get the SystemTray instance<newline46mondego>	SystemTray tray = SystemTray.getSystemTray();<newline46mondego>	// load an image<newline46mondego>	Image image = Toolkit.getDefaultToolkit.getImage(<doubleQuotes46><doubleQuotes46>);<newline46mondego>	// create a action listener to listen for default action executed on<newline46mondego>	// the tray icon<newline46mondego>	ActionListener listener = new ActionListener() {<newline46mondego>		public void actionPerformed(ActionEvent e) {<newline46mondego>			// execute default action of the application<newline46mondego>			// ...<newline46mondego>		}<newline46mondego>	};<newline46mondego>	// create a popup menu<newline46mondego>	PopupMenu popup = new PopupMenu();<newline46mondego>	// create menu item for the default action<newline46mondego>	MenuItem defaultItem = new MenuItem(<doubleQuotes46><doubleQuotes46>);<newline46mondego>	defaultItem.addActionListener(listener);<newline46mondego>	popup.add(defaultItem);<newline46mondego>	// / ... add other items<newline46mondego>	// construct a TrayIcon<newline46mondego>	trayIcon = new TrayIcon(image, <doubleQuotes46>Tray Demo<doubleQuotes46>, popup);<newline46mondego>	// set the TrayIcon properties<newline46mondego>	trayIcon.addActionListener(listener);<newline46mondego>	// ...<newline46mondego>	// add the tray image<newline46mondego>	try {<newline46mondego>		tray.add(trayIcon);<newline46mondego>	} catch (AWTException e) {<newline46mondego>		System.err.println(e);<newline46mondego>	}<newline46mondego>	// ...<newline46mondego>} else {<newline46mondego>	// disable tray option in your application or<newline46mondego>	// perform other actions<newline46mondego>	// ...<newline46mondego>}<newline46mondego>// ...<newline46mondego>// some time later<newline46mondego>// the application state has changed - update the image<newline46mondego>if (trayIcon != null) {<newline46mondego>	trayIcon.setImage(updatedImage);<newline46mondego>}<newline46mondego>// ...<newline46mondego>"
