"1splitHere46","3843825splitHere46","1) goto configure build path on the test project<newline46mondego>2) in that dialog you will see a <doubleQuotes46>tab<doubleQuotes46> for <doubleQuotes46>projects<doubleQuotes46>, click it<newline46mondego>3) add the dependent project and click apply<newline46mondego>"
"6354splitHere46","4028527splitHere46","String[] arr = new String[...];<newline46mondego><newline46mondego> ...<newline46mondego><newline46mondego> for(int i = 0; i < arr.length; i++){<newline46mondego>     arr[i] = arr[i].toLowerCase();<newline46mondego> }<newline46mondego>"
"6355splitHere46","4029053splitHere46","matt@ubuntu-vm:~/google-app-engine-jappstart$ locale<newline46mondego>LANG=en_GB.utf8<newline46mondego>LANGUAGE=en_GB:en<newline46mondego>LC_CTYPE=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_NUMERIC=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_TIME=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_COLLATE=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_MONETARY=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_MESSAGES=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_PAPER=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_NAME=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_ADDRESS=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_TELEPHONE=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_MEASUREMENT=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_IDENTIFICATION=<doubleQuotes46>en_GB.utf8<doubleQuotes46><newline46mondego>LC_ALL=<newline46mondego>"
"6356splitHere46","4029053splitHere46","mvn gae:run"
"6357splitHere46","4029053splitHere46","java.util.Locale.getDefault()"
"6358splitHere46","4029053splitHere46","en_GB"
"6359splitHere46","4029181splitHere46","Entry newentry = new Entry(j, 0.0);<newline46mondego>Entry test = (Entry) newentry;<newline46mondego>"
"6360splitHere46","4029181splitHere46","getValue"
"6361splitHere46","4029181splitHere46","Object x = Entry.getValue();<newline46mondego>"
"6362splitHere46","4029187splitHere46","x,y"
"6363splitHere46","4029187splitHere46","x*row_length + y"
"6364splitHere46","4029209splitHere46","<% String name = <doubleQuotes46>myMap(<doubleQuotes46> + MyClass.FIELD + <doubleQuotes46>)<doubleQuotes46>; %><newline46mondego><html:select property=<doubleQuotes46><%=name%><doubleQuotes46>><newline46mondego>"
"6365splitHere46","4029234splitHere46","@Asynchronous"
"6366splitHere46","4029234splitHere46","@Schedule"
"6367splitHere46","4029234splitHere46","@Timeout"
"6368splitHere46","4029234splitHere46","@TransactionAttribute"
"6369splitHere46","4029234splitHere46","REQUIRES_NEW"
"6370splitHere46","4029234splitHere46","NOT_SUPPORTED"
"6371splitHere46","4029234splitHere46","@TransactionManagement(BEAN)"
"6372splitHere46","4029371splitHere46","OpenEntityManagerInViewFilter"
"6373splitHere46","4029371splitHere46","OpenEntityManagerInViewInterceptor"
"6374splitHere46","4029409splitHere46","continue"
"6375splitHere46","4029409splitHere46","throws Exception"
"6376splitHere46","4029457splitHere46","Strings"
"6377splitHere46","4029457splitHere46",".equals()"
"6378splitHere46","4029457splitHere46","=="
"6379splitHere46","4029457splitHere46",".equals()"
"6380splitHere46","4029457splitHere46","if(gender1 == <doubleQuotes46>male<doubleQuotes46>) { ... }<newline46mondego>"
"6381splitHere46","4029457splitHere46","if(gender1.equals(<doubleQuotes46>male<doubleQuotes46>)) { ... }<newline46mondego>"
"6382splitHere46","4029589splitHere46","wget http://gist.github.com/raw/648295/452aaeeceed8fae6b9a4d035a5c2d2ad939f65bf/mvc-basic-osgi-works.patch<newline46mondego>"
"6383splitHere46","4029589splitHere46","svn checkout https://src.springframework.org/svn/spring-samples/mvc-basic/trunk --quiet && cd trunk && patch -p0 < ../mvc-basic-osgi-works.patch && mvn clean install -DskipTests && bash run.sh<newline46mondego>"
"6384splitHere46","4029604splitHere46","short"
"6385splitHere46","4029604splitHere46","short"
"6386splitHere46","4029604splitHere46","short*"
"6387splitHere46","4029604splitHere46","ShortByReference"
"6388splitHere46","4029604splitHere46","void foo(int *buf)<newline46mondego>"
"6389splitHere46","4029604splitHere46","static void native foo(int[] buf);<newline46mondego>"
"6390splitHere46","4029709splitHere46","song = MidiSystem.getSequence(<newline46mondego>    getClass().getResource(filename));<newline46mondego>"
"6391splitHere46","4029709splitHere46","filename"
"6392splitHere46","4029709splitHere46","getResource()"
"6393splitHere46","4029709splitHere46","File"
"6394splitHere46","4029709splitHere46","song = MidiSystem.getSequence(new File(filename));<newline46mondego>"
"6395splitHere46","4029876splitHere46","Connection conn = getConnection();<newline46mondego><newline46mondego>DatabaseMetaData mtdt = conn.getMetaData();<newline46mondego>System.out.println(<doubleQuotes46>DBMS name: <doubleQuotes46> + mtdt.getDatabaseProductName());<newline46mondego>System.out.println(<doubleQuotes46>DBMS version: <doubleQuotes46> + mtdt.getDatabaseProductVersion());<newline46mondego>System.out.println(<doubleQuotes46>Driver name: <doubleQuotes46> + mtdt.getDriverName());<newline46mondego>"
"6396splitHere46","4029876splitHere46","System.out.println(<doubleQuotes46>\nName of the OS: <doubleQuotes46> + System.getProperty(<doubleQuotes46>os.name<doubleQuotes46>));<newline46mondego>System.out.println(<doubleQuotes46>Version of the OS: <doubleQuotes46> +   System.getProperty(<doubleQuotes46>os.version<doubleQuotes46>));<newline46mondego>System.out.println(<doubleQuotes46>Architecture of THe OS: <doubleQuotes46> + System.getProperty(<doubleQuotes46>os.arch<doubleQuotes46>));<newline46mondego>"
"6397splitHere46","4029996splitHere46","main"
"6398splitHere46","4029996splitHere46","println"
"6399splitHere46","4029996splitHere46","main"
"6400splitHere46","4029996splitHere46","fractionSums()"
"6401splitHere46","4030045splitHere46","String resultString = <doubleQuotes46>{<doubleQuotes46>name<doubleQuotes46>:<doubleQuotes46>Fred Nurke<doubleQuotes46>, <doubleQuotes46>age<doubleQuotes46>:<doubleQuotes46>56<doubleQuotes46>}<doubleQuotes46>;<newline46mondego>JSONObject jobj = new JSONObject(resultString); /*This converts the string <newline46mondego>                                                  into members of the JSON Object which   <newline46mondego>                                                  you can then manipulate*/<newline46mondego>Log.d(jobj.getString(<doubleQuotes46>name<doubleQuotes46>)+ <doubleQuotes46> is <doubleQuotes46> + jobj.getString(<doubleQuotes46>age<doubleQuotes46>) + <doubleQuotes46> years old<doubleQuotes46>);<newline46mondego>"
"6402splitHere46","4030045splitHere46","JSONArray jsonArr = new JSONArray(resultString);<newline46mondego>JSONObject jsonobj;<newline46mondego>for(int i = 0; i < jsonArr.length(); i++){<newline46mondego>    jsonobj = JSONArray.getJSONObject(i);<newline46mondego>}<newline46mondego>"
"6403splitHere46","4030048splitHere46","private void putThreeBeepers() <newline46mondego>{<newline46mondego>    for (int i = 0; i < 2; i++) {<newline46mondego>        putBeeper();<newline46mondego>        move();<newline46mondego>    }<newline46mondego><newline46mondego>    putBeeper();<newline46mondego>}<newline46mondego><newline46mondego>private void backUp() <newline46mondego>{<newline46mondego>    turnAround();<newline46mondego>    move();<newline46mondego>    turnAround();<newline46mondego>}<newline46mondego>"
"6404splitHere46","4030082splitHere46","WEB-INF/myfolder"
"6405splitHere46","4030082splitHere46","System.getPreference(<doubleQuotes46>java.io.tmpdir<doubleQuotes46>)"
"6406splitHere46","4030082splitHere46","getObject()"
"6407splitHere46","4030082splitHere46","<!-- This is a Factorybean that creates a file --><newline46mondego><bean class=<doubleQuotes46>com.yourcompany.ConfigFolderCreator<doubleQuotes46> id=<doubleQuotes46>configDir<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>packageToUnpack<doubleQuotes46> value=<doubleQuotes46>com.yourcompany.yourpackage<doubleQuotes46> /><newline46mondego></bean><newline46mondego><newline46mondego><bean class=<doubleQuotes46>com.your.legacy.Api<doubleQuotes46>><newline46mondego>     <!-- inject the factory bean instead of a file --><newline46mondego>     <property name=<doubleQuotes46>configFolder<doubleQuotes46> ref=<doubleQuotes46>configDir<doubleQuotes46> /><newline46mondego></bean><newline46mondego>"
"6408splitHere46","4030097splitHere46","public class Mainclassexec {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        String input = null;<newline46mondego>        try {<newline46mondego>            String capitalized = capitalize(input);<newline46mondego>            System.out.println(capitalized);<newline46mondego>        } catch (IOException e) {<newline46mondego>            System.out.println(e.toString());<newline46mondego>        } <newline46mondego>    }<newline46mondego><newline46mondego>    public static String capitalize(String s) throws IOException {<newline46mondego>        System.out.println(<doubleQuotes46>Enter a string<doubleQuotes46>);<newline46mondego>        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));<newline46mondego>        s = br.readLine(); <newline46mondego>        Character firstChar = s.charAt(0);<newline46mondego>        String theRest = s.substring(1);<newline46mondego>        return firstChar.toString().toUpperCase() + theRest;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6409splitHere46","4030158splitHere46","AbstractResource"
"6410splitHere46","4030158splitHere46","AbstractResource"
"6411splitHere46","4030158splitHere46","web.xml"
"6412splitHere46","4030285splitHere46","Map<String, Object> item = new HashMap<String, Object>();<newline46mondego>item.put( <doubleQuotes46>day<doubleQuotes46>, currentDay );<newline46mondego>"
"6413splitHere46","4030479splitHere46","@Entity<newline46mondego>public class Comment {<newline46mondego>    @Id<newline46mondego>    private Long id;<newline46mondego><newline46mondego>    @ManyToOne(optional=true, fetch=FetchType.LAZY)<newline46mondego>    @JoinColumn(name=<doubleQuotes46>REPLYTO_ID<doubleQuotes46>)<newline46mondego>    private Comment replyTo;<newline46mondego><newline46mondego>    @OneToMany(mappedBy=<doubleQuotes46>replyTo<doubleQuotes46>)<newline46mondego>    private List<Comment> replies = new ArrayList<Comment>();<newline46mondego><newline46mondego>    //...<newline46mondego><newline46mondego>    // link management method<newline46mondego>    public void addToComments(Comment comment) {<newline46mondego>        this.comments.add(comment);<newline46mondego>        comment.setParent(parent);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6414splitHere46","4030479splitHere46","Comment"
"6415splitHere46","4030479splitHere46","replyTo"
"6416splitHere46","4030614splitHere46","java.util.LinkedList"
"6417splitHere46","4030614splitHere46","java.util.ArrayDeque"
"6418splitHere46","4030614splitHere46","java.util.concurrent.ConcurrentLinkedQueue"
"6419splitHere46","4030714splitHere46","PdfTextExtractor.getTextFromPage"
"6420splitHere46","4030788splitHere46","/**<newline46mondego> * Designer mode. This is used to detect if the widgets are running<newline46mondego> * from SWT designer, because in this case we have to skip some<newline46mondego> * initialization code.<newline46mondego> */<newline46mondego>private static Boolean designerMode;<newline46mondego><newline46mondego>/**<newline46mondego> * This is used to detect if the widgets are running<newline46mondego> * from SWT designer, because in this case we have to skip some<newline46mondego> * initialization code.<newline46mondego> */<newline46mondego>public static boolean isDesignerMode() {<newline46mondego>    if( designerMode == null ) {<newline46mondego>        String s = StacktraceUtils.getStackTraceAsString(<newline46mondego>                new RuntimeException(<doubleQuotes46>Just to get the Stacktrace.<doubleQuotes46>));<newline46mondego>        designerMode = s.contains(<doubleQuotes46>com.instantiations.designer<doubleQuotes46>);  <newline46mondego>    }<newline46mondego>    return designerMode;<newline46mondego>}<newline46mondego>"
"6421splitHere46","4030820splitHere46","if (i = 42) {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6422splitHere46","4030820splitHere46","if (42 == i) {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6423splitHere46","4030820splitHere46","if (42 = i) {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6424splitHere46","4030821splitHere46","class Visitor {<newline46mondego>  boolean indexingExpected;<newline46mondego>  void startIteratedExpression() {<newline46mondego>    indexingExpected = true;<newline46mondego>  }<newline46mondego>  void doIndexing() {<newline46mondego>    indexingExpected = false;<newline46mondego>  }<newline46mondego>  void someOtherVisit() {<newline46mondego>    if (indexingExpected) {<newline46mondego>      throw IllegalStateException();<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>clas IteratedExpression {<newline46mondego>  private List<Expression> children;<newline46mondego>  public void visit(Visitor visitor) {<newline46mondego>    visitor.startIteratedExpression();<newline46mondego>    for(Expression child : childrenExpression) {<newline46mondego>      child.visit(visitor);<newline46mondego>    }<newline46mondego>    visitor.endIteratedExpression();<newline46mondego>  }<newline46mondego>}<newline46mondego>class IndexingExpression extends Expression {<newline46mondego>  public void visit(Visitor visit) {<newline46mondego>    visitor.doIndexing();<newline46mondego>  }<newline46mondego>}<newline46mondego>"
