"1splitHere46","12471528splitHere46","private float readUsage() {<newline46mondego>try {<newline46mondego>    RandomAccessFile reader = new RandomAccessFile(<doubleQuotes46>/proc/stat<doubleQuotes46>, <doubleQuotes46>r<doubleQuotes46>);<newline46mondego>    String load = reader.readLine();<newline46mondego><newline46mondego>    String[] toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle1 = Long.parseLong(toks[5]);<newline46mondego>    long cpu1 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>          + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    try {<newline46mondego>        Thread.sleep(360);<newline46mondego>    } catch (Exception e) {}<newline46mondego><newline46mondego>    reader.seek(0);<newline46mondego>    load = reader.readLine();<newline46mondego>    reader.close();<newline46mondego><newline46mondego>    toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle2 = Long.parseLong(toks[5]);<newline46mondego>    long cpu2 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>        + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    return (float)(cpu2 - cpu1) / ((cpu2 + idle2) - (cpu1 + idle1));<newline46mondego><newline46mondego>} catch (IOException ex) {<newline46mondego>    ex.printStackTrace();<newline46mondego>   }<newline46mondego><newline46mondego>    return 0;<newline46mondego>} <newline46mondego>"
"8121splitHere46","12670775splitHere46","@ResponseBody<newline46mondego>@RequestMapping(<doubleQuotes46>/job/start<doubleQuotes46>)<newline46mondego>public String start() {<newline46mondego>    Future<Work> future = asyncWorker.work();<newline46mondego>    //store future somewhere<newline46mondego>    return <doubleQuotes46>start<doubleQuotes46>;<newline46mondego>}<newline46mondego><newline46mondego>@ResponseBody<newline46mondego>@RequestMapping(<doubleQuotes46>/job/stop<doubleQuotes46>)<newline46mondego>public String stop() {<newline46mondego>    future.cancel();<newline46mondego>    return <doubleQuotes46>stop<doubleQuotes46>;<newline46mondego>}<newline46mondego>"
"8122splitHere46","12670775splitHere46","future"
"8123splitHere46","12670775splitHere46","ThreadLocal"
"8124splitHere46","12670775splitHere46","Future"
"8125splitHere46","12670775splitHere46","@Async"
"8126splitHere46","12670775splitHere46","isInterrupted()"
"8127splitHere46","12670775splitHere46","InterruptedException"
"8128splitHere46","12670775splitHere46","cancel()"
"8129splitHere46","12670824splitHere46","public void start(Stage primaryStage) {<newline46mondego>    Label label = new Label();<newline46mondego>    label.setText(<doubleQuotes46>Hello<doubleQuotes46>);<newline46mondego>    label.setFont(Font.font(<doubleQuotes46>Arial<doubleQuotes46>, 32));<newline46mondego><newline46mondego>    System.out.println(label.getWidth());<newline46mondego><newline46mondego>    StackPane root = new StackPane();<newline46mondego>    root.getChildren().add(label);<newline46mondego><newline46mondego>    Scene scene = new Scene(root, 300, 250);<newline46mondego><newline46mondego>    primaryStage.setTitle(<doubleQuotes46>Hello World!<doubleQuotes46>);<newline46mondego>    primaryStage.setScene(scene);<newline46mondego>    primaryStage.show();<newline46mondego><newline46mondego>    System.out.println(<doubleQuotes46>------<doubleQuotes46>);<newline46mondego>    System.out.println(label.getWidth());<newline46mondego>}<newline46mondego>"
"8130splitHere46","12670824splitHere46","public class Dimensions extends Application {<newline46mondego><newline46mondego>    public static void main(String[] args) { <newline46mondego>        launch(args);<newline46mondego>    }<newline46mondego><newline46mondego>    public void start(Stage primaryStage) {<newline46mondego>        MyPanel myPanel = new MyPanel();<newline46mondego>        primaryStage.setScene(new Scene(myPanel, 500, 500));<newline46mondego>        primaryStage.show();<newline46mondego><newline46mondego>        System.out.println(myPanel.label.getWidth());<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class MyPanel extends Pane {<newline46mondego>    public Label label;<newline46mondego><newline46mondego>    public MyPanel() {<newline46mondego><newline46mondego>        label = new Label();<newline46mondego>        label.setText(<doubleQuotes46>Hello<doubleQuotes46>);<newline46mondego>        label.setFont(new Font(32));<newline46mondego>        getChildren().add(label);<newline46mondego>        label.relocate(150, 150);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"8131splitHere46","12670843splitHere46","DEBUG"
"8132splitHere46","12670843splitHere46","DEBUG"
"8133splitHere46","12670843splitHere46","DEBUG"
"8134splitHere46","12670892splitHere46","@Pointcut(<doubleQuotes46>execution(* com.package.*ActualImplemetation.someMethod(..))<doubleQuotes46><newline46mondego>// OR<newline46mondego>// using BaseInterface reference directly, you can use all sub-interface/sub-class methods<newline46mondego>//@Pointcut(<doubleQuotes46>execution(* com.package.BaseInterface.someMethod(..))<doubleQuotes46><newline46mondego>logMethod() { //ignore method syntax<newline46mondego> //.....<newline46mondego>}<newline46mondego>"
"8135splitHere46","12670917splitHere46","<aop:scoped-proxy proxy-target-class=<doubleQuotes46>false<doubleQuotes46> /> <newline46mondego>"
"8136splitHere46","12670917splitHere46","<bean id=<doubleQuotes46>Duke<doubleQuotes46> class=<doubleQuotes46>com.org.Juggler<doubleQuotes46>><newline46mondego>    <constructor-arg value=<doubleQuotes46>15<doubleQuotes46> /><newline46mondego>    <aop:scoped-proxy proxy-target-class=<doubleQuotes46>false<doubleQuotes46> /><newline46mondego></bean><newline46mondego>"
"8137splitHere46","12670917splitHere46","<aop:config proxy-target-class=<doubleQuotes46>false<doubleQuotes46> /><newline46mondego>"
"8138splitHere46","12670917splitHere46","<bean id=<doubleQuotes46>Duke<doubleQuotes46> class=<doubleQuotes46>com.org.Juggler<doubleQuotes46>><newline46mondego>    <constructor-arg value=<doubleQuotes46>15<doubleQuotes46> /><newline46mondego></bean><newline46mondego><bean id=<doubleQuotes46>audience<doubleQuotes46> class=<doubleQuotes46>com.org.Audience<doubleQuotes46> /><newline46mondego><aop:aspectj-autoproxy proxy-target-class=<doubleQuotes46>false<doubleQuotes46> />    <newline46mondego>"
"8139splitHere46","12670917splitHere46","<aop:aspectj-autoproxy..... />"
"8140splitHere46","12670917splitHere46","Performer performer = (Performer)applicationContext.getBean(<doubleQuotes46>Duke<doubleQuotes46>);<newline46mondego>performer.perform();<newline46mondego>"
"8141splitHere46","12671086splitHere46","Map"
"8142splitHere46","12671086splitHere46","key"
"8143splitHere46","12671086splitHere46","Immutable"
"8144splitHere46","12671086splitHere46","LinkedHashMap<String,Map<String,Map<String,String>>> propertyMap=new LinkedHashMap<String,Map<String,Map<String,String>>>();<newline46mondego>"
"8145splitHere46","12671141splitHere46","File rootDir = Environment.getExternalStorageDirectory();<newline46mondego><newline46mondego> File file = new File(rootDir + <doubleQuotes46>/filepath/<doubleQuotes46>+fileName);//give the file path here<newline46mondego> if(file.exists())<newline46mondego>   {<newline46mondego>    // do action here<newline46mondego>   }<newline46mondego>"
"8146splitHere46","12671144splitHere46","setContent(<doubleQuotes46><your stuff><doubleQuotes46>, <doubleQuotes46><content-type><doubleQuotes46>);"
"8147splitHere46","12671144splitHere46","setContent(<doubleQuotes46>this is sample text<doubleQuotes46>, <doubleQuotes46>text/plain<doubleQuotes46>);<newline46mondego>setContent(<doubleQuotes46><html><body>this is sample html</body></html><doubleQuotes46>, <doubleQuotes46>text/html<doubleQuotes46>);<newline46mondego>setContent(<XQPart whose content is an excel sheet>, <doubleQuotes46>application/vnd.ms-excel<doubleQuotes46>);<newline46mondego>"
"8148splitHere46","12671160splitHere46","JScrollPane"
"8149splitHere46","12671160splitHere46","JTable"
"8150splitHere46","12671160splitHere46","JScrollPane"
"8151splitHere46","12671160splitHere46","private JScrollPane scrollPane = new JScrollPane(contentTable);<newline46mondego>"
"8152splitHere46","12671160splitHere46","JTable"
"8153splitHere46","12671160splitHere46","JScrollPane"
"8154splitHere46","12671160splitHere46","// scrollPane.add(contentTable);<newline46mondego>"
"8155splitHere46","12671160splitHere46","JScrollPane"
"8156splitHere46","12671160splitHere46","add"
"8157splitHere46","12671160splitHere46","JPanel"
"8158splitHere46","12671381splitHere46","JPanel"
"8159splitHere46","12671381splitHere46","FlowLayout"
"8160splitHere46","12671381splitHere46","PreferredSize"
"8161splitHere46","12671381splitHere46","BoderLayout"
"8162splitHere46","12671381splitHere46","LayoutManager"
"8163splitHere46","12671381splitHere46","GridLayout"
"8164splitHere46","12671381splitHere46","JButtons"
"8165splitHere46","12671381splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class SwingExample {<newline46mondego><newline46mondego>    private static void createAndShowGUI() {<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>Swing Demo<doubleQuotes46>);<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        JPanel panel = new JPanel();<newline46mondego>        JButton but1 = new JButton(<doubleQuotes46>Add<doubleQuotes46>);<newline46mondego>        but1.setText(<doubleQuotes46>Add Data<doubleQuotes46>);<newline46mondego>        but1.setMnemonic('A');<newline46mondego>        but1.setBorderPainted(false);<newline46mondego>        but1.setBackground(Color.red);<newline46mondego>        but1.setBorder(null);<newline46mondego>        but1.setFocusable(false);<newline46mondego>        but1.setMargin(new Insets(0, 0, 0, 0));<newline46mondego>        //but1.setContentAreaFilled(false);<newline46mondego>        panel.add(but1);<newline46mondego>        JButton but2 = new JButton(<doubleQuotes46>Edit<doubleQuotes46>);<newline46mondego>        but2.setText(<doubleQuotes46>Edit Data<doubleQuotes46>);<newline46mondego>        but2.setMnemonic(KeyEvent.VK_E);<newline46mondego>        panel.add(but2);<newline46mondego>        JButton but3 = new JButton(<doubleQuotes46>Display<doubleQuotes46>);<newline46mondego>        but3.setText(<doubleQuotes46>Display Data<doubleQuotes46>);<newline46mondego>        but3.setMnemonic(KeyEvent.VK_D);<newline46mondego>        panel.add(but3);<newline46mondego>        frame.add(panel);<newline46mondego>        frame.pack();<newline46mondego>        frame.setLocationRelativeTo(null);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String args[]) {<newline46mondego>        javax.swing.SwingUtilities.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            public void run() {<newline46mondego>                createAndShowGUI();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"8166splitHere46","12671580splitHere46","for (int i = 0; i < properties.size(); i++) {<newline46mondego>  properties.get(i); //get the ParameterValue.Property<newline46mondego>  paramValues.get(i); //get the ParmeterValue<newline46mondego>}<newline46mondego>"
"8167splitHere46","12671956splitHere46","/etc/default/rsyslog"
"8168splitHere46","12671956splitHere46","# Options for rsyslogd<newline46mondego># -m 0 disables 'MARK' messages (deprecated, only used in compat mode < 3)<newline46mondego># -r enables logging from remote machines (deprecated, only used in compat mode < 3)<newline46mondego># -x disables DNS lookups on messages received with -r<newline46mondego># -c compatibility mode<newline46mondego># See rsyslogd(8) for more details<newline46mondego>"
"8169splitHere46","12671956splitHere46","-r"
"8170splitHere46","12671956splitHere46","-m 0"
"8171splitHere46","12671956splitHere46","-c 4"
"8172splitHere46","12671956splitHere46","/etc/rsyslogd.conf"
"8173splitHere46","12671956splitHere46","$ModLoad imudp<newline46mondego>$UDPServerRun 514<newline46mondego>"
"8174splitHere46","12671968splitHere46","<partial-response><update>"
"8175splitHere46","12671968splitHere46","<partial-response>"
"8176splitHere46","12671968splitHere46","<f:ajax>"
"8177splitHere46","12671968splitHere46","false"
"8178splitHere46","12671968splitHere46","<p:commandButton ajax=<doubleQuotes46>false<doubleQuotes46>>"
"8179splitHere46","12671968splitHere46","Content-Disposition: attachment"
"8180splitHere46","12672106splitHere46","TableModel"
"8181splitHere46","12672106splitHere46","TableModel"
"8182splitHere46","12672106splitHere46","setValueAt"
"8183splitHere46","12672106splitHere46","JTable"
"8184splitHere46","12672117splitHere46","-verbose -debug"
"8185splitHere46","12672117splitHere46","Setting project property: ydoc.home -> /var/tmp/ydoc-test<newline46mondego>  [javadoc] scanning /var/tmp/ydoc-test/src/main for packages.<newline46mondego>dirset: Setup scanner in dir /var/tmp/ydoc-test/src/main with patternSet{ includes: [java/**] excludes: [] }<newline46mondego>  [javadoc] Generating Javadoc<newline46mondego>  [javadoc] Executing '/usr/lib/jvm/java-7-openjdk-amd64/bin/javadoc' with arguments:<newline46mondego>  [...]<newline46mondego>"
"8186splitHere46","12672117splitHere46","Setting project property: ydoc.home -> /var/tmp/ydoc-test<newline46mondego>  [javadoc] scanning /var/tmp/ydoc-test/src/main for packages.<newline46mondego>dirset: Setup scanner in dir /var/tmp/ydoc-test/src/main with patternSet{ includes: [java/**] excludes: [] }<newline46mondego>  [javadoc] Generating Javadoc<newline46mondego>  [javadoc] Executing 'javadoc' with arguments:<newline46mondego>"
"8187splitHere46","12672117splitHere46","javadoc"
"8188splitHere46","12672117splitHere46","[javadoc] Executing >FULL_PATHNAME_TO_JAVADOC>"
"8189splitHere46","12672117splitHere46","javadoc"
"8190splitHere46","12672117splitHere46","javadoc"
"8191splitHere46","12672117splitHere46","java<newline46mondego>javac<newline46mondego>javadoc<newline46mondego>"
"8192splitHere46","12672117splitHere46","javac"
"8193splitHere46","12672117splitHere46","javadoc"
"8194splitHere46","12672117splitHere46","javac"
"8195splitHere46","12672117splitHere46","javadoc"
"8196splitHere46","12672117splitHere46","readlink -m $(which javadoc)/../..<newline46mondego>"
"8197splitHere46","12672117splitHere46","readlink"
"8198splitHere46","12672117splitHere46","readlink"
"8199splitHere46","12672117splitHere46","readlink"
"8200splitHere46","12672117splitHere46","javadoc"
"8201splitHere46","12672117splitHere46","<packageset dir=<doubleQuotes46>src/main<doubleQuotes46>><newline46mondego>            <include name=<doubleQuotes46>java/**<doubleQuotes46>/><newline46mondego>        </packageset><newline46mondego>"
"8202splitHere46","12672117splitHere46","<packageset dir=<doubleQuotes46>src/main/java<doubleQuotes46>><newline46mondego>       </packageset><newline46mondego>"
"8203splitHere46","12672117splitHere46","javadoc"
"8204splitHere46","12672117splitHere46","<classpath>"
"8205splitHere46","12672117splitHere46","</packageset>"
"8206splitHere46","12672449splitHere46","Project Properties => Java Build Path => Projects => Add => Check the box against the project that contains the Java file.<newline46mondego>"
"8207splitHere46","12672467splitHere46","public static void main(String[] args) throws Exception {<newline46mondego>    BufferedImage in = ImageIO.read(new File(args[0]));<newline46mondego>    int w = in.getWidth(), h = in.getHeight();<newline46mondego>    int[] bits = { 4 };<newline46mondego>    ColorSpace cs = ColorSpace.getInstance(ColorSpace.CS_GRAY);<newline46mondego>    int dt = DataBuffer.TYPE_BYTE;<newline46mondego>    ColorModel cm = new ComponentColorModel<newline46mondego>        (cs, bits, false, false, Transparency.OPAQUE, dt);<newline46mondego>    WritableRaster wr = cm.createCompatibleWritableRaster(w, h);<newline46mondego>    BufferedImage out = new BufferedImage(cm, wr, false, null);<newline46mondego>    Graphics2D g = out.createGraphics();<newline46mondego>    g.drawImage(in, 0, 0, null);<newline46mondego>    g.dispose();<newline46mondego>    ImageIO.write(out, <doubleQuotes46>png<doubleQuotes46>, new File(args[1]));<newline46mondego>}<newline46mondego>"
"8208splitHere46","12672467splitHere46","wr"
"8209splitHere46","12672467splitHere46","IndexedColorModel"
"8210splitHere46","12672467splitHere46","0x0 * 17 = 0x00"
"8211splitHere46","12672467splitHere46","0xf * 17 = 0xff"
"8212splitHere46","12672467splitHere46","public static void main(String[] args) throws Exception {<newline46mondego>    BufferedImage in = ImageIO.read(new File(args[0]));<newline46mondego>    int w = in.getWidth(), h = in.getHeight();<newline46mondego>    byte[] v = new byte[1 << 4];<newline46mondego>    for (int i = 0; i < v.length; ++i)<newline46mondego>        v[i] = (byte)(i*17);<newline46mondego>    ColorModel cm = new IndexColorModel(4, v.length, v, v, v);<newline46mondego>    WritableRaster wr = cm.createCompatibleWritableRaster(w, h);<newline46mondego>    BufferedImage out = new BufferedImage(cm, wr, false, null);<newline46mondego>    Graphics2D g = out.createGraphics();<newline46mondego>    g.drawImage(in, 0, 0, null);<newline46mondego>    g.dispose();<newline46mondego>    ImageIO.write(out, <doubleQuotes46>png<doubleQuotes46>, new File(args[1]));<newline46mondego>}<newline46mondego>"
