"1splitHere46","22907583splitHere46","myClass.var = var;<newline46mondego>var = v;<newline46mondego>"
"9886splitHere46","23105058splitHere46","set the FIRST NAME from the list of NAMES"
"9887splitHere46","23105058splitHere46","(0) Name: Alan Zero<newline46mondego>(1) Name: Bob One<newline46mondego>(2) Name: Chris Two<newline46mondego><newline46mondego>(0) Colour: Alan Zero's favourite colour is yellow<newline46mondego>(1) Colour: Bob One's favourite colour is orange<newline46mondego>(2) Colour: Chris Two's favourite colour is red<newline46mondego>"
"9888splitHere46","23105058splitHere46","(0) Name: Alan Zero (Student with grade)<newline46mondego>(1) Name: Bob One (Teacher with subject)<newline46mondego>(2) Name: Chris Two (Student with grade)<newline46mondego><newline46mondego>(0) Grade: Alan Zero's grade is A+<newline46mondego>(1) Grade: Chris Two's grade is B<newline46mondego><newline46mondego>(0) Subject: Bob One's subject is maths<newline46mondego>"
"9889splitHere46","23105167splitHere46","RETURNING"
"9890splitHere46","23105244splitHere46","Intent options1 = new Intent(this, SettingsFragment.class);"
"9891splitHere46","23105244splitHere46","startActivity(options1);"
"9892splitHere46","23105244splitHere46","Activity"
"9893splitHere46","23105244splitHere46","Fragment"
"9894splitHere46","23105355splitHere46","ColumnViewerToolTipSupport"
"9895splitHere46","23105355splitHere46","TableViewer"
"9896splitHere46","23105355splitHere46","TreeViewer"
"9897splitHere46","23105355splitHere46","ColumnViewer"
"9898splitHere46","23105355splitHere46","ColumnViewerToolTipSupport.enableFor(viewer);<newline46mondego>"
"9899splitHere46","23105355splitHere46","CellLabelProvider"
"9900splitHere46","23105355splitHere46","getToolTipImage"
"9901splitHere46","23105355splitHere46","getToolTipText"
"9902splitHere46","23105355splitHere46","getToolTipBackgroundColor"
"9903splitHere46","23105355splitHere46","getToolTipForegroundColor"
"9904splitHere46","23105355splitHere46","getToolTipFont"
"9905splitHere46","23105355splitHere46","getToolTipShift"
"9906splitHere46","23105355splitHere46","JFace"
"9907splitHere46","23105358splitHere46","config = new ClassPathXmlApplicationContext(<doubleQuotes46>init.xml<doubleQuotes46>)<newline46mondego>"
"9908splitHere46","23105358splitHere46","org.xml.sax.SAXParseException; lineNumber: 14; columnNumber: 33;<newline46mondego>schema_reference.4: Failed to read schema document 'http://www.springframework.org/schema/context/spring-context-3.0.xsd', because <newline46mondego>1) could not find the document; <newline46mondego>2) the document could not be read; <newline46mondego>3) the root element of the document is not <xsd:schema><newline46mondego>"
"9909splitHere46","23105358splitHere46","spring-context-3.0.xsd"
"9910splitHere46","23105358splitHere46","http\://www.springframework.org/schema/context/spring-context-4.0.xsd=org/springframework/context/config/spring-context-4.0.xsd<newline46mondego>"
"9911splitHere46","23105358splitHere46","Configuration problem: Unable to locate Spring NamespaceHandler for XML schema namespace [http://www.springframework.org/schema/aop]<newline46mondego>Offending resource: class path resource [init.xml]<newline46mondego>"
"9912splitHere46","23105358splitHere46","http\://www.springframework.org/schema/aop=org.springframework.aop.config.AopNamespaceHandler<newline46mondego>"
"9913splitHere46","23105358splitHere46","maven-assembly-plugin"
"9914splitHere46","23105415splitHere46","attr"
"9915splitHere46","23105415splitHere46","Element"
"9916splitHere46","23105415splitHere46","substring"
"9917splitHere46","23105415splitHere46","// Using just your anchor html tag<newline46mondego>String html = <doubleQuotes46><a href=\<doubleQuotes46>/showship.php?mmsi=235083844\<doubleQuotes46>>Sunsail 4013</a><doubleQuotes46>;<newline46mondego>Document doc = Jsoup.parse(html);<newline46mondego><newline46mondego>// Just selecting the anchor tag, for your implementation use a generic one<newline46mondego>Element link = doc.select(<doubleQuotes46>a<doubleQuotes46>).first();<newline46mondego><newline46mondego>// Get the attribute value<newline46mondego>String url = link.attr(<doubleQuotes46>href<doubleQuotes46>);<newline46mondego><newline46mondego>// Check for nulls here and take the substring from '=' onwards<newline46mondego>String id = url.substring(url.indexOf('=') + 1);<newline46mondego>System.out.println(id + <doubleQuotes46> <doubleQuotes46>+ link.text());<newline46mondego>"
"9918splitHere46","23105415splitHere46","235083844 Sunsail 4013<newline46mondego>"
"9919splitHere46","23105415splitHere46","for"
"9920splitHere46","23105415splitHere46","...<newline46mondego>    for (Element td : tdTags) {<newline46mondego>                // Print it's text if not empty<newline46mondego>                final String text = td.text();<newline46mondego>                if (text.isEmpty() == false) {<newline46mondego>                    if (td.getElementsByTag(<doubleQuotes46>a<doubleQuotes46>).first() != null) {<newline46mondego>                        // Get the attribute value<newline46mondego>                        String url = td.getElementsByTag(<doubleQuotes46>a<doubleQuotes46>).first().attr(<doubleQuotes46>href<doubleQuotes46>);<newline46mondego><newline46mondego>                        // Check for nulls here and take the substring from '=' onwards<newline46mondego>                        String id = url.substring(url.indexOf('=') + 1);<newline46mondego>                        System.out.println(id + <doubleQuotes46> <doubleQuotes46>+ td.text());<newline46mondego>                    }<newline46mondego>                    else {<newline46mondego>                        System.out.println(td.text());<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            }<newline46mondego>...<newline46mondego>"
"9921splitHere46","23105421splitHere46","ReentrantReadWriteLock"
"9922splitHere46","23105421splitHere46","private static ReadWriteLock lock = new ReentrantReadWriteLock(true);<newline46mondego>"
"9923splitHere46","23105499splitHere46","<plugin><newline46mondego>                <groupId>org.apache.maven.plugins</groupId><newline46mondego>                <artifactId>maven-eclipse-plugin</artifactId><newline46mondego>                <version>2.9</version><newline46mondego>                <configuration><newline46mondego>                    <downloadSources>false</downloadSources><newline46mondego>                    <downloadJavadocs>true</downloadJavadocs><newline46mondego>                </configuration><newline46mondego>            </plugin><newline46mondego>"
"9924splitHere46","23105500splitHere46","menu.findItem(R.id.hearing_test).setIntent(new Intent(aActivity, InstructionsActivity.class));<newline46mondego>"
"9925splitHere46","23105500splitHere46","Intent intent = new Intent( aActivity, InstructionsActivity.class );<newline46mondego>intent.putExtra( EXTRAS_KEY, extras );<newline46mondego>menu.findItem(R.id.hearing_test).setIntent(intent);<newline46mondego>"
"9926splitHere46","23105514splitHere46","public class MapSerialize  {<newline46mondego>public static interface MyInterface {<newline46mondego>    String getSpecialInfo();<newline46mondego><newline46mondego>    @JsonAnyGetter<newline46mondego>    Map<String, String> delegate();<newline46mondego>}<newline46mondego><newline46mondego>@JsonSerialize(as = MyInterface.class)<newline46mondego>public static class MyImpl extends ForwardingMap<String, String> implements MyInterface {<newline46mondego><newline46mondego>    private String                  specialInfo;<newline46mondego>    private HashMap<String, String> delegate = new HashMap<String, String>();<newline46mondego><newline46mondego>    public Map<String, String> delegate() {<newline46mondego>        return this.delegate;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String getSpecialInfo() {<newline46mondego>        return specialInfo;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setSpecialInfo(String specialInfo) {<newline46mondego>        this.specialInfo = specialInfo;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String put(String key, String value) {<newline46mondego>        return delegate.put(key, value);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public static void main(String[] args) throws IOException {<newline46mondego>    ObjectMapper mapper = new ObjectMapper();<newline46mondego>    MyImpl objectOfMapImpl = new MyImpl();<newline46mondego>    objectOfMapImpl.setSpecialInfo(<doubleQuotes46>specialInfo<doubleQuotes46>);<newline46mondego>    objectOfMapImpl.put(<doubleQuotes46>XXX<doubleQuotes46>, <doubleQuotes46>YYY<doubleQuotes46>);<newline46mondego>    String json = mapper.writeValueAsString(objectOfMapImpl);<newline46mondego>    System.out.println(json);<newline46mondego>}<newline46mondego>"
"9927splitHere46","23105580splitHere46","static"
"9928splitHere46","23105580splitHere46","<outer-class>.this"
"9929splitHere46","23105907splitHere46","public class ThreadDemo extends Thread{<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void run(){<newline46mondego>        while(true){<newline46mondego>            // Your code here<newline46mondego>            System.out.println(new Date());<newline46mondego>            try {<newline46mondego>                Thread.sleep(1000);<newline46mondego>            } catch (InterruptedException e) {              <newline46mondego>            e.printStackTrace();<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String []args){<newline46mondego>        ThreadDemo t = new ThreadDemo();<newline46mondego>        t.start();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9930splitHere46","23105969splitHere46","public void deleteKeepSuperclassObject(final ChildData childData) {<newline46mondego>    final BaseData baseDataToKeep = new BaseData();<newline46mondego>    //populate baseDataToKeep with data from the childData to remove<newline46mondego>    em.persist(baseDataToKeep);<newline46mondego>    em.remove(childData);<newline46mondego>}<newline46mondego>"
"9931splitHere46","23105993splitHere46","y=Math.atan(x)/(Math.PI/2);<newline46mondego>    y=x/(1+x);<newline46mondego>    y=1-Math.exp(-x);<newline46mondego>"
"9932splitHere46","23105993splitHere46","k>0"
"9933splitHere46","23105993splitHere46","y=Math.atan(k*x)/(Math.PI/2);<newline46mondego>    y=x/(k+x);<newline46mondego>    y=1-Math.exp(-k*x);<newline46mondego>"
"9934splitHere46","23106043splitHere46",".class"
"9935splitHere46","23106043splitHere46",".class"
"9936splitHere46","23106043splitHere46",".jar"
"9937splitHere46","23106108splitHere46","keepStatement()"
"9938splitHere46","23106108splitHere46","DataSource"
"9939splitHere46","23106139splitHere46","fot -> reduceByThis(fot)"
"9940splitHere46","23106139splitHere46","this::reduceByThis"
"9941splitHere46","23106139splitHere46","this"
"9942splitHere46","23106139splitHere46","reduceByThis"
"9943splitHere46","23106139splitHere46","public List<FriendOfTarget> reduce() {<newline46mondego>    return completeListOfFriendOfTargets<newline46mondego>        .stream()<newline46mondego>        .filter(this::reduceByThis)<newline46mondego>        .collect(toList());<newline46mondego>}<newline46mondego>"
"9944splitHere46","23106139splitHere46","this"
"9945splitHere46","23106139splitHere46","this"
"9946splitHere46","23106139splitHere46","public List<FriendOfTarget> reduce() {<newline46mondego>    return completeListOfFriendOfTargets<newline46mondego>        .stream()<newline46mondego>        .filter(fot -> fot.reduceOtherDirection(this))<newline46mondego>        .collect(toList());<newline46mondego>}<newline46mondego>"
"9947splitHere46","23106204splitHere46","excludes"
"9948splitHere46","23106204splitHere46","**/properties/*"
"9949splitHere46","23106204splitHere46","**/properties/**"
"9950splitHere46","23106330splitHere46","xyz()"
"9951splitHere46","23106330splitHere46","UserServiceImpl"
"9952splitHere46","23106330splitHere46","UserServiceImpl"
"9953splitHere46","23106330splitHere46","class UserServiceImpl {<newline46mondego>    private Y y = new y();<newline46mondego><newline46mondego>    public UserServiceImpl() {<newline46mondego>        super();<newline46mondego>    }<newline46mondego><newline46mondego>    public UserServiceImpl( final Y y, final UserDao userDao ) {<newline46mondego>        super();<newline46mondego>        this.y = y;<newline46mondego>        setUserDao(userDao); //Or however you would set this....<newline46mondego>    }<newline46mondego><newline46mondego>    public User xyz() {<newline46mondego>        if( y.authenticateUser() ) {<newline46mondego>            //code<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
