"1splitHere46","5227861splitHere46","for (SearchResult result : docSearch)  {<newline46mondego>  if (iter2 >= 50) break;<newline46mondego><newline46mondego>  //do stuff<newline46mondego>  iter2 += 1;<newline46mondego>}<newline46mondego>"
"6528splitHere46","5425373splitHere46","@OneToMany(cascade=CascadeType.ALL, fetch=FetchType.LAZY)<newline46mondego>@JoinTable(name=<doubleQuotes46>container_mapping<doubleQuotes46>,<newline46mondego>     joinColumns = @JoinColumn(name=<doubleQuotes46>internal_id<doubleQuotes46>),<newline46mondego>     inverseJoinColumns = @JoinColumn(name=<doubleQuotes46>external_id<doubleQuotes46>)<newline46mondego>@WhereJoinTable(clause=<doubleQuotes46>mapping_type_id=2<doubleQuotes46>)<newline46mondego>private List<Video> videos = Lists.newArrayList();<newline46mondego>"
"6529splitHere46","5425713splitHere46","Enable caching of this query result, provided query caching is enabled for the underlying session"
"6530splitHere46","5425713splitHere46","@OneToMany<newline46mondego>@org.hibernate.annotations.Cache(usage = CacheConcurrencyStrategy.READ_ONLY)<newline46mondego>private List<Company> companies;<newline46mondego>"
"6531splitHere46","5425713splitHere46","@Entity<newline46mondego>@org.hibernate.annotations.Cache(usage = CacheConcurrencyStrategy.READ_ONLY)<newline46mondego>public class Company {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6532splitHere46","5425795splitHere46","Set<String> mySet = new HashSet<String>();<newline46mondego>mySet.addAll(...);<newline46mondego>"
"6533splitHere46","5425795splitHere46","mySet.contains(<doubleQuotes46>someString<doubleQuotes46>);"
"6534splitHere46","5425872splitHere46","UIDefaults"
"6535splitHere46","5425967splitHere46","byte[] originalBytes = Hex.decodeHex(string.toCharArray())"
"6536splitHere46","5426161splitHere46","class SparseMatrix {<newline46mondego>    ColumnNode head;<newline46mondego>    int dimx, dimy;<newline46mondego>    // other members<newline46mondego>}<newline46mondego><newline46mondego>class ColumnNode {<newline46mondego>    int colNum;<newline46mondego>    RowNode head;<newline46mondego>    ColumnNode next;<newline46mondego>}<newline46mondego><newline46mondego>class RowNode {<newline46mondego>    int rowNum;<newline46mondego>    double value;<newline46mondego>    RowNode next;<newline46mondego>}<newline46mondego>"
"6537splitHere46","5426161splitHere46","head"
"6538splitHere46","5426184splitHere46","options"
"6539splitHere46","5426184splitHere46","options"
"6540splitHere46","5426184splitHere46","selectionValues"
"6541splitHere46","5426184splitHere46","showInputDialog"
"6542splitHere46","5426184splitHere46","selectionValues"
"6543splitHere46","5426184splitHere46","selectionValues"
"6544splitHere46","5426184splitHere46","toString()"
"6545splitHere46","5426184splitHere46","JComboBox"
"6546splitHere46","5426184splitHere46","JList"
"6547splitHere46","5426184splitHere46","message"
"6548splitHere46","5426184splitHere46","Component"
"6549splitHere46","5426184splitHere46","selectionValues"
"6550splitHere46","5426184splitHere46","selectionValues"
"6551splitHere46","5426244splitHere46","public class MyBi extends BufferedImage<newline46mondego>{<newline46mondego>    private final BufferedImage realBufferedImage;<newline46mondego><newline46mondego>    public MyBi(BufferedImage bi)<newline46mondego>    {<newline46mondego>        super(0, 0, TYPE_INT_ARGB);<newline46mondego>        realBufferedImage = bi;<newline46mondego>    }<newline46mondego><newline46mondego>    // Add methods for managing your extra data<newline46mondego><newline46mondego>    // For every method in BufferedImage, override it like so:<newline46mondego>    public void setData(Raster r)<newline46mondego>    {<newline46mondego>        realBufferedImage.setData(r);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6552splitHere46","5426244splitHere46","Delegate Method..."
"6553splitHere46","5426244splitHere46","realBufferedImage"
"6554splitHere46","5426244splitHere46","BufferedImage"
"6555splitHere46","5426244splitHere46","OK"
"6556splitHere46","5426852splitHere46","ApplicationContextAware"
"6557splitHere46","5426852splitHere46","ApplicationContext"
"6558splitHere46","5426852splitHere46","new"
"6559splitHere46","5427013splitHere46","pointcut selfAndTarget(Object tgt, Object thiz) : target(tgt) && this(thiz)<newline46mondego>pointcut notSelf(): selfAndTarget(tgt, thiz) && if(tgt != thiz)<newline46mondego>"
"6560splitHere46","5427120splitHere46","run()"
"6561splitHere46","5427120splitHere46","proxy-target-class=<doubleQuotes46>true<doubleQuotes46>"
"6562splitHere46","5427330splitHere46","HashMap"
"6563splitHere46","5427568splitHere46","ArrayList.indexOf(myString)"
"6564splitHere46","5427614splitHere46","Semaphore"
"6565splitHere46","5427614splitHere46","CyclicBarrier"
"6566splitHere46","5427614splitHere46","CountdownLatch"
"6567splitHere46","5427909splitHere46","<%@taglib prefix=<doubleQuotes46>c<doubleQuotes46> uri=<doubleQuotes46>http://java.sun.com/jsp/jstl/core<doubleQuotes46> %><newline46mondego>"
"6568splitHere46","5428033splitHere46","at SoundsTrip.SoundBytePlaying.openFile(SoundBytePlaying.java:267)<newline46mondego>"
"6569splitHere46","5428033splitHere46","SoundsTrip.SoundBytePlaying"
"6570splitHere46","5428033splitHere46","openFile()"
"6571splitHere46","5428033splitHere46","someObject.doSomething();<newline46mondego>"
"6572splitHere46","5428033splitHere46","NullPointerException"
"6573splitHere46","5428033splitHere46","someObject"
"6574splitHere46","5428033splitHere46","null"
"6575splitHere46","5428033splitHere46","."
"6576splitHere46","5428033splitHere46","null"
"6577splitHere46","5428033splitHere46","someObject = new SomeObject();<newline46mondego>someObject.doSomething();<newline46mondego>"
"6578splitHere46","5428033splitHere46","null"
"6579splitHere46","5428033splitHere46","if (someObject != null) {<newline46mondego>    someObject.doSomething();<newline46mondego>}<newline46mondego>"
"6580splitHere46","5428090splitHere46","List<String> firstNames = something.list(firstName);<newline46mondego>request.setAttribute(<doubleQuotes46>firstNames<doubleQuotes46>, firstNames);<newline46mondego>request.getRequestDispatcher(<doubleQuotes46>result.jsp<doubleQuotes46>).forward(request, response);<newline46mondego>"
"6581splitHere46","5428090splitHere46","<c:forEach items=<doubleQuotes46>${firstNames}<doubleQuotes46> var=<doubleQuotes46>firstName<doubleQuotes46>><newline46mondego>    ${firstName}<br/><newline46mondego></c:forEach><newline46mondego>"
"6582splitHere46","5428234splitHere46","InputStream is = getClass().getResourceAsStream(<doubleQuotes46>car1.png<doubleQuotes46>);<newline46mondego>ImageIO.read(is); <newline46mondego>"
"6583splitHere46","5428330splitHere46","res2"
"6584splitHere46","5428330splitHere46","res"
"6585splitHere46","5428330splitHere46","String name = res2.getString(<doubleQuotes46>name<doubleQuotes46>); //not res<newline46mondego> String lname = res2.getString(<doubleQuotes46>lname<doubleQuotes46>); //not res<newline46mondego>"
"6586splitHere46","5428330splitHere46","finally{}"
"6587splitHere46","5428388splitHere46","System.out.print(mid + <doubleQuotes46> <doubleQuotes46>);<newline46mondego>"
"6588splitHere46","5428388splitHere46","System.out.println(<doubleQuotes46> <doubleQuotes46>);<newline46mondego>"
"6589splitHere46","5428388splitHere46","for (int mid = low; mid<=high; mid++)<newline46mondego>"
"6590splitHere46","5428496splitHere46","-Xmx"
"6591splitHere46","5428496splitHere46","-Xmx=2G"
"6592splitHere46","5428560splitHere46","ftype | find <doubleQuotes46>jarfile<doubleQuotes46><newline46mondego>"
"6593splitHere46","5428560splitHere46","jarfile=<doubleQuotes46>C:\Program Files (x86)\Java\jre6\bin\javaw.exe<doubleQuotes46> -jar <doubleQuotes46>%1<doubleQuotes46> %*<newline46mondego>"
"6594splitHere46","5428560splitHere46","ftype"
"6595splitHere46","5428560splitHere46","ftype jarfile=<doubleQuotes46>C:\Program Files (x86)\Java\jre6\bin\javaw.exe<doubleQuotes46> -jar <doubleQuotes46>%1<doubleQuotes46> %*<newline46mondego>"
"6596splitHere46","5428713splitHere46","ServletContextListener"
"6597splitHere46","5428713splitHere46","ScheduledExecutorService"
"6598splitHere46","5428713splitHere46","@WebListener<newline46mondego>public class Config implements ServletContextListener {<newline46mondego><newline46mondego>    private ScheduledExecutorService scheduler;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void contextInitialized(ServletContextEvent event) {<newline46mondego>        Data data = new Data(); // Your class which reads and holds data upon construction.<newline46mondego>        event.getServletContext().setAttribute(<doubleQuotes46>data<doubleQuotes46>, data);<newline46mondego>        scheduler = Executors.newSingleThreadScheduledExecutor();<newline46mondego>        scheduler.scheduleAtFixedRate(new Reloader(data), 0, 1, TimeUnit.DAYS);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void contextDestroyed(ServletContextEvent event) {<newline46mondego>        scheduler.shutdownNow();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"6599splitHere46","5428713splitHere46","public class Reloader implements Runnable {<newline46mondego><newline46mondego>    private Data data;<newline46mondego><newline46mondego>    public Reloader(Data data) {<newline46mondego>        this.data = data;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void run() {<newline46mondego>        data.reload();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"6600splitHere46","5428713splitHere46","@Override<newline46mondego>protected void doGet(HttpServletRequest request, HttpServletResponse response) {<newline46mondego>    Data data = (Data) getServletContext().getAttribute(<doubleQuotes46>data<doubleQuotes46>);<newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"6601splitHere46","5428713splitHere46","${data.something}<newline46mondego>"
"6602splitHere46","5429058splitHere46","-ea"
"6603splitHere46","5429085splitHere46","types"
"6604splitHere46","5429085splitHere46","Map<String, Map<Integer, List>>"
"6605splitHere46","5429085splitHere46","HashMap<Integer, Object>"
"6606splitHere46","5429085splitHere46","Object[]"
"6607splitHere46","5429085splitHere46","Map<String, LevelMap>"
"6608splitHere46","5429085splitHere46","LevelMap"
"6609splitHere46","5429085splitHere46","public class LevelMap {<newline46mondego>    private static final ArrayList<String> EMPTY = Collections.emptyList();<newline46mondego><newline46mondego>    private ArrayList<String>[] levels;<newline46mondego>    private int firstLevel;<newline46mondego><newline46mondego>    public LevelMap(int firstLevel, int lastLevel) {<newline46mondego>        this.firstLevel = firstLevel;<newline46mondego>        levels = new ArrayList<String>[lastLevel - firstLevel + 1];<newline46mondego>    }<newline46mondego><newline46mondego>    public static void addToTypeMap(String key, String value, <newline46mondego>            int firstLevel, int lastLevel) {<newline46mondego>        LevelMap l = types.get(key);<newline46mondego>        if (l == null) {<newline46mondego>            l = new LevelMap(firstLevel, lastLevel);<newline46mondego>            types.put(key, l);<newline46mondego>        } <newline46mondego>        l.add(value, firstLevel, lastLevel);<newline46mondego>    }<newline46mondego><newline46mondego>    public void add(String value, int firstLevel, int lastLevel) {<newline46mondego>        ensure(firstLevel, lastLevel);<newline46mondego>        for (int i = firstLevel; i <= lastLevel; i++) {<newline46mondego>            j = i - this.firstLevel;<newline46mondego>            if (levels[j] == null) {<newline46mondego>                levels[j] == new ArrayList<String>();<newline46mondego>            }<newline46mondego>            levels[j].add(value);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private void ensure(int firstLevel, int lastLevel) {<newline46mondego>        // Make sure that these levels are in the levelmap<newline46mondego>        // If necessary, reallocate this.levels and adjust this.firstLevel<newline46mondego>    }<newline46mondego><newline46mondego>    public String get(int level) {<newline46mondego>        if (level < this.firstLevel ||<newline46mondego>            level >= this.firstLevel + levels.length ||<newline46mondego>            levels[level - this.firstLevel] == null) {<newline46mondego>            return EMPTY;<newline46mondego>        } else {<newline46mondego>            return levels[level - this.firstLevel];<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6610splitHere46","5429306splitHere46","Map<K,V> m=new LinkedHashMap<K,V>();<newline46mondego>for(Map.Entry<K,V> entry: m.entrySet())<newline46mondego>    System.out.println(entry.getKey() + <doubleQuotes46>: <doubleQuotes46> + entry.getValue());<newline46mondego>"
"6611splitHere46","5429323splitHere46","splitPane.addPropertyChangeListener(JSplitPane.DIVIDER_LOCATION_PROPERTY, new SplitPanePropertyChangeListener());<newline46mondego><newline46mondego>private class SplitPanePropertyChangeListener implements PropertyChangeListener {    <newline46mondego>    public void propertyChange(java.beans.PropertyChangeEvent evt) {    <newline46mondego>        int nv = ((Integer) evt.getNewValue()).intValue();    <newline46mondego>         if (nv == 1) { //adjust this depending on your divider location    <newline46mondego>         setSize(new Dimension(800, 560));    <newline46mondego>      }    <newline46mondego>      if (nv == 221) { //adjust this depending on your divider location    <newline46mondego>         setSize(new Dimension(1000, 560));    <newline46mondego>      }     <newline46mondego>   }    <newline46mondego>}<newline46mondego>"
"6612splitHere46","5429527splitHere46","<doubleQuotes46>abc<doubleQuotes46>"
"6613splitHere46","5429527splitHere46","(?!abc)."
"6614splitHere46","5429527splitHere46","<doubleQuotes46>a<doubleQuotes46>"
"6615splitHere46","5429527splitHere46","<doubleQuotes46>a<doubleQuotes46>"
"6616splitHere46","5429588splitHere46","jdbcTemplate.queryForObject"
