"1splitHere46","17981343splitHere46","curl -v -X PUT -H <doubleQuotes46>Content-Type: text/uri-list<doubleQuotes46> \<newline46mondego>-d <doubleQuotes46>http://localhost:7070/study-spring-data/teacher/1<doubleQuotes46> http://localhost:7070/study-spring-data/course/123/teacher<newline46mondego>"
"10012splitHere46","18209411splitHere46","private boolean isNeighbor(ArrayList<Customer> collection, Customer node,DirectedSparseGraph<Customer, Transaction> network) throws SQLException {<newline46mondego>        HashMap<String, Customer> realNodes = new HashMap<String, Customer>();<newline46mondego>        Collection<Customer> nodes=network.getVertices();<newline46mondego><newline46mondego>        for (Customer n: nodes) {<newline46mondego>            realNodes.put(n.getName(), n);<newline46mondego>        }<newline46mondego><newline46mondego>        Customer acctualNode = realNodes.get(node.getName());<newline46mondego>        for(Customer customer:collection){<newline46mondego>            Customer actualCustomer = realNodes.get(customer.getName());<newline46mondego>            if(network.isSuccessor(actualCustomer, acctualNode)) {<newline46mondego>                return true;<newline46mondego>            }<newline46mondego>        }<newline46mondego>        return false;<newline46mondego>    }<newline46mondego>"
"10013splitHere46","18209411splitHere46","public Collection<V>  getSuccessors(V vertex)<newline46mondego>    {<newline46mondego>        if (!containsVertex(vertex))<newline46mondego>            return null;<newline46mondego>        return Collections.unmodifiableCollection(getSuccs_internal(vertex));<newline46mondego>    }<newline46mondego>"
"10014splitHere46","18209411splitHere46","public class Customer {<newline46mondego>...<newline46mondego> private String name;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public int hashCode() {<newline46mondego>        final int prime = 31;<newline46mondego>        int result = 1;<newline46mondego>        result = prime * result + ((name == null) ? 0 : name.hashCode());<newline46mondego>        return result;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public boolean equals(Object obj) {<newline46mondego>        if (this == obj)<newline46mondego>            return true;<newline46mondego>        if (obj == null)<newline46mondego>            return false;<newline46mondego>        if (getClass() != obj.getClass())<newline46mondego>            return false;<newline46mondego>        Customer other = (Customer ) obj;<newline46mondego>        if (name == null) {<newline46mondego>            if (other.name != null)<newline46mondego>                return false;<newline46mondego>        } else if (!name.equals(other.name))<newline46mondego>            return false;<newline46mondego>        return true;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10015splitHere46","18209411splitHere46","private boolean isNeighbor(ArrayList<Customer> collection, Customer node,DirectedSparseGraph<Customer, Transaction> network) throws SQLException {<newline46mondego>        for(Customer customer:collection){<newline46mondego>            //if(network.isSuccessor(customer, node)) { <newline46mondego>            if(isSuccessor(network, customer, node)) {<newline46mondego>                return true;<newline46mondego>            }<newline46mondego>        }<newline46mondego>        return false;<newline46mondego>    }<newline46mondego><newline46mondego>    private boolean isSuccessor(DirectedSparseGraph<Customer, Transaction> network, Customer customer, Customer node) {<newline46mondego>        Customer mockNode = node;<newline46mondego>        Customer mockCustomer = customer;<newline46mondego>        // If you can't redefine equals method for Customer object then you need to create a mock object mockNode.equals(node) == true && mockCustomer.equals(customer)<newline46mondego>        Collection<Customer> successors = network.getSuccessors(mockNode);<newline46mondego>        return successors != null && successors.indexOf(mockCustomer) != -1;<newline46mondego>    }<newline46mondego>"
"10016splitHere46","18209411splitHere46","mockNode.equals(node) && mockCustomer.equals(customer)<newline46mondego>"
"10017splitHere46","18209421splitHere46","ListView"
"10018splitHere46","18209421splitHere46","Fragment"
"10019splitHere46","18209421splitHere46","ListFragment"
"10020splitHere46","18209421splitHere46","android.R.layout.simple_list_item_1"
"10021splitHere46","18209421splitHere46","import android.content.Context;<newline46mondego>import android.database.Cursor;<newline46mondego>import android.net.Uri;<newline46mondego>import android.os.Bundle;<newline46mondego>import android.provider.ContactsContract.Contacts;<newline46mondego>import android.support.v4.app.ListFragment;<newline46mondego>import android.support.v4.app.LoaderManager.LoaderCallbacks;<newline46mondego>import android.support.v4.content.CursorLoader;<newline46mondego>import android.support.v4.content.Loader;<newline46mondego>import android.support.v4.widget.CursorAdapter;<newline46mondego>import android.support.v4.widget.SimpleCursorAdapter;<newline46mondego><newline46mondego>public class ContactListFragment extends ListFragment implements LoaderCallbacks<Cursor> {<newline46mondego><newline46mondego>    private CursorAdapter mAdapter;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onCreate(Bundle savedInstanceState) {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego><newline46mondego>        // create adapter once<newline46mondego>        Context context = getActivity();<newline46mondego>        int layout = android.R.layout.simple_list_item_1;<newline46mondego>        Cursor c = null; // there is no cursor yet<newline46mondego>        int flags = 0; // no auto-requery! Loader requeries.<newline46mondego>        mAdapter = new SimpleCursorAdapter(context, layout, c, FROM, TO, flags);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onActivityCreated(Bundle savedInstanceState) {<newline46mondego>        super.onActivityCreated(savedInstanceState);<newline46mondego><newline46mondego>        // each time we are started use our listadapter<newline46mondego>        setListAdapter(mAdapter);<newline46mondego>        // and tell loader manager to start loading<newline46mondego>        getLoaderManager().initLoader(0, null, this);<newline46mondego>    }<newline46mondego><newline46mondego>    // columns requested from the database<newline46mondego>    private static final String[] PROJECTION = {<newline46mondego>        Contacts._ID, // _ID is always required<newline46mondego>        Contacts.DISPLAY_NAME_PRIMARY // that's what we want to display<newline46mondego>    };<newline46mondego><newline46mondego>    // and name should be displayed in the text1 textview in item layout<newline46mondego>    private static final String[] FROM = { Contacts.DISPLAY_NAME_PRIMARY };<newline46mondego>    private static final int[] TO = { android.R.id.text1 };<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Loader<Cursor> onCreateLoader(int id, Bundle args) {<newline46mondego><newline46mondego>        // load from the <doubleQuotes46>Contacts table<doubleQuotes46><newline46mondego>        Uri contentUri = Contacts.CONTENT_URI;<newline46mondego><newline46mondego>        // no sub-selection, no sort order, simply every row<newline46mondego>        // projection says we want just the _id and the name column<newline46mondego>        return new CursorLoader(getActivity(),<newline46mondego>                contentUri,<newline46mondego>                PROJECTION,<newline46mondego>                null,<newline46mondego>                null,<newline46mondego>                null);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onLoadFinished(Loader<Cursor> loader, Cursor data) {<newline46mondego>        // Once cursor is loaded, give it to adapter<newline46mondego>        mAdapter.swapCursor(data);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onLoaderReset(Loader<Cursor> loader) {<newline46mondego>        // on reset take any old cursor away<newline46mondego>        mAdapter.swapCursor(null);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10022splitHere46","18209443splitHere46","@Path(<doubleQuotes46>/Updates{id : (/[0-9]+)?}{path : .*}<doubleQuotes46>)<newline46mondego>"
"10023splitHere46","18209447splitHere46","searchFolder"
"10024splitHere46","18209447splitHere46","processFile"
"10025splitHere46","18209447splitHere46","public static void main(String[] args) {<newline46mondego>    String path = <doubleQuotes46>c:\\temp<doubleQuotes46>;<newline46mondego>    Pattern filePattern = Pattern.compile(<doubleQuotes46>(?i).*\\.xml$<doubleQuotes46>);<newline46mondego>    searchFolder(path, filePattern);<newline46mondego>}<newline46mondego><newline46mondego>public static void searchFolder(String searchPath, Pattern filePattern){<newline46mondego>    File dir = new File(searchPath);<newline46mondego>    for(File item : dir.listFiles()){<newline46mondego>        if(item.isDirectory()){<newline46mondego>            //recursively search subdirectories<newline46mondego>            searchFolder(item.getAbsolutePath(), filePattern);<newline46mondego>        } else if(item.isFile() && filePattern.matcher(item.getName()).matches()){<newline46mondego>            processFile(item);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public static void processFile(File aFile){<newline46mondego>    String filename = aFile.getAbsolutePath();<newline46mondego>    String txtFilename = filename.substring(0, filename.lastIndexOf(<doubleQuotes46>.<doubleQuotes46>)) + <doubleQuotes46>.txt<doubleQuotes46>;<newline46mondego>    //Do your xml file parsing and write to txtFilename<newline46mondego>}<newline46mondego>"
"10026splitHere46","18209447splitHere46","C:\Users\xxx\Documents\Data\ProjectName"
"10027splitHere46","18209559splitHere46","@DataProvider(name=<doubleQuotes46>standardTestData<doubleQuotes46>)"
"10028splitHere46","18209559splitHere46","@Test(dataProvider=<doubleQuotes46>standardTestData<doubleQuotes46>, dataProviderClass=AppData.class)"
"10029splitHere46","18209647splitHere46","wait"
"10030splitHere46","18209647splitHere46","notify"
"10031splitHere46","18209647splitHere46","Object.notifyAll"
"10032splitHere46","18209647splitHere46","IllegalMonitorStateException"
"10033splitHere46","18209647splitHere46","synchronized(nameSetLock){<newline46mondego>  notifyAll();<newline46mondego>}<newline46mondego>"
"10034splitHere46","18209647splitHere46","synchronized(nameSetLock){<newline46mondego>  nameSetLock.notifyAll();<newline46mondego>}<newline46mondego>"
"10035splitHere46","18209647splitHere46","wait"
"10036splitHere46","18209647splitHere46","syncronized"
"10037splitHere46","18209647splitHere46","synchronized"
"10038splitHere46","18209660splitHere46","byte[] readBuffer = new byte[20];<newline46mondego><newline46mondego>while (inputStream.available() > 0)<newline46mondego>{<newline46mondego>    int numBytes = inputStream.read(readBuffer);<newline46mondego>}<newline46mondego><newline46mondego>System.out.print(new String(readBuffer));<newline46mondego>"
"10039splitHere46","18209660splitHere46","String"
"10040splitHere46","18209660splitHere46","String"
"10041splitHere46","18209660splitHere46","readBuffer"
"10042splitHere46","18209660splitHere46","readBuffer"
"10043splitHere46","18209660splitHere46","numBytes"
"10044splitHere46","18209660splitHere46","String"
"10045splitHere46","18209660splitHere46","us-ascii"
"10046splitHere46","18209660splitHere46","byte[] readBuffer = new byte[20];<newline46mondego><newline46mondego>while (inputStream.available() > 0) {<newline46mondego>    int numBytes = inputStream.read(readBuffer);<newline46mondego>    System.out.print(new String(readBuffer, 0, numBytes, <doubleQuotes46>us-ascii<doubleQuotes46>));<newline46mondego>}<newline46mondego>"
"10047splitHere46","18209934splitHere46","public enum GameObjectType { Vehicle, Brick, ... };<newline46mondego><newline46mondego>public class GameObject<newline46mondego>{<newline46mondego>    GameObjectType Type;<newline46mondego>    string Name;<newline46mondego>    long ID; // I don't know if you need one<newline46mondego>    Point Location;<newline46mondego><newline46mondego>    ...<newline46mondego>}<newline46mondego><newline46mondego>public GameObject[,] Board;<newline46mondego><newline46mondego>Dictionary<GameObjectType, List<GameObject>> GameObjectsByType; // A mapping of all game objects by their type.<newline46mondego>"
"10048splitHere46","18209934splitHere46","Board"
"10049splitHere46","18209934splitHere46","GameObjectsByType"
"10050splitHere46","18210102splitHere46","String[]args"
"10051splitHere46","18210102splitHere46","java -jar myProgram.jar arg1 arg2 arg3<newline46mondego>"
"10052splitHere46","18210102splitHere46","arg1"
"10053splitHere46","18210102splitHere46","arg2"
"10054splitHere46","18210102splitHere46","arg3"
"10055splitHere46","18210102splitHere46","args"
"10056splitHere46","18210102splitHere46","Console co = System.console();<newline46mondego>"
"10057splitHere46","18210102splitHere46","co"
"10058splitHere46","18210102splitHere46","BufferedReader bufferRead = new BufferedReader(new InputStreamReader(System.in));<newline46mondego>"
"10059splitHere46","18210102splitHere46","Scanner keyboard = new Scanner(System.in);<newline46mondego>"
"10060splitHere46","18210295splitHere46","public Stack<File> getFilesInFolder(String startPath) {<newline46mondego>    File startFolder = new File(startPath);<newline46mondego>    Stack<File> picturestack = new Stack<File>();<newline46mondego><newline46mondego>    String extension;<newline46mondego>    int dotindex;<newline46mondego><newline46mondego>    // Go through the folder<newline46mondego>    for (File file : startFolder.listFiles()) {<newline46mondego>        extension = <doubleQuotes46><doubleQuotes46>;<newline46mondego>        dotindex = file.getName().lastIndexOf('.'); // Get the index of the dot in the filename<newline46mondego><newline46mondego>        if (dotindex > 0) {<newline46mondego>            extension = file.getName().substring(dotindex + 1);<newline46mondego><newline46mondego>            // Iterate all valid file types and check it<newline46mondego>            for (String filetype : validpicturetypes) {<newline46mondego>                if (extension.equals(filetype)) {<newline46mondego>                    picturestack.add(file);<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return picturestack;<newline46mondego>}<newline46mondego>"
