"1splitHere46","4769825splitHere46","java -classpath . ServerMain<newline46mondego>"
"6181splitHere46","4971025splitHere46","public static void main(String[] args) {<newline46mondego>    try {<newline46mondego>        BufferedReader reader = new BufferedReader(new FileReader(<doubleQuotes46>inputFile.txt<doubleQuotes46>));<newline46mondego>        String nextLine = reader.readLine();<newline46mondego>        List<Item> listOfItems = new ArrayList<Item>();<newline46mondego><newline46mondego>        while (nextLine != null) {<newline46mondego>            if (!nextLine.equals(<doubleQuotes46>\n<doubleQuotes46>) && !nextLine.isEmpty()) {<newline46mondego>                String manufacturer = nextLine;<newline46mondego>                String type = reader.readLine();<newline46mondego>                String colour = reader.readLine();<newline46mondego>                String price = reader.readLine();<newline46mondego><newline46mondego>                Item newItem = new Item(manufacturer, type, colour, price);<newline46mondego>                listOfItems.add(newItem);<newline46mondego>            }<newline46mondego>            nextLine = reader.readLine();<newline46mondego>        }<newline46mondego>        reader.close();<newline46mondego>        Collections.sort(listOfItems, new Comparator<Item>() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public int compare(Item o1, Item o2) {<newline46mondego>                return o1.manufacturer.compareTo(o2.manufacturer);<newline46mondego>            }<newline46mondego>        });            <newline46mondego>        PrintWriter writer = new PrintWriter(<doubleQuotes46>outputFile.txt<doubleQuotes46>);<newline46mondego><newline46mondego>        for (Item item : listOfItems) {<newline46mondego>            writer.println(item.manufacturer);<newline46mondego>            writer.println(item.type);<newline46mondego>            writer.println(item.colour);<newline46mondego>            writer.println(item.price);<newline46mondego>            writer.println();<newline46mondego>        }<newline46mondego>        writer.close();<newline46mondego>    } catch (Exception e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6182splitHere46","4971025splitHere46","new Comparator<Item>"
"6183splitHere46","4971044splitHere46","public class Horse() {<newline46mondego>"
"6184splitHere46","4971044splitHere46","public class Horse {<newline46mondego>"
"6185splitHere46","4971044splitHere46","public class Unicorn extends Horse() {<newline46mondego>"
"6186splitHere46","4971044splitHere46","public class Unicorn extends Horse {<newline46mondego>"
"6187splitHere46","4971082splitHere46","Criteria criteria = session.createCriteria(Question.class, <doubleQuotes46>q<doubleQuotes46>);<newline46mondego>criteria.createAlias(<doubleQuotes46>q.answers<doubleQuotes46>, <doubleQuotes46>answer<doubleQuotes46>, Criteria.LEFT_JOIN);<newline46mondego>criteria.setProjection(Projections.projectionList().add(Projections.groupProperty(<doubleQuotes46>q.id<doubleQuotes46>))<newline46mondego>                                                   .add(Projections.count(<doubleQuotes46>answer.id<doubleQuotes46>).as(<doubleQuotes46>numberOfAnswers<doubleQuotes46>)));<newline46mondego>criteria.addOrder(Order.desc(<doubleQuotes46>numberOfAnswers<doubleQuotes46>));<newline46mondego>"
"6188splitHere46","4971082splitHere46","add(Projections.groupProperty(<doubleQuotes46>q.text<doubleQuotes46>))"
"6189splitHere46","4971082splitHere46","select this_.ID_QUESTION as y0_, count(answer1_.ID_ANSWER) as y1_ from QUESTION this_ left outer join ANSWER answer1_ on this_.ID_QUESTION=answer1_.ID_QUESTION group by this_.ID_QUESTION order by y1_ desc;<newline46mondego>"
"6190splitHere46","4971238splitHere46","log(2)"
"6191splitHere46","4971238splitHere46","Math.log"
"6192splitHere46","4971238splitHere46","log2"
"6193splitHere46","4971238splitHere46","Integer.numberOfLeadingZeros"
"6194splitHere46","4971238splitHere46","ceil(log2(x)) = 32 - numberOfLeadingZeros(x - 1)"
"6195splitHere46","4971238splitHere46","numberOfLeadingZeros"
"6196splitHere46","4971323splitHere46","const"
"6197splitHere46","4971323splitHere46","const"
"6198splitHere46","4971323splitHere46","class Foo {<newline46mondego>public:<newline46mondego>   void bar();<newline46mondego>   void foo() const;<newline46mondego>};<newline46mondego><newline46mondego>void test(const Foo& i) {<newline46mondego>   i.foo(); //fine<newline46mondego>   i.bar(); //error<newline46mondego>}<newline46mondego>"
"6199splitHere46","4971323splitHere46","public class Foo {<newline46mondego>   void bar() {<newline46mondego>     final int a;<newline46mondego>     a = 10;<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6200splitHere46","4971323splitHere46","public class Foo {<newline46mondego>   void bar() {<newline46mondego>     final int a;<newline46mondego>     a = 10;<newline46mondego>     a = 11; // Not legal, a has already been assigned a value.<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6201splitHere46","4971323splitHere46","final"
"6202splitHere46","4971323splitHere46","const"
"6203splitHere46","4971323splitHere46","public class Foo {<newline46mondego>   private final int a;<newline46mondego>   private final int b = 11;<newline46mondego>   public Foo() {<newline46mondego>      a = 10;<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6204splitHere46","4971323splitHere46","const"
"6205splitHere46","4971323splitHere46","class Foo {<newline46mondego>   const int a;<newline46mondego>public:<newline46mondego>   Foo() : a(10) {<newline46mondego>      // Assignment here with = would not be legal<newline46mondego>   }<newline46mondego>};<newline46mondego>"
"6206splitHere46","4971323splitHere46","public class Bar {<newline46mondego>   public final void foo() {<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>public class Error extends Bar {<newline46mondego>   // Error in java, can't override<newline46mondego>   public void foo() {<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6207splitHere46","4971323splitHere46","class Bar {<newline46mondego>public:<newline46mondego>   virtual void foo() const {<newline46mondego>   }<newline46mondego>};<newline46mondego><newline46mondego>class Error: public Bar {<newline46mondego>public:<newline46mondego>   // Fine in C++<newline46mondego>   virtual void foo() const {<newline46mondego>   }<newline46mondego>};<newline46mondego>"
"6208splitHere46","4971323splitHere46","const"
"6209splitHere46","4971323splitHere46","const"
"6210splitHere46","4971323splitHere46","final"
"6211splitHere46","4971323splitHere46","public class Bar {<newline46mondego>   public final void foo() {<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>public class Error extends Bar {<newline46mondego>   // Error in java, can't override<newline46mondego>   public void foo() {<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6212splitHere46","4971323splitHere46","class Bar {<newline46mondego>public:<newline46mondego>  virtual void foo() final;<newline46mondego>};<newline46mondego><newline46mondego>class Error : public Bar {<newline46mondego>public:<newline46mondego>  virtual void foo() final;<newline46mondego>};<newline46mondego>"
"6213splitHere46","4971323splitHere46","const"
"6214splitHere46","4971323splitHere46","final"
"6215splitHere46","4971323splitHere46","const"
"6216splitHere46","4971323splitHere46","class Bar {<newline46mondego>public:<newline46mondego>  virtual void foo() const final;<newline46mondego>};<newline46mondego>"
"6217splitHere46","4971323splitHere46","const"
"6218splitHere46","4971323splitHere46","final"
"6219splitHere46","4971323splitHere46","const"
"6220splitHere46","4971323splitHere46","virtual"
"6221splitHere46","4971323splitHere46","public final class Bar {<newline46mondego>}<newline46mondego><newline46mondego>public class Error extends Bar {<newline46mondego>}<newline46mondego>"
"6222splitHere46","4971323splitHere46","class Bar final {<newline46mondego>};<newline46mondego><newline46mondego>class Error : public Bar {<newline46mondego>};<newline46mondego>"
"6223splitHere46","4971323splitHere46","private"
"6224splitHere46","4971323splitHere46","final"
"6225splitHere46","4971323splitHere46","struct final;"
"6226splitHere46","4971360splitHere46","Set<String> colls = db.getCollectionNames();<newline46mondego><newline46mondego>for (String s : colls) {<newline46mondego>System.out.println(s);<newline46mondego>}<newline46mondego>"
"6227splitHere46","4971551splitHere46","void"
"6228splitHere46","4971551splitHere46","void"
"6229splitHere46","4971620splitHere46","java.io"
"6230splitHere46","4971637splitHere46","public static String nominator(String nbrPeople)<newline46mondego>{<newline46mondego>    BigDecimal nom = new BigDecimal(<doubleQuotes46>365<doubleQuotes46>) ;<newline46mondego>    BigDecimal days = new BigDecimal(<doubleQuotes46>365<doubleQuotes46>) ;<newline46mondego>    int limit = Integer.parseInt(nbrPeople);<newline46mondego>    for (int i = 0 ; i < limit ; i++ )<newline46mondego>    {<newline46mondego>        days = days.subtract(new BigDecimal(i)) ;<newline46mondego>        nom = nom.multiply(days) ;<newline46mondego>    }<newline46mondego>    return  nbrPeople ;<newline46mondego>}<newline46mondego>"
"6231splitHere46","4971637splitHere46","BigDecimal.subtract(int)"
"6232splitHere46","4971637splitHere46","BigDecimal.subtract(BigDecimal)"
"6233splitHere46","4971838splitHere46","<img>"
"6234splitHere46","4971838splitHere46","src"
"6235splitHere46","4971838splitHere46","<img src=<doubleQuotes46>foo.png<doubleQuotes46> /><newline46mondego>"
"6236splitHere46","4971838splitHere46","InputStream"
"6237splitHere46","4971838splitHere46","OutputStream"
"6238splitHere46","4971838splitHere46","src"
"6239splitHere46","4971838splitHere46","<img>"
"6240splitHere46","4971838splitHere46","<img src=<doubleQuotes46>imageservlet/foo.png<doubleQuotes46> /><newline46mondego>"
"6241splitHere46","4971908splitHere46","HttpServlet"
"6242splitHere46","4971908splitHere46","public class RegisterServlet extends HttpServlet {}<newline46mondego>"
"6243splitHere46","4971908splitHere46","web.xml"
"6244splitHere46","4971908splitHere46","<url-pattern>"
"6245splitHere46","4971908splitHere46","/register"
"6246splitHere46","4971908splitHere46","<servlet><newline46mondego>    <servlet-name>registerServlet</servlet-name><newline46mondego>    <servlet-class>com.example.RegisterServlet</servlet-class><newline46mondego></servlet><newline46mondego><servlet-mapping><newline46mondego>    <servlet-name>registerServlet</servlet-name><newline46mondego>    <url-pattern>/register</url-pattern><newline46mondego></servlet-mapping><newline46mondego>"
"6247splitHere46","4971908splitHere46","action"
"6248splitHere46","4971908splitHere46","<form action=<doubleQuotes46>register<doubleQuotes46> method=<doubleQuotes46>post<doubleQuotes46>><newline46mondego>"
"6249splitHere46","4971908splitHere46","doPost()"
"6250splitHere46","4971908splitHere46","protected void doPost(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException {<newline46mondego>    String name = request.getParameter(<doubleQuotes46>name<doubleQuotes46>);<newline46mondego>    String group = request.getParameter(<doubleQuotes46>group<doubleQuotes46>);<newline46mondego>    String pass = request.getParameter(<doubleQuotes46>pass<doubleQuotes46>);<newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"6251splitHere46","4971908splitHere46","User user = new User(name, group, pass);<newline46mondego>userDAO.save(user);<newline46mondego>"
"6252splitHere46","4971949splitHere46","RuntimeException"
"6253splitHere46","4971993splitHere46","public static void main (String[] args)<newline46mondego>"
"6254splitHere46","4971993splitHere46","args"
"6255splitHere46","4972035splitHere46","x"
"6256splitHere46","4972035splitHere46","y"
"6257splitHere46","4972035splitHere46","String x = <doubleQuotes46>abc<doubleQuotes46>;<newline46mondego>String y = <doubleQuotes46>abc<doubleQuotes46>;<newline46mondego>x = <doubleQuotes46>def<doubleQuotes46>;<newline46mondego>System.out.println(y); // Still prints abc<newline46mondego>"
"6258splitHere46","4972302splitHere46","new"
"6259splitHere46","4972302splitHere46","MediaPlayer"
"6260splitHere46","4972302splitHere46","onCreate()"
"6261splitHere46","4972302splitHere46","PlayerControls"
"6262splitHere46","4972302splitHere46","startActivity()"
"6263splitHere46","4972302splitHere46","PlayerControls"
"6264splitHere46","4972302splitHere46","Service"
"6265splitHere46","4972302splitHere46","startForeground()"
"6266splitHere46","4972308splitHere46","objects = new int[colNo + 1];<newline46mondego>"
"6267splitHere46","4972308splitHere46","List<int[]>"
"6268splitHere46","4972349splitHere46","<pre><newline46mondego>  <s:property value=<doubleQuotes46>sampleValue<doubleQuotes46>/><newline46mondego></pre><newline46mondego>"
"6269splitHere46","4972434splitHere46","Arrays.asList(T[])"
"6270splitHere46","4972434splitHere46","List<T>"
"6271splitHere46","4972434splitHere46","List"
"6272splitHere46","4972434splitHere46","toArray"
"6273splitHere46","4972434splitHere46","Object[]"
"6274splitHere46","4972434splitHere46","String[] y = x.toArray(new String[0]);<newline46mondego>"
"6275splitHere46","4972434splitHere46","List<E>"
"6276splitHere46","4972483splitHere46","com.sun.jna.platform.win32.WinUser.HHOOK"
"6277splitHere46","4972765splitHere46","replaceAll"
"6278splitHere46","4972765splitHere46","String regex = <doubleQuotes46>\\(\\*.*\\*\\)<doubleQuotes46>;<newline46mondego>Pattern pattern = Pattern.compile(regex);<newline46mondego>Matcher matcher = pattern.matcher(input);<newline46mondego>String result = matcher.replaceAll(<doubleQuotes46>(\\*\\*)<doubleQuotes46>);<newline46mondego>System.out.println(result);<newline46mondego>"
"6279splitHere46","4972765splitHere46","\(\*.*?\*\)"
"6280splitHere46","4972799splitHere46","Login"
"6281splitHere46","4972799splitHere46","ActionListener"
"6282splitHere46","4972799splitHere46","Login_Design"
"6283splitHere46","4972799splitHere46","Login_Design"
"6284splitHere46","4972799splitHere46","ActionListener"
"6285splitHere46","4972799splitHere46","Login_Design"
"6286splitHere46","4972799splitHere46","public void addActionListenerToButtons(ActionListener listener){<newline46mondego>    jbtnlongin.addActionListener(listener);<newline46mondego>}<newline46mondego>"
"6287splitHere46","4972799splitHere46","Login"
"6288splitHere46","4972799splitHere46","this"
"6289splitHere46","4972799splitHere46","Login_Design"
"6290splitHere46","4972808splitHere46","for(int i=0; i<50;i++ ){<newline46mondego>    add(new RedSquare());<newline46mondego>    add(new BlueSquare());<newline46mondego><newline46mondego>}<newline46mondego>"
"6291splitHere46","4972866splitHere46","acct1"
"6292splitHere46","4972866splitHere46","acct2"
