"1splitHere46","4308085splitHere46","msg.setRecipients()"
"5601splitHere46","4498197splitHere46","public void write(String root) {                <newline46mondego>        FileConnection fc = null;<newline46mondego>        String fName = <doubleQuotes46>test.txt<doubleQuotes46>;<newline46mondego>        try {<newline46mondego>            fc = (FileConnection) Connector.open(root + fName, Connector.READ_WRITE);<newline46mondego>            if(!fc.exists()) {<newline46mondego>                fc.create();<newline46mondego>            }<newline46mondego><newline46mondego>            DataOutputStream dos = fc.openDataOutputStream();<newline46mondego>            dos.writeUTF(<doubleQuotes46>test-test<doubleQuotes46>);                <newline46mondego><newline46mondego>        } catch (Exception e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        } finally {<newline46mondego>            try {<newline46mondego>                fc.close();<newline46mondego>            } catch (IOException e) { }<newline46mondego>        }<newline46mondego>}<newline46mondego>"
"5602splitHere46","4498197splitHere46","public void read(String root) {<newline46mondego>        FileConnection fc = null;<newline46mondego>        try {<newline46mondego>             fc= (FileConnection) Connector.open(root + <doubleQuotes46>test.txt<doubleQuotes46>, Connector.READ);<newline46mondego>             DataInputStream dis = fc.openDataInputStream();<newline46mondego>             String data = dis.readUTF();<newline46mondego>             System.out.println(data);<newline46mondego>        } catch (Exception e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        } finally {<newline46mondego>            try {<newline46mondego>                fc.close();<newline46mondego>            } catch (IOException e) { }<newline46mondego>    }<newline46mondego>    }<newline46mondego>"
"5603splitHere46","4498261splitHere46","Iterator"
"5604splitHere46","4498261splitHere46","for"
"5605splitHere46","4498261splitHere46","int count = 0;<newline46mondego><newline46mondego>for(final Iterator iterator = list.iterator(); iterator.hasNext();) {<newline46mondego>    final Object o = iterator.next();<newline46mondego><newline46mondego>    if (++count == 5) {<newline46mondego>        iterator.remove();<newline46mondego>    }<newline46mondego><newline46mondego>    o.toString();<newline46mondego>}<newline46mondego>"
"5606splitHere46","4498261splitHere46","ConcurrentModificationException"
"5607splitHere46","4498261splitHere46","for"
"5608splitHere46","4498261splitHere46","Iterator"
"5609splitHere46","4498261splitHere46","list.remove()"
"5610splitHere46","4498261splitHere46","Iterator"
"5611splitHere46","4498357splitHere46","long array_sum(int...array)<newline46mondego>    {<newline46mondego>        long sum = 0;<newline46mondego>        for(int value : array)<newline46mondego>            sum += value;<newline46mondego>        return sum;<newline46mondego>    }<newline46mondego>"
"5612splitHere46","4498357splitHere46","System.out.println(array_sum(1, 2, 3, -1));<newline46mondego>System.out.println(array_sum(1, 2));<newline46mondego>System.out.println(array_sum(new int[]{1,2,3,4,5}));<newline46mondego><newline46mondego>5<newline46mondego>3<newline46mondego>15<newline46mondego>"
"5613splitHere46","4498786splitHere46","officetools.OfficeFile;<newline46mondego>"
"5614splitHere46","4498826splitHere46","Integer.MAX_VALUE   <newline46mondego>"
"5615splitHere46","4498864splitHere46","double scaleX = (double) this.getWidth() / (coordinateSystem.getMaxX() - coordinateSystem.getMinY());<newline46mondego>"
"5616splitHere46","4498864splitHere46","Y"
"5617splitHere46","4498864splitHere46","X"
"5618splitHere46","4498955splitHere46","Queue<Point> points = new ArrayBlockingQueue<Point>(1024);<newline46mondego>for(int i=0;i<1000;i++)<newline46mondego>  points.add(new Point(i,i));<newline46mondego>Point missing = new Point(-1, -1);<newline46mondego>int runs = 100 * 1000;<newline46mondego>long start = System.nanoTime();<newline46mondego>for(int i=0;i< runs;i++)<newline46mondego>    points.contains(missing);<newline46mondego>long time = System.nanoTime() - start;<newline46mondego>System.out.printf(<doubleQuotes46>Average contains() took %.1f us%n<doubleQuotes46>, time/runs/1000.0);<newline46mondego>"
"5619splitHere46","4498955splitHere46","Average contains() took 5.1 us<newline46mondego>"
"5620splitHere46","4499020splitHere46","<embed>"
"5621splitHere46","4499020splitHere46","<object>"
"5622splitHere46","4499020splitHere46",".mov"
"5623splitHere46","4499020splitHere46","InputStream"
"5624splitHere46","4499020splitHere46","OutputStream"
"5625splitHere46","4499025splitHere46","showMessageDialogAndBeep()"
"5626splitHere46","4499025splitHere46","JOptionPane.showMessageDialog"
"5627splitHere46","4499029splitHere46","response.sendRedirect(<doubleQuotes46>http://google.com<doubleQuotes46>);<newline46mondego>"
"5628splitHere46","4499033splitHere46","View"
"5629splitHere46","4499033splitHere46","findViewById(R.id.edit_text_1)"
"5630splitHere46","4499033splitHere46","View"
"5631splitHere46","4499033splitHere46","View"
"5632splitHere46","4499033splitHere46","findViewById()"
"5633splitHere46","4499033splitHere46","EditText"
"5634splitHere46","4499033splitHere46","setId()"
"5635splitHere46","4499101splitHere46","objectArray = {2,23,42,3}"
"5636splitHere46","4499101splitHere46","public static Integer[] convert(Object[] objectArray){<newline46mondego>  Integer[] intArray = new Integer[objectArray.length];<newline46mondego><newline46mondego>  for(int i=0; i<objectArray.length; i++){<newline46mondego>   intArray[i] = (Integer) objectArray[i];<newline46mondego>  }<newline46mondego><newline46mondego>  return intArray;<newline46mondego> }<newline46mondego>"
"5637splitHere46","4499101splitHere46","Object[] objectArray = new Integer[/*length*/];"
"5638splitHere46","4499101splitHere46","(Integer []) objectArray;"
"5639splitHere46","4499113splitHere46","String hql=<doubleQuotes46>select count(distinct ip) as ip, sum(bytes) as bytes from Entity en where ....<newline46mondego>Query q=Session.createQuery(hql).setResultTransformer(Transformers.aliasToBean(Model.class));<newline46mondego>"
"5640splitHere46","4499113splitHere46","class Model {<newline46mondego>    private String ip = <doubleQuotes46><doubleQuotes46>;<newline46mondego>    private BigDecimal bytes = BigDecimal.ZERO;<newline46mondego><newline46mondego>    public void setIp(String anIp) {<newline46mondego>        if ( aString != null) {<newline46mondego>            this.ip = anIp;<newline46mondego>        }<newline46mondego>    }   <newline46mondego><newline46mondego>    public void setBytes(String aByte) {<newline46mondego>        if ( aByte != null) {<newline46mondego>            this.byte = aByte;<newline46mondego>        }<newline46mondego>    }   <newline46mondego>    .<newline46mondego>    .<newline46mondego>    .<newline46mondego>}<newline46mondego>"
"5641splitHere46","4499120splitHere46","split()"
"5642splitHere46","4499120splitHere46","String str = <doubleQuotes46>Name:Glenn Occupation:Code_Monkey<doubleQuotes46>;<newline46mondego><newline46mondego>String[] temp = str.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego>String[] name = temp[0].split(<doubleQuotes46>:<doubleQuotes46>);<newline46mondego>String[] occupation = temp[1].split(<doubleQuotes46>:<doubleQuotes46>);<newline46mondego>"
"5643splitHere46","4499120splitHere46","name[0] - Name<newline46mondego>name[1] - Glenn<newline46mondego><newline46mondego>occupation[0] - Occupation<newline46mondego>occupation[1] - Code_Monkey<newline46mondego>"
"5644splitHere46","4499142splitHere46","%CATALINA_HOME%/bin"
"5645splitHere46","4499142splitHere46","Environment Variables"
"5646splitHere46","4499142splitHere46","System Variables"
"5647splitHere46","4499142splitHere46","Path"
"5648splitHere46","4499142splitHere46",";%CATALINA_HOME%\bin"
"5649splitHere46","4499142splitHere46","OK"
"5650splitHere46","4499142splitHere46","startup.bat"
"5651splitHere46","4499229splitHere46","Runnable"
"5652splitHere46","4499229splitHere46","private Target target;  // this is a Spring bean of some kind<newline46mondego>@Autowired private TaskScheduler taskScheduler;<newline46mondego><newline46mondego>public void scheduleSomething() {<newline46mondego>    Runnable task = new Runnable() {<newline46mondego>       public void run() {<newline46mondego>          target.doTheWork();<newline46mondego>       }<newline46mondego>    };<newline46mondego>    taskScheduler.scheduleWithFixedDelay(task, delay);<newline46mondego>}<newline46mondego>"
"5653splitHere46","4499371splitHere46","DecimalFormat"
"5654splitHere46","4499371splitHere46","import java.text.*;<newline46mondego><newline46mondego>public class Test {<newline46mondego><newline46mondego>    public static void main(String[] args) throws ParseException {<newline46mondego><newline46mondego>        DecimalFormatSymbols dfs = new DecimalFormatSymbols();<newline46mondego>        dfs.setGroupingSeparator('.');<newline46mondego>        dfs.setDecimalSeparator(',');<newline46mondego><newline46mondego>        DecimalFormat df = new DecimalFormat();<newline46mondego>        df.setGroupingSize(3);<newline46mondego><newline46mondego>        String[] tests = { <doubleQuotes46>15,151.11<doubleQuotes46>, <doubleQuotes46>-7,21.3<doubleQuotes46>, <doubleQuotes46>8.8<doubleQuotes46> };<newline46mondego>        for (String test : tests)<newline46mondego>            System.out.printf(<doubleQuotes46>\<doubleQuotes46>%s\<doubleQuotes46> -> %f%n<doubleQuotes46>, test, df.parseObject(test));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5655splitHere46","4499371splitHere46","<doubleQuotes46>15,151.11<doubleQuotes46> -> 15151.110000<newline46mondego><doubleQuotes46>-7,21.3<doubleQuotes46> -> -721.300000<newline46mondego><doubleQuotes46>8.8<doubleQuotes46> -> 8.800000<newline46mondego>"
"5656splitHere46","4499399splitHere46","message /Spring3MVC/hello.html description <newline46mondego>The requested resource (/Spring3MVC/hello.html) is not available.<newline46mondego>"
"5657splitHere46","4499399splitHere46","INFO : org.springframework.web.servlet.mvc.annotation.DefaultAnnotationHandlerMapping - Mapped URL path [/hallo] onto handler 'halloController'<newline46mondego>"
"5658splitHere46","4499399splitHere46","<!-- Enables the Spring MVC @Controller programming model --><newline46mondego><annotation-driven /><newline46mondego>"
"5659splitHere46","4499410splitHere46","Map"
"5660splitHere46","4499410splitHere46","HashMap"
"5661splitHere46","4499410splitHere46","Map<String, Integer> tagArray = new HashMap<String, Integer>() {{<newline46mondego>    put(<doubleQuotes46>apples<doubleQuotes46>, 12);<newline46mondego>    put(<doubleQuotes46>oranges<doubleQuotes46>, 38);<newline46mondego>    put(<doubleQuotes46>pears<doubleQuotes46>, 10);<newline46mondego>    put(<doubleQuotes46>mangos<doubleQuotes46>, 24);<newline46mondego>    put(<doubleQuotes46>grapes<doubleQuotes46>, 18);<newline46mondego>    put(<doubleQuotes46>bananas<doubleQuotes46>, 56);<newline46mondego>    put(<doubleQuotes46>watermelons<doubleQuotes46>, 80);<newline46mondego>    put(<doubleQuotes46>lemons<doubleQuotes46>, 12);<newline46mondego>    put(<doubleQuotes46>limes<doubleQuotes46>, 12);<newline46mondego>    put(<doubleQuotes46>pineapples<doubleQuotes46>, 15);<newline46mondego>    put(<doubleQuotes46>strawberries<doubleQuotes46>, 20);<newline46mondego>    put(<doubleQuotes46>coconuts<doubleQuotes46>, 43);<newline46mondego>    put(<doubleQuotes46>cherries<doubleQuotes46>, 20);<newline46mondego>    put(<doubleQuotes46>raspberries<doubleQuotes46>, 8);<newline46mondego>    put(<doubleQuotes46>peaches<doubleQuotes46>, 25);<newline46mondego>}};<newline46mondego>"
"5662splitHere46","4499410splitHere46","<doubleQuotes46>lemons<doubleQuotes46>"
"5663splitHere46","4499410splitHere46","int value = tagArray.get(<doubleQuotes46>lemons<doubleQuotes46>);<newline46mondego>"
"5664splitHere46","4499410splitHere46","LinkedHashMap"
"5665splitHere46","4499410splitHere46","HashMap"
"5666splitHere46","4499412splitHere46","private RegExp urlValidator;<newline46mondego>private RegExp urlPlusTldValidator;<newline46mondego>public boolean isValidUrl(String url, boolean topLevelDomainRequired) {<newline46mondego>    if (urlValidator == null || urlPlusTldValidator == null) {<newline46mondego>        urlValidator = RegExp.compile(<doubleQuotes46>^((ftp|http|https)://[\\w@.\\-\\_]+(:\\d{1,5})?(/[\\w#!:.?+=&%@!\\_\\-/]+)*){1}$<doubleQuotes46>);<newline46mondego>        urlPlusTldValidator = RegExp.compile(<doubleQuotes46>^((ftp|http|https)://[\\w@.\\-\\_]+\\.[a-zA-Z]{2,}(:\\d{1,5})?(/[\\w#!:.?+=&%@!\\_\\-/]+)*){1}$<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    return (topLevelDomainRequired ? urlPlusTldValidator : urlValidator).exec(url) != null;<newline46mondego>}<newline46mondego>"
"5667splitHere46","4499428splitHere46","(name, version)"
"5668splitHere46","4499428splitHere46","select f from FeatureList f <newline46mondego>where f.version = <newline46mondego>     (select max(ff.version) from FeatureList ff where ff.name = f.name)<newline46mondego>"
"5669splitHere46","4499580splitHere46","NodeList list = estimateElement.getElementsByTagName(<doubleQuotes46>amount<doubleQuotes46>).item(0).getChildNodes();<newline46mondego> Node node = (Node) list.item(0); <newline46mondego><newline46mondego> String value  = node.getNodeValue();<newline46mondego>"
"5670splitHere46","4499595splitHere46","import java.io.*;<newline46mondego>class FileWrite <newline46mondego>{<newline46mondego>   public static void main(String args[])<newline46mondego>  {<newline46mondego>      try{<newline46mondego>    // Create file <newline46mondego>    FileWriter fstream = new FileWriter(System.currentTimeMillis() + <doubleQuotes46>out.txt<doubleQuotes46>);<newline46mondego>        BufferedWriter out = new BufferedWriter(fstream);<newline46mondego>    out.write(<doubleQuotes46>Hello Java<doubleQuotes46>);<newline46mondego>    //Close the output stream<newline46mondego>    out.close();<newline46mondego>    }catch (Exception e){//Catch exception if any<newline46mondego>      System.err.println(<doubleQuotes46>Error: <doubleQuotes46> + e.getMessage());<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
