"1splitHere46","1970159splitHere46","while(br.ready()){<newline46mondego>     System.out.println(br.readLine());<newline46mondego>}<newline46mondego>"
"6586splitHere46","2189759splitHere46","public class Server {<newline46mondego>    public void main(final String ... $Args) {<newline46mondego>         final Server S = new Server();<newline46mondego>         S.config($Args);<newline46mondego>         S.run();<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class Client {<newline46mondego>    public void main(final String ... $Args) {<newline46mondego>         final Client C = new Client();<newline46mondego>         C.config($Args);<newline46mondego>         C.run();<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class Test_ServerClient {<newline46mondego>    public void main(final String ... $Args) {<newline46mondego>         Server.main('server1.cfg');<newline46mondego>         Client.main('client1.cfg');<newline46mondego>         Client.main('client2.cfg');<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6587splitHere46","2189759splitHere46","<project name=<doubleQuotes46>TestServerClient<doubleQuotes46> default=<doubleQuotes46>test<doubleQuotes46> basedir=<doubleQuotes46>.<doubleQuotes46>><newline46mondego>  <target name=<doubleQuotes46>test<doubleQuotes46>><newline46mondego>       <java classname=<doubleQuotes46>my.Server<doubleQuotes46>><newline46mondego>         <arg value=<doubleQuotes46>server1.cfg<doubleQuotes46>/><newline46mondego>         <classpath><newline46mondego>           <pathelement location=<doubleQuotes46>dist/test.jar<doubleQuotes46>/><newline46mondego>           <pathelement path=<doubleQuotes46>${java.class.path}<doubleQuotes46>/><newline46mondego>         </classpath><newline46mondego>       </java><newline46mondego>       <java classname=<doubleQuotes46>my.Client<doubleQuotes46>><newline46mondego>         <arg value=<doubleQuotes46>client1.cfg<doubleQuotes46>/><newline46mondego>         <classpath><newline46mondego>           <pathelement location=<doubleQuotes46>dist/test.jar<doubleQuotes46>/><newline46mondego>           <pathelement path=<doubleQuotes46>${java.class.path}<doubleQuotes46>/><newline46mondego>         </classpath><newline46mondego>       </java><newline46mondego>       <java classname=<doubleQuotes46>my.Client<doubleQuotes46>><newline46mondego>         <arg value=<doubleQuotes46>client2.cfg<doubleQuotes46>/><newline46mondego>         <classpath><newline46mondego>           <pathelement location=<doubleQuotes46>dist/test.jar<doubleQuotes46>/><newline46mondego>           <pathelement path=<doubleQuotes46>${java.class.path}<doubleQuotes46>/><newline46mondego>         </classpath><newline46mondego>       </java><newline46mondego>  </target><newline46mondego></project>"
"6588splitHere46","2190048splitHere46","main"
"6589splitHere46","2190048splitHere46","public static void main(String[] arghhhhh) {<newline46mondego>    try {<newline46mondego>        ...<newline46mondego>    } catch (Throwable ex) {<newline46mondego>        System.err.println(<doubleQuotes46>Uncaught exception - <doubleQuotes46> + ex.getMessage());<newline46mondego>        ex.printStackTrace(System.err);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6590splitHere46","2190048splitHere46","System.exit()"
"6591splitHere46","2190177splitHere46","NullPointerException"
"6592splitHere46","2190177splitHere46","ArrayIndexOutOfBoundException"
"6593splitHere46","2190177splitHere46","null"
"6594splitHere46","2190177splitHere46","NullPointerException"
"6595splitHere46","2190177splitHere46","ArrayIndexOutOfBoundException"
"6596splitHere46","2190177splitHere46","RuntimeException"
"6597splitHere46","2190177splitHere46","RuntimeException"
"6598splitHere46","2190454splitHere46","c = a++++b; <newline46mondego>"
"6599splitHere46","2190454splitHere46","c = ((a++)++)b;  <newline46mondego>"
"6600splitHere46","2190454splitHere46","c = a++*+b; <newline46mondego>"
"6601splitHere46","2190454splitHere46","c = (a++)*(+b);<newline46mondego>"
"6602splitHere46","2190454splitHere46","c = ((a++)++)b;<newline46mondego>"
"6603splitHere46","2190454splitHere46","c = (a++)*(+b);<newline46mondego>"
"6604splitHere46","2190454splitHere46","c = a++ + +b;  <newline46mondego>c = a++ * +b;  <newline46mondego>"
"6605splitHere46","2190636splitHere46","public static ImageIcon defaultIcon = ImageIO.read(..);<newline46mondego>"
"6606splitHere46","2190636splitHere46","public static ImageIcon defaultIcon;<newline46mondego>static {<newline46mondego>   try {<newline46mondego>       defaultIcon = ImageIO.read(..);<newline46mondego>   } catch (IOException ex){<newline46mondego>     System.out.println(<doubleQuotes46>No default icon available<doubleQuotes46>);<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6607splitHere46","2190636splitHere46","public static Configuration configuration;<newline46mondego>static {<newline46mondego>     confuguration = new Configuration();<newline46mondego>     configuration.setSomething(..);<newline46mondego>     configuration.setSomethingElse(..);<newline46mondego>     ...<newline46mondego>}<newline46mondego>"
"6608splitHere46","2190636splitHere46","static {<newline46mondego>    org.apache.xml.security.Init.init();<newline46mondego>}<newline46mondego>"
"6609splitHere46","2190670splitHere46","Thread.setDefaultUncaughtExceptionHandler"
"6610splitHere46","2190752splitHere46","Login"
"6611splitHere46","2190752splitHere46","/views/images/"
"6612splitHere46","2190752splitHere46","/images"
"6613splitHere46","2190752splitHere46","/views/images/"
"6614splitHere46","2190752splitHere46","request.getRequestURI()"
"6615splitHere46","2190783splitHere46","RefactoringSearchEngine2"
"6616splitHere46","2190783splitHere46","public final void acceptSearchMatch(final SearchMatch  match) throws CoreException  {<newline46mondego>  final SearchMatch accepted= fRequestor.acceptSearchMatch(match);<newline46mondego>  if (accepted != null) {<newline46mondego>    fCollectedMatches.add(accepted);<newline46mondego>    final IResource resource= accepted.getResource();<newline46mondego>    if (!resource.equals(fLastResource)) {<newline46mondego>      if (fBinary) {<newline46mondego>        final IJavaElement element= JavaCore.create(resource);<newline46mondego>"
"6617splitHere46","2190783splitHere46","IJavaElement"
"6618splitHere46","2190783splitHere46","IMethod"
"6619splitHere46","2190783splitHere46","public String getElementName()<newline46mondego>"
"6620splitHere46","2191288splitHere46","\b"
"6621splitHere46","2191288splitHere46","cost"
"6622splitHere46","2191288splitHere46","\b(?!sin\b|cos\b|tan\b)[a-z]+[0-9]?\b<newline46mondego>"
"6623splitHere46","2191288splitHere46","\b[a-z]+[0-9]?\b"
"6624splitHere46","2191420splitHere46","import javax.swing.event.EventListenerList;<newline46mondego><newline46mondego>public static class TestPanel extends JPanel implements KeyListener{  <newline46mondego>    private JTextField text;<newline46mondego>    private EventListenerList listenerList = new EventListenerList();<newline46mondego><newline46mondego>    TestPanel(){<newline46mondego>        text = new JTextField();<newline46mondego>        text.addKeyListener(this);<newline46mondego>    }<newline46mondego><newline46mondego>    public void keyPressed(KeyEvent e){<newline46mondego>        //doesn't create a new array, used for performance reasons <newline46mondego>        Object[] listeners = listenerList.getListenerList();<newline46mondego>        //Array of pairs listeners[i] is Class, listeners[i + 1] is EventListener<newline46mondego>        for (int i = listeners.length - 2; i >= 0; i -= 2) {<newline46mondego>            if (listeners[i] == KeyListener.class) {<newline46mondego>                ((KeyListener)listeners[i+1]).keyPressed(e);<newline46mondego>            }          <newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public void addKeyListener(KeyListener l) {<newline46mondego>        listenerList.add(KeyListener.class, l);<newline46mondego>    }<newline46mondego><newline46mondego>    public void keyReleased(KeyEvent e){<newline46mondego>      //idem as for keyPressed           <newline46mondego>    }<newline46mondego><newline46mondego>    public void keyTyped(KeyEvent e){<newline46mondego>      //idem as for keyPressed<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6625splitHere46","2191472splitHere46","SearchUI"
"6626splitHere46","2191472splitHere46","NewSearchUI"
"6627splitHere46","2191472splitHere46","org.eclipse.search2.internal.ui"
"6628splitHere46","2191472splitHere46","org.eclipse.search.OpenSearchDialogPage<newline46mondego>"
"6629splitHere46","2191472splitHere46","toolbar:org.eclipse.search.searchActionSet?after=org.eclipse.search.OpenSearchDialogPage<newline46mondego>"
"6630splitHere46","2191472splitHere46","org.eclipse.search.searchActionSet<newline46mondego>"
"6631splitHere46","2191472splitHere46","OpenSearchDialogPageAction<newline46mondego>"
"6632splitHere46","2191544splitHere46","public class pagename_jsp_servlet extends HttpServlet {<newline46mondego>    private String abc = UUID.randomUUID().toString();<newline46mondego><newline46mondego>    protected void service(HttpServletRequest ...<newline46mondego>"
"6633splitHere46","2191544splitHere46","<c:set var=<doubleQuotes46>uuid<doubleQuotes46> value=<doubleQuotes46>${uuid:random()}<doubleQuotes46> /><newline46mondego><p>UUID: ${uuid}</p><newline46mondego>"
"6634splitHere46","2191544splitHere46","public class UUIDBean {<newline46mondego>    public String getRandom() {<newline46mondego>        return UUID.randomUUID().toString();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6635splitHere46","2191544splitHere46","<jsp:useBean id=<doubleQuotes46>uuid<doubleQuotes46> class=<doubleQuotes46>com.example.UUIDBean<doubleQuotes46> /><newline46mondego><p>First UUID: ${uuid.random}</p><newline46mondego><p>Next UUID: ${uuid.random}</p><newline46mondego>"
"6636splitHere46","2191544splitHere46","url-pattern"
"6637splitHere46","2191544splitHere46","doGet()"
"6638splitHere46","2191544splitHere46","UUID uuid = UUID.randomUUID().toString();<newline46mondego>request.setAttribute(<doubleQuotes46>uuid<doubleQuotes46>, uuid);<newline46mondego>request.getRequestDispatcher(<doubleQuotes46>page.jsp<doubleQuotes46>).forward(request, response);<newline46mondego>"
"6639splitHere46","2191544splitHere46","<p>UUID from servlet: ${uuid}</p><newline46mondego>"
"6640splitHere46","2191544splitHere46","<%=Calendar.getInstance().getTime().toString()%>"
"6641splitHere46","2191544splitHere46","<jsp:useBean id=<doubleQuotes46>now<doubleQuotes46> class=<doubleQuotes46>java.util.Date<doubleQuotes46> /><newline46mondego><p>The date is now: ${now}<newline46mondego><p>The date in yyyy-MM-dd format: <fmt:formatDate value=<doubleQuotes46>${now}<doubleQuotes46> pattern=<doubleQuotes46>yyyy-MM-dd<doubleQuotes46> /><newline46mondego>"
"6642splitHere46","2191568splitHere46","setUp()"
"6643splitHere46","2191568splitHere46","// (1) Optional step to install the container from a URL pointing to its distribution<newline46mondego>Installer installer = new ZipURLInstaller(new URL(<doubleQuotes46>http://www.apache.org/dist/tomcat/tomcat-6/v6.0.20/bin/apache-tomcat-6.0.20.zip<doubleQuotes46>));<newline46mondego>installer.install();<newline46mondego><newline46mondego>// (2) Create the Cargo Container instance wrapping our physical container<newline46mondego>LocalConfiguration configuration = (LocalConfiguration) new DefaultConfigurationFactory()<newline46mondego>        .createConfiguration(<doubleQuotes46>tomcat6x<doubleQuotes46>), ContainerType.INSTALLED, ConfigurationType.STANDALONE);<newline46mondego>container = (InstalledLocalContainer) new DefaultContainerFactory()<newline46mondego>        .createContainer(<doubleQuotes46>tomcat6x<doubleQuotes46>, ContainerType.INSTALLED, configuration);<newline46mondego>container.setHome(installer.getHome());<newline46mondego><newline46mondego>// (3) Statically deploy some WAR (optional)<newline46mondego>WAR deployable = new WAR(<doubleQuotes46>./webapp-testing-webapp/target/webapp-testing-webapp-1.0.war<doubleQuotes46>);<newline46mondego>deployable.setContext(<doubleQuotes46>ROOT<doubleQuotes46>);<newline46mondego>configuration.addDeployable(deployable);<newline46mondego><newline46mondego>// (4) Start the container<newline46mondego>container.start();<newline46mondego>"
"6644splitHere46","2191568splitHere46","tearDown()"
"6645splitHere46","2191568splitHere46","// (6) Stop the container<newline46mondego>container.stop();<newline46mondego>"
"6646splitHere46","2191688splitHere46","<%@ page pageEncoding=<doubleQuotes46>WIN-1255<doubleQuotes46> %><newline46mondego>"
"6647splitHere46","2191688splitHere46","response.setCharacterEncoding(<doubleQuotes46>WIN-1255<doubleQuotes46>);<newline46mondego>"
"6648splitHere46","2191688splitHere46","Content-Type"
"6649splitHere46","2191688splitHere46","charset"
"6650splitHere46","2191688splitHere46","java.net"
"6651splitHere46","2191688splitHere46","java.io"
"6652splitHere46","2191688splitHere46","OutputStreamWriter"
"6653splitHere46","2191688splitHere46","Writer writer = new OutputStreamWriter(someOutputStream, <doubleQuotes46>WIN-1255<doubleQuotes46>);<newline46mondego>"
"6654splitHere46","2191705splitHere46","String myString = <doubleQuotes46>this%s is the problem<doubleQuotes46>;<newline46mondego>myString = myString.replaceAll(<doubleQuotes46>%<doubleQuotes46>,<doubleQuotes46>\\\\%);<newline46mondego>"
"6655splitHere46","2191903splitHere46","<bean id=<doubleQuotes46>outer<doubleQuotes46> class=<doubleQuotes46>...<doubleQuotes46>><newline46mondego><!-- instead of using a reference to a target bean, simply define the target bean inline --><newline46mondego>  <property name=<doubleQuotes46>target<doubleQuotes46>><newline46mondego>    <bean class=<doubleQuotes46>com.example.Person<doubleQuotes46>> <!-- this is the inner bean --><newline46mondego>      <property name=<doubleQuotes46>name<doubleQuotes46> value=<doubleQuotes46>Fiona Apple<doubleQuotes46>/><newline46mondego>      <property name=<doubleQuotes46>age<doubleQuotes46> value=<doubleQuotes46>25<doubleQuotes46>/><newline46mondego>    </bean><newline46mondego>  </property><newline46mondego></bean><newline46mondego>"
"6656splitHere46","2192211splitHere46","Class.forName(...)"
"6657splitHere46","2192211splitHere46","Class.getResourceAsStream(...)"
"6658splitHere46","2192213splitHere46","javax.*"
"6659splitHere46","2192213splitHere46","ClassCastExceptions"
"6660splitHere46","2192213splitHere46","xml-apis-1.0.b2.jar"
"6661splitHere46","2192372splitHere46","Component.getLocationOnScreen()"
"6662splitHere46","2192492splitHere46","new"
"6663splitHere46","2192492splitHere46","String[] strings = {<doubleQuotes46>foo<doubleQuotes46>, <doubleQuotes46>bar<doubleQuotes46>};<newline46mondego>"
