"1splitHere46","10107861splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.Image;<newline46mondego>import java.io.File;<newline46mondego>import java.io.IOException;<newline46mondego><newline46mondego>import javax.imageio.ImageIO;<newline46mondego>import javax.swing.ImageIcon;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego><newline46mondego>public class ShowImage {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>Debug Frame<doubleQuotes46>);<newline46mondego>        frame.setSize(200, 200);<newline46mondego>        frame.setLayout(new BorderLayout());<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego><newline46mondego>        Image image = null;<newline46mondego>        JLabel label = null;<newline46mondego><newline46mondego>        try {<newline46mondego>            image = ImageIO.read(new File(<doubleQuotes46>c:/scratch/hotdog.jpg<doubleQuotes46>));<newline46mondego>            label = new JLabel(new ImageIcon(image));<newline46mondego>        } catch (IOException e) {<newline46mondego>            label.setText(<doubleQuotes46>Image loading failed<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>        frame.add(label,BorderLayout.CENTER);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6750splitHere46","10274101splitHere46","BigInteger two = new BigInteger(<doubleQuotes46>2<doubleQuotes46>);<newline46mondego>BigInteger three = new BigInteger(<doubleQuotes46>3<doubleQuotes46>);<newline46mondego>BigInteger I = new BigInteger(<doubleQuotes46><doubleQuotes46>+i); // <doubleQuotes46>I<doubleQuotes46> is a bigint version of <doubleQuotes46>i<doubleQuotes46><newline46mondego>nth[i] = I<newline46mondego>    .multiply(I.add(BigInteger.ONE))<newline46mondego>    .multiply(I.multiply(two).add(BigInteger.ONE))<newline46mondego>    .multiply(I.multiply(I).multiply(three).add(I.multiply(three)).subtract(BigInteger.ONE))<newline46mondego>    .divide(new BigInteger(<doubleQuotes46>30<doubleQuotes46>));<newline46mondego>"
"6751splitHere46","10274101splitHere46","i"
"6752splitHere46","10274108splitHere46","double cannot be dereferenced"
"6753splitHere46","10274108splitHere46","double has no such method"
"6754splitHere46","10274108splitHere46","hours"
"6755splitHere46","10274108splitHere46","hoursminfield"
"6756splitHere46","10274108splitHere46","double"
"6757splitHere46","10274108splitHere46","String hoursrminfield; // you better declare any variable you are using<newline46mondego><newline46mondego>// wrap hours in a Double, then use toString() on that Double<newline46mondego>hoursminfield = Double.valueOf(hours).toString(); <newline46mondego><newline46mondego>// or else a different way to wrap in a double using the Double constructor:<newline46mondego>(new Double(hours)).toString(); <newline46mondego><newline46mondego>// or else use the very helpful valueOf() method from the class String which will <newline46mondego>// create a string version of any primitive type:<newline46mondego>hoursminfield = String.valueOf(hours); <newline46mondego>"
"6758splitHere46","10274108splitHere46","double hours = Mins / 60;"
"6759splitHere46","10274108splitHere46","int"
"6760splitHere46","10274108splitHere46","int"
"6761splitHere46","10274108splitHere46","double hours = Mins / ((double) 60);<newline46mondego>"
"6762splitHere46","10274108splitHere46","double"
"6763splitHere46","10274108splitHere46","double"
"6764splitHere46","10274108splitHere46","int"
"6765splitHere46","10274202splitHere46","class BinaryTree<K extends Comparable<K>> {<newline46mondego><newline46mondego>    Node<K> root;<newline46mondego>}<newline46mondego>"
"6766splitHere46","10274202splitHere46","class KeyValueBinaryTree<K extends Comparable<K>, V> {<newline46mondego><newline46mondego>    KeyValueNode<K, V> root;<newline46mondego>}<newline46mondego>"
"6767splitHere46","10274267splitHere46","Session session = sessionFactory.openSession();<newline46mondego>Transaction tx = session.beginTransaction();<newline46mondego><newline46mondego>for ( int i=0; i<100000; i++ ) {<newline46mondego>    Customer customer = new Customer(.....);<newline46mondego>    session.save(customer);<newline46mondego>    if ( i % 20 == 0 ) { //20, same as the JDBC batch size<newline46mondego>        //flush a batch of inserts and release memory:<newline46mondego>        session.flush();<newline46mondego>        session.clear();<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>tx.commit();<newline46mondego>session.close();<newline46mondego>"
"6768splitHere46","10274275splitHere46","if(SharedQueue.queue.size() >= 5)<newline46mondego>"
"6769splitHere46","10274275splitHere46","while(SharedQueue.queue.size() >= 5)<newline46mondego>"
"6770splitHere46","10274275splitHere46","if(SharedQueue.queue.size() == 0)<newline46mondego>"
"6771splitHere46","10274275splitHere46","while(SharedQueue.queue.size() == 0)<newline46mondego>"
"6772splitHere46","10274275splitHere46","notify()"
"6773splitHere46","10274330splitHere46","c:\temp"
"6774splitHere46","10274330splitHere46","isSymbolic()"
"6775splitHere46","10274330splitHere46","true"
"6776splitHere46","10274330splitHere46","C:\temp"
"6777splitHere46","10274330splitHere46","C"
"6778splitHere46","10274330splitHere46","if (System.getProperty(<doubleQuotes46>os.name<doubleQuotes46>).toLowerCase().indexOf(<doubleQuotes46>win<doubleQuotes46>) >= 0)<newline46mondego>        return !(absolute.equalsIgnoreCase(canonical));<newline46mondego>    else<newline46mondego>        return !(absolute.equals(canonical));<newline46mondego>"
"6779splitHere46","10274350splitHere46","callback"
"6780splitHere46","10274350splitHere46","ServiceBuilder"
"6781splitHere46","10274423splitHere46","arr1M[i] = r.nextInt();<newline46mondego>"
"6782splitHere46","10274445splitHere46","@EventHandler<newline46mondego>public void userEvent(UserInteractEvent event) {<newline46mondego>    @Persist int persisteData<newline46mondego>    // At this point persistedData contains data different depending on which user was passed in<newline46mondego>...<newline46mondego>"
"6783splitHere46","10274445splitHere46","@EventHandler<newline46mondego>public void userEvent(UserInteractEvent event) {<newline46mondego>    persistScope(event.user) {<newline46mondego>        @Persist int persistedPerUserData // Or @PersistPerUser? or @Persist(User=true)?<newline46mondego>        ...<newline46mondego>"
"6784splitHere46","10274525splitHere46","public class MyInitializingBean {<newline46mondego>    @PostConstruct<newline46mondego>    private void init() {<newline46mondego>        //do initialization here<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6785splitHere46","10274528splitHere46","package tld.organization.project;<newline46mondego>public class Activity {}<newline46mondego>"
"6786splitHere46","10274528splitHere46","package tld.organization.project;<newline46mondego>public class Views {<newline46mondego>    public static class Activity {}<newline46mondego>}<newline46mondego>"
"6787splitHere46","10274528splitHere46","public void whatever() {<newline46mondego>    Activity a = new Activity();<newline46mondego>    Views.Activity a2 = new Views.Activity();<newline46mondego>}<newline46mondego>"
"6788splitHere46","10274619splitHere46","wrapper.java.command=%JAVA_HOME%/bin/java<newline46mondego><newline46mondego>wrapper.java.mainclass=org.tanukisoftware.wrapper.WrapperSimpleApp<newline46mondego>wrapper.app.parameter.1=com.sun.corba.se.impl.activation.ORBD<newline46mondego><newline46mondego>wrapper.java.additional.1=-Dapplication.home=<doubleQuotes46>%JAVA_HOME%<doubleQuotes46><newline46mondego>wrapper.java.additional.2=-Dcom.sun.CORBA.activation.DbDir=<doubleQuotes46>%JAVA_HOME%<doubleQuotes46>/orb.db<newline46mondego>wrapper.java.additional.3=-Dcom.sun.CORBA.activation.Port=1049<newline46mondego>wrapper.java.additional.4=-Dcom.sun.CORBA.POA.ORBServerId=1<newline46mondego><newline46mondego>wrapper.java.classpath.1=%JAVA_HOME%\lib\tools.jar<newline46mondego>wrapper.java.classpath.2=%JAVA_HOME%\classes<newline46mondego>wrapper.java.classpath.3=../lib/wrapper.jar<newline46mondego><newline46mondego>wrapper.java.library.path.1=../lib<newline46mondego>wrapper.java.library.path.2=%JAVA_HOME%/bin<newline46mondego><newline46mondego>wrapper.name=orbd<newline46mondego>wrapper.displayname=CORBA Naming Service<newline46mondego>"
"6789splitHere46","10274619splitHere46","wrapper.ntservice.dependency.1=orbd<newline46mondego>"
"6790splitHere46","10274661splitHere46","else"
"6791splitHere46","10274661splitHere46","getCodes()"
"6792splitHere46","10274661splitHere46","getCodes()"
"6793splitHere46","10274661splitHere46","main()"
"6794splitHere46","10275012splitHere46","ArrayList"
"6795splitHere46","10275012splitHere46","ArrayList<String> toppings = new ArrayList<>();<newline46mondego>toppings.add(<doubleQuotes46>Pepperoni<doubleQuotes46>);<newline46mondego>toppings.add(<doubleQuotes46>Olives<doubleQuotes46>);<newline46mondego><newline46mondego>ArrayList<String> validToppings = new ArrayList<>();<newline46mondego>validToppings.add(<doubleQuotes46>Pepperoni<doubleQuotes46>);<newline46mondego>validToppings.add(<doubleQuotes46>Salami<doubleQuotes46>);<newline46mondego>validToppings.add(<doubleQuotes46>Olives<doubleQuotes46>);<newline46mondego>validToppings.add(<doubleQuotes46>Cheese<doubleQuotes46>);<newline46mondego><newline46mondego>boolean toppingsValid = validToppings.containsAll(toppings);<newline46mondego>"
"6796splitHere46","10275056splitHere46","getClass()"
"6797splitHere46","10275056splitHere46","public final void printName() {<newline46mondego>    System.out.println(getClass().getSimpleName());<newline46mondego>}<newline46mondego>"
"6798splitHere46","10275056splitHere46","getClass()"
"6799splitHere46","10275226splitHere46","JTextArea tarea = new JTextArea(<doubleQuotes46>program info etc.<doubleQuotes46>);<newline46mondego>Border border = BorderFactory.createLineBorder(Color.BLACK);<newline46mondego>tarea.setBorder(BorderFactory.createCompoundBorder(border, <newline46mondego>            BorderFactory.createEmptyBorder(10, 10, 10, 10)));<newline46mondego>"
"6800splitHere46","10275256splitHere46","System.setProperty(<doubleQuotes46>http.keepAlive<doubleQuotes46>, <doubleQuotes46>false<doubleQuotes46>)"
"6801splitHere46","10275256splitHere46","HttpURLConnection"
"6802splitHere46","10275355splitHere46","import de.enough.polish.ui.FilteredList;<newline46mondego>FilteredList record = null;<newline46mondego>this.record = new FilteredList(<doubleQuotes46>Records<doubleQuotes46>, List.IMPLICIT);<newline46mondego><newline46mondego><newline46mondego>and this list can not implement action listener directly like,<newline46mondego>"
"6803splitHere46","10275355splitHere46","record.setCommandListener(this);<newline46mondego>"
"6804splitHere46","10275466splitHere46","JFrame"
"6805splitHere46","10275466splitHere46","JDialog"
"6806splitHere46","10275466splitHere46","finalize()"
"6807splitHere46","10275466splitHere46","JFrame.DISPOSE_ON_CLOSE"
"6808splitHere46","10275466splitHere46","setVisible(false)"
"6809splitHere46","10275466splitHere46","Window[] wins = Window.getWindows();"
"6810splitHere46","10275466splitHere46","JComponents"
"6811splitHere46","10275466splitHere46","ContentPane"
"6812splitHere46","10275466splitHere46","Focus"
"6813splitHere46","10275483splitHere46",".bashrc"
"6814splitHere46","10275483splitHere46","CLASSPATH"
"6815splitHere46","10275483splitHere46","javacc.jar"
"6816splitHere46","10275483splitHere46","javacc.jar"
"6817splitHere46","10275483splitHere46","~/javacc-5.0/lib/javacc.jar"
"6818splitHere46","10275483splitHere46","root<newline46mondego>  | Parser.java<newline46mondego>  | Lexer.java<newline46mondego>  | Program.java<newline46mondego>"
"6819splitHere46","10275483splitHere46","javac -cp ~/javacc-5.0/lib/javacc.jar Parser.java Lexer.java Program.java"
"6820splitHere46","10275483splitHere46","Program"
"6821splitHere46","10275483splitHere46","main"
"6822splitHere46","10275483splitHere46","java -cp ~/javacc-5.0/lib/javacc.jar:. Program"
"6823splitHere46","10275483splitHere46","root<newline46mondego>  | org<newline46mondego>     | myproject<newline46mondego>          | Parser.java<newline46mondego>          | Lexer.java<newline46mondego>          | Program.java<newline46mondego>"
"6824splitHere46","10275483splitHere46","javac -cp ~/javacc-5.0/lib/javacc.jar org/myproject/Parser.java org/myproject/Lexer.java org/myproject/Program.java"
"6825splitHere46","10275483splitHere46","java -cp ~/javacc-5.0/lib/javacc.jar:. org.myproject.Program"
"6826splitHere46","10275483splitHere46","root<newline46mondego>   | src<newline46mondego>      | org<newline46mondego>          | myproject<newline46mondego>              | Parser.java<newline46mondego>              | Lexer.java<newline46mondego>              | Program.java<newline46mondego>"
"6827splitHere46","10275483splitHere46","javac -cp ~/javacc-5.0/lib/javacc.jar -sourcepath src src/org/myproject/Parser.java src/org/myproject/Lexer.java src/org/myproject/Program.java"
"6828splitHere46","10275483splitHere46","java -cp ~/javacc-5.0/lib/javacc.jar:src org.myproject.Program"
"6829splitHere46","10275564splitHere46","longValue()"
"6830splitHere46","10275564splitHere46","static void foo() {<newline46mondego>    Long val1 = 91L;<newline46mondego>    Long val2 = Long.valueOf(91L);<newline46mondego>}<newline46mondego>"
"6831splitHere46","10275564splitHere46","static void foo();<newline46mondego>  Code:<newline46mondego>   0:   ldc2_w  #2; //long 91l<newline46mondego>   3:   invokestatic    #4; //Method java/lang/Long.valueOf:(J)Ljava/lang/Long;<newline46mondego>   6:   astore_0<newline46mondego>   7:   ldc2_w  #2; //long 91l<newline46mondego>   10:  invokestatic    #4; //Method java/lang/Long.valueOf:(J)Ljava/lang/Long;<newline46mondego>   13:  astore_1<newline46mondego>   14:  return    <newline46mondego>}<newline46mondego>"
"6832splitHere46","10275564splitHere46","L"
"6833splitHere46","10275564splitHere46","l"
"6834splitHere46","10275564splitHere46","l"
"6835splitHere46","10275564splitHere46","1"
"6836splitHere46","10275663splitHere46","delete"
"6837splitHere46","10275663splitHere46","static void removeBlankSpace(StringBuilder sb) {<newline46mondego>  int j = 0;<newline46mondego>  for(int i = 0; i < sb.length; i++) {<newline46mondego>    if (!Character.isWhitespace(sb.charAt(i))) {<newline46mondego>       sb.setCharAt(j++, sb.charAt(i));<newline46mondego>    }<newline46mondego>  }<newline46mondego>  sb.delete(j, sb.length);<newline46mondego>}<newline46mondego>"
"6838splitHere46","10275684splitHere46","insert into members (birthyear, familyname, givenname) values (?,?,?)<newline46mondego>"
"6839splitHere46","10275727splitHere46","import java.awt.*;<newline46mondego>import javax.swing.*;<newline46mondego>import javax.swing.table.DefaultTableModel;<newline46mondego><newline46mondego>public class TableExample {<newline46mondego><newline46mondego>    public TableExample() {<newline46mondego>        Object[][] data1 = new Object[50][5];<newline46mondego>        for (int i = 0; i < data1.length; i++) {<newline46mondego>            data1[i][0] = <doubleQuotes46>Company # <doubleQuotes46> + (i + 1);<newline46mondego>            for (int j = 1; j < data1[i].length; j++) {<newline46mondego>                data1[i][j] = <doubleQuotes46><doubleQuotes46> + (i + 1) + <doubleQuotes46>, <doubleQuotes46> + j;<newline46mondego>            }<newline46mondego>        }<newline46mondego>        String[] headers = {<doubleQuotes46>Col 1<doubleQuotes46>, <doubleQuotes46>Col 2<doubleQuotes46>, <doubleQuotes46>Col 3<doubleQuotes46>, <doubleQuotes46>Col 4<doubleQuotes46>, <doubleQuotes46>Col 5<doubleQuotes46>};<newline46mondego>        DefaultTableModel model1 = new DefaultTableModel(data1, headers);<newline46mondego>        final JTable jTable3 = new TableBackroundPaint0(data1, headers);<newline46mondego>        //final JTable jTable3 = new JTable(data1, headers);<newline46mondego>        jTable3.setSelectionMode(ListSelectionModel.SINGLE_SELECTION);<newline46mondego>        jTable3.setModel(model1);<newline46mondego>        final JScrollPane sp3 = new JScrollPane();<newline46mondego>        sp3.setViewportView(jTable3);<newline46mondego>        jTable3.setIntercellSpacing(new Dimension(0, 0));<newline46mondego>        jTable3.setShowGrid(false);<newline46mondego>        //jTable3.setPreferredScrollableViewportSize(jTable3.getPreferredSize());<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>tableSelection<doubleQuotes46>);<newline46mondego>        frame.add(sp3);<newline46mondego>        frame.setSize(new Dimension(600, 200));<newline46mondego>        //frame.pack();<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                TableExample te = new TableExample();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class TableBackroundPaint0 extends JTable {<newline46mondego><newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego><newline46mondego>    TableBackroundPaint0(Object[][] data, Object[] head) {<newline46mondego>        super(data, head);<newline46mondego>        setOpaque(false);<newline46mondego>        ((JComponent) getDefaultRenderer(Object.class)).setOpaque(false);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void paintComponent(Graphics g) {<newline46mondego>        Color background = new Color(168, 210, 241);<newline46mondego>        Color controlColor = new Color(230, 240, 230);<newline46mondego>        int width = getWidth();<newline46mondego>        int height = getHeight();<newline46mondego>        Graphics2D g2 = (Graphics2D) g;<newline46mondego>        Paint oldPaint = g2.getPaint();<newline46mondego>        g2.setPaint(new GradientPaint(0, 0, background, width, 0, controlColor));<newline46mondego>        g2.fillRect(0, 0, width, height);<newline46mondego>        g2.setPaint(oldPaint);<newline46mondego>        for (int row : getSelectedRows()) {<newline46mondego>            Rectangle start = getCellRect(row, 0, true);<newline46mondego>            Rectangle end = getCellRect(row, getColumnCount() - 1, true);<newline46mondego>            g2.setPaint(new GradientPaint(start.x, 0, controlColor, (int) ((end.x + end.width - start.x) * 1.25), 0, Color.orange));<newline46mondego>            g2.fillRect(start.x, start.y, end.x + end.width - start.x, start.height);<newline46mondego>        }<newline46mondego>        super.paintComponent(g);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
