"1splitHere46","14623876splitHere46","for(int year = 1900; year <= 2012; year++){<newline46mondego>if((year % 4 == 0 && year % 100 != 0) || year % 400 == 0){<newline46mondego>driver.findElement(By.id(<doubleQuotes46>DOB<doubleQuotes46>)).clear();<newline46mondego>driver.findElement(By.id(<doubleQuotes46>DOB<doubleQuotes46>)).sendKeys(<doubleQuotes46>29/02/<doubleQuotes46> + year);<newline46mondego>}<newline46mondego>}<newline46mondego>"
"9350splitHere46","14859272splitHere46","public static void main(String[] args)<newline46mondego>{<newline46mondego>    Display display = Display.getDefault();<newline46mondego>    final Shell shell = new Shell(display);<newline46mondego>    shell.setLayout(new FillLayout());<newline46mondego><newline46mondego>    final Table table = new Table(shell, SWT.NONE);<newline46mondego>    table.setHeaderVisible(true);<newline46mondego><newline46mondego>    /* Create columns */<newline46mondego>    for (int i = 0; i < 3; i++)<newline46mondego>    {<newline46mondego>        TableColumn col = new TableColumn(table, SWT.NONE);<newline46mondego>        col.setText(<doubleQuotes46>Col <doubleQuotes46> + i);<newline46mondego>    }<newline46mondego><newline46mondego>    /* Create items */<newline46mondego>    for (int i = 0; i < 10; i++)<newline46mondego>    {<newline46mondego>        TableItem item = new TableItem(table, SWT.NONE);<newline46mondego>        item.setText(new String[] { <doubleQuotes46>Row<doubleQuotes46> + i + <doubleQuotes46>Col1<doubleQuotes46>, <doubleQuotes46>Row<doubleQuotes46> + i + <doubleQuotes46>Col2<doubleQuotes46>, <doubleQuotes46>Row<doubleQuotes46> + i + <doubleQuotes46>Col3<doubleQuotes46> });<newline46mondego>    }<newline46mondego><newline46mondego>    /* Pack columns */<newline46mondego>    for (int i = 0; i < 3; i++)<newline46mondego>    {<newline46mondego>        table.getColumn(i).pack();<newline46mondego>    }<newline46mondego><newline46mondego>    table.addListener(SWT.MouseUp, new Listener()<newline46mondego>    {<newline46mondego>        @Override<newline46mondego>        public void handleEvent(Event event)<newline46mondego>        {<newline46mondego>            Point pt = new Point(event.x, event.y);<newline46mondego>            TableItem item = table.getItem(pt);<newline46mondego>            if (item != null)<newline46mondego>            {<newline46mondego>                /* Iterate over all columns and check if event is contained */<newline46mondego>                for (int col = 0; col < table.getColumnCount(); col++)<newline46mondego>                {<newline46mondego>                    Rectangle rect = item.getBounds(col);<newline46mondego>                    if (rect.contains(pt))<newline46mondego>                    {<newline46mondego>                        System.out.println(item.getText(col));<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>    });<newline46mondego><newline46mondego>    shell.pack();<newline46mondego>    shell.open();<newline46mondego>    while (!shell.isDisposed())<newline46mondego>    {<newline46mondego>        if (!display.readAndDispatch())<newline46mondego>            display.sleep();<newline46mondego>    }<newline46mondego>    display.dispose();<newline46mondego>}<newline46mondego>"
"9351splitHere46","14859339splitHere46","Math.atan2"
"9352splitHere46","14859339splitHere46","Math.toDegrees"
"9353splitHere46","14859339splitHere46","Math.toRadians"
"9354splitHere46","14859339splitHere46","Math.tan"
"9355splitHere46","14859339splitHere46","tan"
"9356splitHere46","14859339splitHere46","Math"
"9357splitHere46","14859382splitHere46","List#contains"
"9358splitHere46","14859382splitHere46","Arrays#asList()"
"9359splitHere46","14859382splitHere46","String[] bob = { <doubleQuotes46>this<doubleQuotes46>, <doubleQuotes46>is<doubleQuotes46>, <doubleQuotes46>a<doubleQuotes46>, <doubleQuotes46>really<doubleQuotes46>, <doubleQuotes46>silly<doubleQuotes46>, <doubleQuotes46>list<doubleQuotes46> };<newline46mondego><newline46mondego>if (Arrays.asList(bob).contains(<doubleQuotes46>silly<doubleQuotes46>)) {<newline46mondego>    // true<newline46mondego>}<newline46mondego>"
"9360splitHere46","14859404splitHere46","read()"
"9361splitHere46","14859404splitHere46","InputStream"
"9362splitHere46","14859404splitHere46","final"
"9363splitHere46","14859404splitHere46","OutputStream"
"9364splitHere46","14859495splitHere46","w+h+a+t+<newline46mondego>"
"9365splitHere46","14859495splitHere46","what"
"9366splitHere46","14859495splitHere46","wwwhaaaattt"
"9367splitHere46","14859495splitHere46","what"
"9368splitHere46","14859589splitHere46","<fileset dir=<doubleQuotes46>com/xyzcompany/abcproject/test/junit<doubleQuotes46>><newline46mondego>"
"9369splitHere46","14859589splitHere46","<batchtest><newline46mondego>    <fileset dir=<doubleQuotes46>${buildTests}<doubleQuotes46>><newline46mondego>        <include name=<doubleQuotes46>**/*Test*.class<doubleQuotes46>/><newline46mondego>    </fileset><newline46mondego></batchtest><newline46mondego>"
"9370splitHere46","14859638splitHere46","<c:forEach>"
"9371splitHere46","14859638splitHere46","<c:forEach begin=<doubleQuotes46>20<doubleQuotes46> end=<doubleQuotes46>49<doubleQuotes46> var=<doubleQuotes46>i<doubleQuotes46>><newline46mondego>    <option value=<doubleQuotes46>${i}<doubleQuotes46>>${i}</option><newline46mondego></c:forEach><newline46mondego>"
"9372splitHere46","14859638splitHere46","end"
"9373splitHere46","14859775splitHere46","StringReader"
"9374splitHere46","14859775splitHere46","BufferedReder"
"9375splitHere46","14859775splitHere46","FileReader"
"9376splitHere46","14859785splitHere46","("
"9377splitHere46","14859785splitHere46",")"
"9378splitHere46","14859785splitHere46","if (clientValue.startsWith('(') && clientValue.endsWith(')'))<newline46mondego>{<newline46mondego>   return new BigDecimal(clientValue.substring(1, clientValue.length() - 1)).negate();<newline46mondego>}<newline46mondego>else<newline46mondego>{<newline46mondego>   return new BigDecimal(clientValue);<newline46mondego>}<newline46mondego>"
"9379splitHere46","14859810splitHere46","BufferedImage"
"9380splitHere46","14859810splitHere46","JLabel"
"9381splitHere46","14859810splitHere46","BufferedImage"
"9382splitHere46","14859810splitHere46","setRGB(..)"
"9383splitHere46","14859897splitHere46","private static final DateTimeFormatter FORMATTER =<newline46mondego>    DateTimeFormat.forPattern(<doubleQuotes46>yyyyMMdd'_'HHmmss<doubleQuotes46>)<newline46mondego>                  .withLocale(Locale.US);<newline46mondego>...<newline46mondego><newline46mondego>// I prefer to be explicit about using <doubleQuotes46>the current time<doubleQuotes46>. I prefer to use<newline46mondego>// an injectable dependency such as a Clock type, too...<newline46mondego>DateTime now = new DateTime(System.currentTimeMillis(), DateTimeZone.UTC);<newline46mondego><newline46mondego>// Note: this *doesn't* ensure that it's the right day of the week.<newline46mondego>// You'd need to think about that separately - it may be as simple as<newline46mondego>// scheduling it appropriately... but bear your local time zone in mind!<newline46mondego>DateTime end = now.withTimeAtStartOfDay();<newline46mondego>DateTime start = end.minusDays(7);<newline46mondego><newline46mondego>String startText = FORMAT.print(start);<newline46mondego>String endText = FORMAT.print(end);<newline46mondego>"
"9384splitHere46","14859897splitHere46","20130210_000000"
"9385splitHere46","14859897splitHere46","20130217_000000"
"9386splitHere46","14859897splitHere46","120000"
"9387splitHere46","14859897splitHere46","yyyyMMdd"
"9388splitHere46","14860032splitHere46","prop.load(new FileInputStream(<doubleQuotes46>C:\\logging-test\\database.properties<doubleQuotes46>));<newline46mondego>"
"9389splitHere46","14860168splitHere46","public class ScoreList extends SherlockFragmentActivity {<newline46mondego><newline46mondego>private ListView listViewScore;<newline46mondego><newline46mondego>private ScoreListAdapter adapter;<newline46mondego><newline46mondego>static List<Score> listScore = new ArrayList<Score>();<newline46mondego>@Override<newline46mondego>public void onCreate(Bundle savedInstanceState) {<newline46mondego><newline46mondego>    super.onCreate(savedInstanceState);<newline46mondego>    setContentView(R.layout.score_list);<newline46mondego>    ctx = this;<newline46mondego>    listScore = dbh.getAllScores();<newline46mondego><newline46mondego>    listViewScore = (ListView) findViewById(R.id.score_list);<newline46mondego><newline46mondego>    adapter = new ScoreListAdapter(ctx, R.layout.score_row_item, listScore);<newline46mondego>    listViewScore.setAdapter(adapter);<newline46mondego>    adapter.notifyDatasetChanged(); <newline46mondego>}<newline46mondego>}<newline46mondego>"
"9390splitHere46","14860168splitHere46","adapter.notifyDatasetChanged(); <newline46mondego>"
"9391splitHere46","14860218splitHere46","<doubleQuotes46>values('<doubleQuotes46>+city+<doubleQuotes46>','<doubleQuotes46>+streetAddress+<doubleQuotes46>'...<doubleQuotes46><newline46mondego>"
"9392splitHere46","14860218splitHere46","db.rawQuery(<doubleQuotes46>insert into Foo (bar) values (?)<doubleQuotes46>, new String[] {city});<newline46mondego>"
"9393splitHere46","14860218splitHere46","SQLiteDatabase#insert()"
"9394splitHere46","14860271splitHere46","@OneToMany<newline46mondego> @MapKeyTemporal(DATE)<newline46mondego> protected java.util.Map<java.util.Date, Employee> employees;<newline46mondego>"
"9395splitHere46","14860332splitHere46","main"
"9396splitHere46","14860332splitHere46","public static void main(String[] args){<newline46mondego>  Counter c = new Counter();<newline46mondego>  JPanel panel = new JPanel();<newline46mondego>  new Frame4(c, panel);<newline46mondego>}<newline46mondego>"
"9397splitHere46","14860383splitHere46","JXTreeTable"
"9398splitHere46","14860469splitHere46","open"
"9399splitHere46","14860469splitHere46","Runtime.exec(<doubleQuotes46>open /path/to/Whichever.app<doubleQuotes46>);<newline46mondego>"
"9400splitHere46","14860473splitHere46","private void sendDataToPairedDevice(String message ,BluetoothDevice device){       <newline46mondego>           byte[] toSend = message.getBytes();<newline46mondego>            try {<newline46mondego>                UUID applicationUUID = UUID.fromString(<doubleQuotes46>8ce255c0-200a-11e0-ac64-0800200c9a66<doubleQuotes46>);<newline46mondego>                BluetoothSocket socket = device.createInsecureRfcommSocketToServiceRecord(applicationUUID);<newline46mondego>                OutputStream mmOutStream = socket.getOutputStream();<newline46mondego>                mmOutStream.write(toSend);<newline46mondego>                // Your Data is sent to  BT connected paired device ENJOY.<newline46mondego>            } catch (IOException e) {<newline46mondego>                Log.e(TAG, <doubleQuotes46>Exception during write<doubleQuotes46>, e);<newline46mondego>            }<newline46mondego>        }<newline46mondego>"
"9401splitHere46","14860473splitHere46","sendDataToPairedDevice(<doubleQuotes46>text to send<doubleQuotes46> ,bluetoothDevice);<newline46mondego>"
"9402splitHere46","14860519splitHere46","import org.apache.commons.io.IOUtils;<newline46mondego>@POST<newline46mondego>@Path(<doubleQuotes46>MyMethod<doubleQuotes46>) <newline46mondego>@Consumes(<doubleQuotes46>*/*<doubleQuotes46>) // to accept all input types <newline46mondego>public String MyMethod(InputStream stream) {<newline46mondego>    byte[] image = IOUtils.toByteArray(stream);<newline46mondego>    return <doubleQuotes46>done<doubleQuotes46>;<newline46mondego>}<newline46mondego>"
"9403splitHere46","14860521splitHere46","add"
"9404splitHere46","14860521splitHere46","JFrame"
"9405splitHere46","14860521splitHere46","add"
"9406splitHere46","14860569splitHere46","U+1F600 (128512)"
"9407splitHere46","14860607splitHere46","// use fully qualified class name<newline46mondego>FileOutputStream output = new FileOutputStream(new File(<doubleQuotes46>c:\\com\\test\\Sample.class<doubleQuotes46>));<newline46mondego>output.write(arrayOfByte);<newline46mondego>output.close();<newline46mondego>"
"9408splitHere46","14860676splitHere46","public class Schedule {<newline46mondego><newline46mondego>  //Finds the first time slot during the day not yet assigned to a job.<newline46mondego>  public Interval getFirstOpenTimeSlot() { /* ...*/ }<newline46mondego><newline46mondego>  public Interval getLargestOpenTimeSlot() { /* ...*/ }<newline46mondego><newline46mondego>  public ArrayList<Job> getJobsAssigned() {  /* ...*/ }<newline46mondego><newline46mondego>  //Returns the Interval the given job was assigned to or null if the job cannot fit<newline46mondego>  // in the schedule.<newline46mondego>  public Interval assignJob(Job theJob) {  /* ...*/ }<newline46mondego><newline46mondego>  //returns a list of all open time slots representing the time still available for jobs.<newline46mondego>  public ArrayList<Interval> getAllOpenTimeSlots{ /*  */ }<newline46mondego><newline46mondego>}<newline46mondego>"
"9409splitHere46","14860686splitHere46","private int[] reverseArray(int [] array1){<newline46mondego>        int index=array1.length;<newline46mondego>        int [] array2 = new int[index];<newline46mondego>        for(int i:array1){<newline46mondego>            array2[index-1]= i;<newline46mondego>            index--;<newline46mondego>        }<newline46mondego>        return array2;    <newline46mondego>}<newline46mondego>"
"9410splitHere46","14860686splitHere46","int [] array1 = {1,2,3};<newline46mondego>int reversedArray[] = reverseArray(array1);<newline46mondego>"
"9411splitHere46","14860886splitHere46","select ifnull(your_columns_name,0) from myDB ;<newline46mondego>"
"9412splitHere46","14860925splitHere46","List<Language>"
"9413splitHere46","14860925splitHere46","binder.registerCustomEditor(Language.class, new MyLanguageEditor())<newline46mondego>"
"9414splitHere46","14861048splitHere46","if(info.groupFormed){<newline46mondego>    if(info.isGroupOwner){<newline46mondego>        instructIntent = new Intent(getActivity(), LeaderActivity.class);<newline46mondego>    }<newline46mondego>    else{<newline46mondego>        instructIntent = new Intent(getActivity(), MusicianActivity.class);<newline46mondego>    }<newline46mondego>    //all of your putExtra and startIntent calls here<newline46mondego>}<newline46mondego>"
"9415splitHere46","14861167splitHere46","anotherSetOfObjects.iterator()"
"9416splitHere46","14861167splitHere46","Iterator<NavigableSet> iterator = anotherSetOfObjects.iterator();<newline46mondego>while (iterator.hasNext())<newline46mondego>{<newline46mondego>    ObjectToProcess thisPaymentDemand = anotherSetOfObjects.iterator().next();<newline46mondego>    // do stuff<newline46mondego>}<newline46mondego>"
