"1splitHere46","9873383splitHere46","final ClientBootstrap bs = new ClientBootstrap(...);<newline46mondego>final InetSocketAddress address = new InetSocketAddress(<doubleQuotes46>remoteip<doubleQuotes46>, 110);<newline46mondego>final int maxretries = 5;<newline46mondego>final AtomicInteger count = new AtomicInteger();<newline46mondego>bs.connect(address).addListener(new ChannelFutureListener() {<newline46mondego><newline46mondego>    public void operationComplete(ChannelFuture future) throws Exception {<newline46mondego>        if (!future.isSuccess()) {<newline46mondego>            if (count.incrementAndGet() > maxretries) {<newline46mondego>                // fails to connect even after maxretries do something<newline46mondego>            } else {<newline46mondego>                // retry<newline46mondego>                bs.connect(address).addListener(this);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"9526splitHere46","10100976splitHere46","<?xpacket begin=<doubleQuotes46><doubleQuotes46> id=<doubleQuotes46>W5M0MpCehiHzreSzNTczkc9d<doubleQuotes46>?><newline46mondego><x:xmpmeta xmlns:x=<doubleQuotes46>adobe:ns:meta/<doubleQuotes46> x:xmptk=<doubleQuotes46>Adobe XMP Core 5.0-c060 61.134777, 2010/02/12-17:32:00        <doubleQuotes46>><newline46mondego>   <rdf:RDF xmlns:rdf=<doubleQuotes46>http://www.w3.org/1999/02/22-rdf-syntax-ns#<doubleQuotes46>><newline46mondego>      <rdf:Description rdf:about=<doubleQuotes46><doubleQuotes46><newline46mondego>            xmlns:xmpMM=<doubleQuotes46>http://ns.adobe.com/xap/1.0/mm/<doubleQuotes46>><newline46mondego>         <xmpMM:DocumentID>45A47BED0B7E76061DB20B529F19C17E</xmpMM:DocumentID><newline46mondego>         <xmpMM:InstanceID>45A47BED0B7E76061DB20B529F19C17E</xmpMM:InstanceID><newline46mondego>      </rdf:Description><newline46mondego>      <rdf:Description rdf:about=<doubleQuotes46><doubleQuotes46><newline46mondego>            xmlns:dc=<doubleQuotes46>http://purl.org/dc/elements/1.1/<doubleQuotes46>><newline46mondego>         <dc:format>image/jpeg</dc:format><newline46mondego>      </rdf:Description><newline46mondego>      <rdf:Description rdf:about=<doubleQuotes46><doubleQuotes46><newline46mondego>            xmlns:photoshop=<doubleQuotes46>http://ns.adobe.com/photoshop/1.0/<doubleQuotes46>><newline46mondego>         <photoshop:ColorMode>1</photoshop:ColorMode><newline46mondego>      </rdf:Description><newline46mondego>      <rdf:Description rdf:about=<doubleQuotes46><doubleQuotes46><newline46mondego>            xmlns:tiff=<doubleQuotes46>http://ns.adobe.com/tiff/1.0/<doubleQuotes46>><newline46mondego>         <tiff:ImageWidth>16</tiff:ImageWidth><newline46mondego>         <tiff:ImageLength>16</tiff:ImageLength><newline46mondego>         <tiff:BitsPerSample><newline46mondego>            <rdf:Seq><newline46mondego>               <rdf:li>8</rdf:li><newline46mondego>               <rdf:li>8</rdf:li><newline46mondego>               <rdf:li>8</rdf:li><newline46mondego>               <rdf:li>8</rdf:li><newline46mondego>            </rdf:Seq><newline46mondego>         </tiff:BitsPerSample><newline46mondego>         <tiff:PhotometricInterpretation>1</tiff:PhotometricInterpretation><newline46mondego>         <tiff:SamplesPerPixel>4</tiff:SamplesPerPixel><newline46mondego>         <tiff:XResolution>72/1</tiff:XResolution><newline46mondego>         <tiff:YResolution>72/1</tiff:YResolution><newline46mondego>         <tiff:ResolutionUnit>2</tiff:ResolutionUnit><newline46mondego>      </rdf:Description><newline46mondego>      <rdf:Description rdf:about=<doubleQuotes46><doubleQuotes46><newline46mondego>            xmlns:exif=<doubleQuotes46>http://ns.adobe.com/exif/1.0/<doubleQuotes46>><newline46mondego>         <exif:ExifVersion>0221</exif:ExifVersion><newline46mondego>         <exif:ColorSpace>65535</exif:ColorSpace><newline46mondego>         <exif:PixelXDimension>16</exif:PixelXDimension><newline46mondego>         <exif:PixelYDimension>16</exif:PixelYDimension><newline46mondego>      </rdf:Description><newline46mondego>      <rdf:Description rdf:about=<doubleQuotes46><doubleQuotes46><newline46mondego>            xmlns:xmp=<doubleQuotes46>http://ns.adobe.com/xap/1.0/<doubleQuotes46>><newline46mondego>         <xmp:CreateDate>2012-04-11T12:26:47-07:00</xmp:CreateDate><newline46mondego>         <xmp:ModifyDate>2012-04-11T12:26:48-07:00</xmp:ModifyDate><newline46mondego>         <xmp:MetadataDate>2012-04-11T12:26:48-07:00</xmp:MetadataDate><newline46mondego>      </rdf:Description><newline46mondego>   </rdf:RDF><newline46mondego></x:xmpmeta><newline46mondego>"
"9527splitHere46","10101007splitHere46","private static Area createShape ()<newline46mondego>{<newline46mondego>    Area shape = new Area ( new RoundRectangle2D.Double ( 0, 20, 500, 200, 20, 20 ) );<newline46mondego><newline46mondego>    GeneralPath gp = new GeneralPath ( GeneralPath.WIND_EVEN_ODD );<newline46mondego>    gp.moveTo ( 230, 20 );<newline46mondego>    gp.lineTo ( 250, 0 );<newline46mondego>    gp.lineTo ( 270, 20 );<newline46mondego>    gp.closePath ();<newline46mondego>    shape.add ( new Area ( gp ) );<newline46mondego><newline46mondego>    return shape;<newline46mondego>}<newline46mondego>"
"9528splitHere46","10101007splitHere46","public static class WindowMoveAdapter extends MouseAdapter<newline46mondego>{<newline46mondego>    private boolean dragging = false;<newline46mondego>    private int prevX = -1;<newline46mondego>    private int prevY = -1;<newline46mondego><newline46mondego>    public WindowMoveAdapter ()<newline46mondego>    {<newline46mondego>        super ();<newline46mondego>    }<newline46mondego><newline46mondego>    public void mousePressed ( MouseEvent e )<newline46mondego>    {<newline46mondego>        if ( SwingUtilities.isLeftMouseButton ( e ) )<newline46mondego>        {<newline46mondego>            dragging = true;<newline46mondego>        }<newline46mondego>        prevX = e.getXOnScreen ();<newline46mondego>        prevY = e.getYOnScreen ();<newline46mondego>    }<newline46mondego><newline46mondego>    public void mouseDragged ( MouseEvent e )<newline46mondego>    {<newline46mondego>        if ( prevX != -1 && prevY != -1 && dragging )<newline46mondego>        {<newline46mondego>            Window w = SwingUtilities.getWindowAncestor ( e.getComponent () );<newline46mondego>            if ( w != null && w.isShowing () )<newline46mondego>            {<newline46mondego>                Rectangle rect = w.getBounds ();<newline46mondego>                w.setBounds ( rect.x + ( e.getXOnScreen () - prevX ),<newline46mondego>                        rect.y + ( e.getYOnScreen () - prevY ), rect.width, rect.height );<newline46mondego>            }<newline46mondego>        }<newline46mondego>        prevX = e.getXOnScreen ();<newline46mondego>        prevY = e.getYOnScreen ();<newline46mondego>    }<newline46mondego><newline46mondego>    public void mouseReleased ( MouseEvent e )<newline46mondego>    {<newline46mondego>        dragging = false;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9529splitHere46","10101007splitHere46","public static void main ( String[] args )<newline46mondego>{<newline46mondego>    JFrame frame = new JFrame ();<newline46mondego>    frame.setUndecorated ( true );<newline46mondego><newline46mondego>    JPanel panel = new JPanel ();<newline46mondego>    panel.setBackground ( Color.BLACK );<newline46mondego>    WindowMoveAdapter wma = new WindowMoveAdapter ();<newline46mondego>    panel.addMouseListener ( wma );<newline46mondego>    panel.addMouseMotionListener ( wma );<newline46mondego>    frame.getContentPane ().add ( panel );<newline46mondego><newline46mondego>    Area shape = createShape ();<newline46mondego>    AWTUtilities.setWindowShape ( frame, shape );<newline46mondego>    frame.setSize ( shape.getBounds ().getSize () );<newline46mondego>    frame.setLocationRelativeTo ( null );<newline46mondego><newline46mondego>    frame.setDefaultCloseOperation ( JFrame.EXIT_ON_CLOSE );<newline46mondego>    frame.setVisible ( true );<newline46mondego>}<newline46mondego>"
"9530splitHere46","10101007splitHere46","public static void main ( String[] args )<newline46mondego>{<newline46mondego>    JFrame frame = new JFrame ();<newline46mondego>    frame.setUndecorated ( true );<newline46mondego><newline46mondego>    final Area shape = createShape ();<newline46mondego>    JPanel panel = new JPanel ()<newline46mondego>    {<newline46mondego>        protected void paintComponent ( Graphics g )<newline46mondego>        {<newline46mondego>            super.paintComponent ( g );<newline46mondego><newline46mondego>            Graphics2D g2d = ( Graphics2D ) g;<newline46mondego>            g2d.setRenderingHint ( RenderingHints.KEY_ANTIALIASING,<newline46mondego>                    RenderingHints.VALUE_ANTIALIAS_ON );<newline46mondego><newline46mondego>            g2d.setPaint ( Color.BLACK );<newline46mondego>            g2d.fill ( shape );<newline46mondego>        }<newline46mondego>    };<newline46mondego>    panel.setOpaque ( false );<newline46mondego>    WindowMoveAdapter wma = new WindowMoveAdapter ();<newline46mondego>    panel.addMouseListener ( wma );<newline46mondego>    panel.addMouseMotionListener ( wma );<newline46mondego>    frame.getContentPane ().add ( panel );<newline46mondego><newline46mondego>    AWTUtilities.setWindowOpaque ( frame, false );<newline46mondego>    frame.setSize ( shape.getBounds ().getSize () );<newline46mondego>    frame.setLocationRelativeTo ( null );<newline46mondego><newline46mondego>    frame.setDefaultCloseOperation ( JFrame.EXIT_ON_CLOSE );<newline46mondego>    frame.setVisible ( true );<newline46mondego>}<newline46mondego>"
"9531splitHere46","10101007splitHere46","public static void main ( String[] args )<newline46mondego>{<newline46mondego>    JFrame frame = new JFrame ();<newline46mondego><newline46mondego>    JPanel panel = new JPanel ( new BorderLayout () );<newline46mondego>    panel.setOpaque ( false );<newline46mondego>    WindowMoveAdapter wma = new WindowMoveAdapter ();<newline46mondego>    panel.addMouseListener ( wma );<newline46mondego>    panel.addMouseMotionListener ( wma );<newline46mondego>    frame.getContentPane ().add ( panel );<newline46mondego><newline46mondego>    panel.add ( new JButton ( <doubleQuotes46>Test<doubleQuotes46> ) );<newline46mondego><newline46mondego>    final Area shape = createShape ();<newline46mondego><newline46mondego>    JPanel glassPane = new JPanel ( null )<newline46mondego>    {<newline46mondego>        public boolean contains ( int x, int y )<newline46mondego>        {<newline46mondego>            // This is to avoid cursor and mouse-events troubles<newline46mondego>            return shape.contains ( x, y );<newline46mondego>        }<newline46mondego>    };<newline46mondego>    glassPane.setOpaque ( false );<newline46mondego>    frame.setGlassPane ( glassPane );<newline46mondego>    glassPane.setVisible ( true );<newline46mondego><newline46mondego>    JComponent popup = new JComponent ()<newline46mondego>    {<newline46mondego>        protected void paintComponent ( Graphics g )<newline46mondego>        {<newline46mondego>            super.paintComponent ( g );<newline46mondego><newline46mondego>            Graphics2D g2d = ( Graphics2D ) g;<newline46mondego>            g2d.setRenderingHint ( RenderingHints.KEY_ANTIALIASING,<newline46mondego>                    RenderingHints.VALUE_ANTIALIAS_ON );<newline46mondego><newline46mondego>            g2d.setPaint ( Color.BLACK );<newline46mondego>            g2d.fill ( shape );<newline46mondego>        }<newline46mondego>    };<newline46mondego>    popup.addMouseListener ( new MouseAdapter ()<newline46mondego>    {<newline46mondego>        // To block events on the popup<newline46mondego>    });<newline46mondego>    glassPane.add ( popup );<newline46mondego>    popup.setBounds ( shape.getBounds () );<newline46mondego>    popup.setVisible ( true );<newline46mondego><newline46mondego>    frame.setSize ( 800, 500 );<newline46mondego>    frame.setLocationRelativeTo ( null );<newline46mondego><newline46mondego>    frame.setDefaultCloseOperation ( JFrame.EXIT_ON_CLOSE );<newline46mondego>    frame.setVisible ( true );<newline46mondego>}<newline46mondego>"
"9532splitHere46","10101053splitHere46","JFrames"
"9533splitHere46","10101053splitHere46","JDialogs"
"9534splitHere46","10101053splitHere46","JProgresBar"
"9535splitHere46","10101076splitHere46","Collections.reverse(list);<newline46mondego>"
"9536splitHere46","10101084splitHere46","jar"
"9537splitHere46","10101088splitHere46","String path = getServletContext().getRealPath(<doubleQuotes46>/filename.txt<doubleQuotes46>);<newline46mondego>BufferedWriter out = new BufferedWriter(new FileWriter(path));<newline46mondego>"
"9538splitHere46","10101088splitHere46","System.out.println(<doubleQuotes46>File Path: <doubleQuotes46> + path);"
"9539splitHere46","10101146splitHere46","input.replaceAll(<doubleQuotes46>.*(^|-)(.*?)/.*<doubleQuotes46>, <doubleQuotes46>$2<doubleQuotes46>)<newline46mondego>"
"9540splitHere46","10101146splitHere46","<doubleQuotes46>.*(^|-)(\\d*?)/.*<doubleQuotes46>"
"9541splitHere46","10101146splitHere46","public static void main(String[] args) {<newline46mondego>    String[] inputs = { <doubleQuotes46>406/FG-2000<doubleQuotes46>, <doubleQuotes46>411/FA-2120<doubleQuotes46>, <doubleQuotes46>XX-226/2012-DFDF<doubleQuotes46>, <doubleQuotes46>OASDV-279/1016-FDFFD<doubleQuotes46> };<newline46mondego>    for (String input : inputs)<newline46mondego>        System.out.println(input.replaceAll(<doubleQuotes46>.*(^|-)(.*?)/.*<doubleQuotes46>, <doubleQuotes46>$2<doubleQuotes46>));<newline46mondego>}<newline46mondego>"
"9542splitHere46","10101146splitHere46","406<newline46mondego>411<newline46mondego>226<newline46mondego>279<newline46mondego>"
"9543splitHere46","10101336splitHere46","TreeSet"
"9544splitHere46","10101336splitHere46","equals()"
"9545splitHere46","10101336splitHere46","hashCode()"
"9546splitHere46","10101336splitHere46","List"
"9547splitHere46","10101336splitHere46","Collections.sort(List,Comparator)"
"9548splitHere46","10101336splitHere46","Node[]"
"9549splitHere46","10101336splitHere46","Arrays.sort()"
"9550splitHere46","10101336splitHere46","a"
"9551splitHere46","10101336splitHere46","b"
"9552splitHere46","10101336splitHere46","Node"
"9553splitHere46","10101336splitHere46","f(a) == f(b)"
"9554splitHere46","10101336splitHere46","compare(a,b) == compare(b,a) == -1<newline46mondego>"
"9555splitHere46","10101336splitHere46","long timestamp"
"9556splitHere46","10101336splitHere46","Node"
"9557splitHere46","10101336splitHere46","Comparator"
"9558splitHere46","10101336splitHere46","f(node1) == f(node2)"
"9559splitHere46","10101419splitHere46","/* Make alpha channel more opaque.<newline46mondego> * Modify the alpha (opacity) channel so that values are higher, but still<newline46mondego> * continuous and monotonically increasing.<newline46mondego> */<newline46mondego>private static void adjustOpacity(BufferedImage shadowImage) {<newline46mondego>    // Use a lookup table with four arrays;<newline46mondego>    // the three for RGB are identity arrays (no change).<newline46mondego>    byte identityArray[] = new byte[256];<newline46mondego>    for (int i=0; i < 256; i++)<newline46mondego>        identityArray[i] = (byte)i;<newline46mondego><newline46mondego>    byte alphaArray[] = new byte[256];<newline46mondego>    // map the range (0..256] to (0..pi/2]<newline46mondego>    double mapTo90Deg = Math.PI / 2.0 / 256.0;<newline46mondego>    for (int i=0; i < 256; i++) {<newline46mondego>        alphaArray[i] = (byte)(Math.sin(i * mapTo90Deg) * 256);<newline46mondego>    }<newline46mondego><newline46mondego>    byte[][] tables = {<newline46mondego>            identityArray,<newline46mondego>            identityArray,<newline46mondego>            identityArray,<newline46mondego>            alphaArray<newline46mondego>    };<newline46mondego>    ByteLookupTable blut = new ByteLookupTable(0, tables);<newline46mondego>    LookupOp op = new LookupOp(blut, null);<newline46mondego><newline46mondego>    // With LookupOp, it's ok for src and dest to be the same image.<newline46mondego>    op.filter(shadowImage,  shadowImage);<newline46mondego>}<newline46mondego>"
