"1splitHere46","2912173splitHere46","SimpleDateFormat formatter = new SimpleDateFormat(<doubleQuotes46>EEE, d MMM yyyy 'at' hh:mma<doubleQuotes46>);<newline46mondego>"
"6619splitHere46","3103538splitHere46","Arrays.asList(array).subList(start, end).iterator()"
"6620splitHere46","3103538splitHere46","Arrays"
"6621splitHere46","3103538splitHere46","java.util"
"6622splitHere46","3103672splitHere46","ClassLoader"
"6623splitHere46","3103672splitHere46","defineClass"
"6624splitHere46","3103672splitHere46","Class"
"6625splitHere46","3103680splitHere46","Canvas.drawBitmap(...)"
"6626splitHere46","3103688splitHere46","Welcome to Grails 1.3.2 - http://grails.org/<newline46mondego>Licensed under Apache Standard License 2.0<newline46mondego>Grails home is set to: /home/nobody/Downloads/grails-1.3.2<newline46mondego><newline46mondego>Base Directory: /home/nobody<newline46mondego>Resolving dependencies...<newline46mondego>Dependencies resolved in 2454ms.<newline46mondego>"
"6627splitHere46","3103688splitHere46","Running script /home/nobody/Downloads/grails-1.3.2/scripts/Help_.groovy<newline46mondego>Environment set to development<newline46mondego>"
"6628splitHere46","3103688splitHere46","grails create-app -- Creates a Grails application for the given name<newline46mondego><newline46mondego>Usage (optionals marked with *):<newline46mondego>    grails [environment]* create-app<newline46mondego>"
"6629splitHere46","3103722splitHere46","MessageDigest md = MessageDigest.getInstance(<doubleQuotes46>SHA-256<doubleQuotes46>);<newline46mondego>String text = <doubleQuotes46>This is some text<doubleQuotes46>;<newline46mondego><newline46mondego>md.update(text.getBytes(<doubleQuotes46>UTF-8<doubleQuotes46>)); // Change this to <doubleQuotes46>UTF-16<doubleQuotes46> if needed<newline46mondego>byte[] digest = md.digest();<newline46mondego>"
"6630splitHere46","3103722splitHere46","digest"
"6631splitHere46","3103866splitHere46","jQuery(html).find(<doubleQuotes46>a[href]<doubleQuotes46>).each(function(index, value) {<newline46mondego>  var $a = jQuery(value);<newline46mondego>  var href = $a.attr(<doubleQuotes46>href<doubleQuotes46>);<newline46mondego><newline46mondego>  if(!/^http:/.test(href)) {<newline46mondego>     $a.attr(<doubleQuotes46>href<doubleQuotes46>, <doubleQuotes46>http://server-b.com<doubleQuotes46> + href);<newline46mondego>   }<newline46mondego>});<newline46mondego>"
"6632splitHere46","3104412splitHere46","a"
"6633splitHere46","3104412splitHere46","this"
"6634splitHere46","3104412splitHere46","synchronized"
"6635splitHere46","3104412splitHere46","addB()"
"6636splitHere46","3104412splitHere46","this"
"6637splitHere46","3104412splitHere46","a"
"6638splitHere46","3104412splitHere46","addC()"
"6639splitHere46","3104412splitHere46","addD()"
"6640splitHere46","3104412splitHere46","AtomicInteger"
"6641splitHere46","3104412splitHere46","Integer"
"6642splitHere46","3104425splitHere46","<br />"
"6643splitHere46","3104425splitHere46","StringBuilder message = new StringBuilder();<newline46mondego>message.append(<doubleQuotes46>Name: <doubleQuotes46> + model.getName() + <doubleQuotes46><br /><doubleQuotes46>);<newline46mondego>message.append(<doubleQuotes46>Organization: <doubleQuotes46> + model.getOrganization() +<doubleQuotes46><br /><doubleQuotes46>);<newline46mondego>message.append(<doubleQuotes46>Comment: <doubleQuotes46> + model.getComment() +<doubleQuotes46><br /><doubleQuotes46>);<newline46mondego>contactMessage.setMessage(message.toString());<newline46mondego>"
"6644splitHere46","3104472splitHere46","MimeUtility.encodeText()"
"6645splitHere46","3104472splitHere46","From"
"6646splitHere46","3104472splitHere46","String from = MimeUtility.encodeText(<doubleQuotes46>Òmnium<doubleQuotes46>, <doubleQuotes46>UTF-8<doubleQuotes46>, null) + <doubleQuotes46> <test@test.com><doubleQuotes46>;<newline46mondego>"
"6647splitHere46","3104598splitHere46","read"
"6648splitHere46","3104674splitHere46","InputStream in = getClass().getResourceAsStream(<doubleQuotes46>/database.properties<doubleQuotes46>);<newline46mondego>"
"6649splitHere46","3104754splitHere46","list.ensureIndexIsVisible(list.getSelectedIndex());<newline46mondego>"
"6650splitHere46","3104812splitHere46","m_oldx = m_x;<newline46mondego>"
"6651splitHere46","3104812splitHere46","m_x = m_oldx;<newline46mondego>"
"6652splitHere46","3104931splitHere46","List"
"6653splitHere46","3104931splitHere46","import java.lang.reflect.Array;<newline46mondego>import java.util.*;<newline46mondego><newline46mondego>public class Test {<newline46mondego><newline46mondego>    public static int[] tail(int[] arr) {<newline46mondego>        return Arrays.copyOfRange(arr, 1, arr.length);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void setValue(Object array, String value, int... indecies) {<newline46mondego>        if (indecies.length == 1)<newline46mondego>            ((String[]) array)[indecies[0]] = value;<newline46mondego>        else<newline46mondego>            setValue(Array.get(array, indecies[0]), value, tail(indecies));<newline46mondego>    }<newline46mondego><newline46mondego>    public static void fillWithSomeValues(Object array, String v, int... sizes) {<newline46mondego>        for (int i = 0; i < sizes[0]; i++)<newline46mondego>            if (sizes.length == 1)<newline46mondego>                ((String[]) array)[i] = v + i;<newline46mondego>            else<newline46mondego>                fillWithSomeValues(Array.get(array, i), v + i, tail(sizes));<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        // Randomly choose number of dimensions (1, 2 or 3) at runtime.<newline46mondego>        Random r = new Random();<newline46mondego>        int dims = 1 + r.nextInt(3);<newline46mondego><newline46mondego>        // Randomly choose array lengths (1, 2 or 3) at runtime.<newline46mondego>        int[] sizes = new int[dims];<newline46mondego>        for (int i = 0; i < sizes.length; i++)<newline46mondego>            sizes[i] = 1 + r.nextInt(3);<newline46mondego><newline46mondego>        // Create array<newline46mondego>        System.out.println(<doubleQuotes46>Creating array with dimensions / sizes: <doubleQuotes46> +<newline46mondego>                Arrays.toString(sizes).replaceAll(<doubleQuotes46>, <doubleQuotes46>, <doubleQuotes46>][<doubleQuotes46>));<newline46mondego>        Object multiDimArray = Array.newInstance(String.class, sizes);<newline46mondego><newline46mondego>        // Fill with some <newline46mondego>        fillWithSomeValues(multiDimArray, <doubleQuotes46>pos <doubleQuotes46>, sizes);<newline46mondego><newline46mondego>        System.out.println(Arrays.deepToString((Object[]) multiDimArray));<newline46mondego><newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6654splitHere46","3104931splitHere46","Creating array with dimensions / sizes: [2][3][2]<newline46mondego>[[[pos 000, pos 001], [pos 010, pos 011], [pos 020, pos 021]],<newline46mondego> [[pos 100, pos 101], [pos 110, pos 111], [pos 120, pos 121]]]<newline46mondego>"
"6655splitHere46","3105149splitHere46","class ApplicationSetting<newline46mondego>{<newline46mondego>  private string theApplicationSettingString = string.Empty;<newline46mondego><newline46mondego>  /// <summary><newline46mondego>  /// The name of the setting.<newline46mondego>  /// </summary><newline46mondego>  public virtual ApplicationSettingKey SettingName<newline46mondego>  {<newline46mondego>     //I use enumerations here so that I'm guaranteed to get a key I<newline46mondego>     //already know about and not a random string.<newline46mondego>     get<newline46mondego>     {<newline46mondego>        return (ApplicationSettingKey)Enum.Parse(<newline46mondego>           typeof(ApplicationSettingKey), theApplicationSettingString);<newline46mondego>     }<newline46mondego>     set<newline46mondego>     {<newline46mondego>        theApplicationSettingString =<newline46mondego>           Enum.GetName(typeof(ApplicationSettingKey), value);<newline46mondego>     }<newline46mondego>  }<newline46mondego><newline46mondego>  /// <summary><newline46mondego>  /// The value of the setting.<newline46mondego>  /// </summary><newline46mondego>  public virtual string SettingValue<newline46mondego>  {<newline46mondego>     get;<newline46mondego>     set;<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego><newline46mondego>/// <summary><newline46mondego>/// Enumeration for all application settings.<newline46mondego>/// </summary><newline46mondego>public enum ApplicationSettingKey<newline46mondego>{<newline46mondego>     WIDTH,<newline46mondego>     HEIGHT,<newline46mondego>     SHOWALL<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>/// <summary><newline46mondego>/// Returns the ApplicationSetting from the database that corresponds to <newline46mondego>/// the passed in key/name.<newline46mondego>/// </summary><newline46mondego>/// <param name=<doubleQuotes46>aKey<doubleQuotes46>>The key/name of the Application setting to <newline46mondego>/// retrieve.</param><newline46mondego>/// <returns>The ApplicationSetting Definition that with the corresponding<newline46mondego>/// application setting key/name.</returns><newline46mondego>public ApplicationSetting GetApplicationSettingByKey(ApplicationSettingKey aKey)<newline46mondego>{<newline46mondego>    const string propertyName = <doubleQuotes46>theApplicationSettingString<doubleQuotes46>;<newline46mondego>    string key = Enum.GetName(typeof(ApplicationSettingKey), aKey);<newline46mondego>    DetachedCriteria criteria = DetachedCriteria.For<ApplicationSetting>();<newline46mondego>    criteria.Add(Restrictions.Eq(propertyName, key));<newline46mondego>    return FindFirst(criteria);<newline46mondego>}<newline46mondego>"
"6656splitHere46","3105217splitHere46","c:forEach"
"6657splitHere46","3105217splitHere46","${spot}"
"6658splitHere46","3105217splitHere46","UIData"
"6659splitHere46","3105217splitHere46","c:forEach"
"6660splitHere46","3105217splitHere46","c:forEach"
"6661splitHere46","3105217splitHere46","t:dataList"
"6662splitHere46","3105217splitHere46","ui:repeat"
"6663splitHere46","3105312splitHere46","byte[]"
"6664splitHere46","3105312splitHere46","false"
"6665splitHere46","3105312splitHere46","byte[]"
"6666splitHere46","3105312splitHere46","FileOutputStream"
"6667splitHere46","3105312splitHere46","createTempFiles"
"6668splitHere46","3105312splitHere46","true"
"6669splitHere46","3105312splitHere46","java.io.File"
"6670splitHere46","3105312splitHere46","org.richfaces.model.UploadItem#getFile()"
"6671splitHere46","3105312splitHere46","File#getAbsolutePath()"
"6672splitHere46","3105312splitHere46","true"
"6673splitHere46","3105312splitHere46","OutOfMemoryException"
"6674splitHere46","3105334splitHere46","EntityManager em = (EntityManager) Component.getInstance(<doubleQuotes46>entityManager<doubleQuotes46>);<newline46mondego>"
"6675splitHere46","3105383splitHere46","private boolean startTimer() {<newline46mondego>    // ......<newline46mondego>        if (_TimerFuture != null) {<newline46mondego>            _TimerFuture.cancel(false);<newline46mondego>        }<newline46mondego><newline46mondego>        _TimerFuture = _Timer.schedule(new TimerPopTask(), <newline46mondego>                                       TIMER_IN_SECONDS, <newline46mondego>                                       TimeUnit.SECONDS);<newline46mondego>    // ......<newline46mondego>}<newline46mondego>"
"6676splitHere46","3105383splitHere46","_TimerFuture"
"6677splitHere46","3105383splitHere46","ExecutorService"
"6678splitHere46","3105383splitHere46","TimerPopTask"
"6679splitHere46","3105383splitHere46","ScheduledFutures"
"6680splitHere46","3105383splitHere46","private class TimerPopTask implements Runnable  {<newline46mondego>    //volatile for thread-safety<newline46mondego>    private volatile boolean isActive = true;  <newline46mondego>    public void run ()   {  <newline46mondego>        if (isActive){<newline46mondego>            TimerPopped();<newline46mondego>        }<newline46mondego>    }  <newline46mondego>    public void deactivate(){<newline46mondego>        isActive = false;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6681splitHere46","3105383splitHere46","TimerPopTask"
"6682splitHere46","3105383splitHere46","ScheduledFuture"
"6683splitHere46","3105383splitHere46","private TimerPopTask timerPopTask;<newline46mondego><newline46mondego>private boolean startTimer() {<newline46mondego>    try {<newline46mondego>        if (timerPopTask != null) {<newline46mondego>            timerPopTask.deactivate();<newline46mondego>        }<newline46mondego><newline46mondego>        timerPopTask = new TimerPopTask();<newline46mondego>        _Timer.schedule(timerPopTask, <newline46mondego>                        TIMER_IN_SECONDS, <newline46mondego>                        TimeUnit.SECONDS);<newline46mondego>        return true;<newline46mondego>    } catch (Exception e) {<newline46mondego>        return false;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6684splitHere46","3105383splitHere46","private ScheduledExecutorService _Timer = Executors.newScheduledThreadPool(5);<newline46mondego>"
"6685splitHere46","3105383splitHere46","TimerPopTask"
"6686splitHere46","3105406splitHere46","<doubleQuotes46>TaxName<doubleQuotes46>.equals(localName)"
"6687splitHere46","3105406splitHere46","localName"
"6688splitHere46","3105464splitHere46","return ((int)hb << 8) | ((int)lb & 0xFF);<newline46mondego>"
"6689splitHere46","3105518splitHere46","staticMethod"
"6690splitHere46","3105518splitHere46","<newline46mondego>String xml = staticMethod(<doubleQuotes46>staticMethodName<doubleQuotes46>)<newline46mondego>                            .withReturnType(String.class)<newline46mondego>                            .in(Class.forName(<doubleQuotes46>com.package.className<doubleQuotes46>))<newline46mondego>                            .invoke();<newline46mondego><newline46mondego>return xml;<newline46mondego>"
"6691splitHere46","3105772splitHere46","java.awt.Window"
