"1splitHere46","2439788splitHere46","public int foo() {...}<newline46mondego>public float foo() {..}<newline46mondego><newline46mondego>...<newline46mondego>foo(); // which one?<newline46mondego>"
"6035splitHere46","2623225splitHere46","String str = <doubleQuotes46>Line 1\nLine 2\nLine 3<doubleQuotes46>;<newline46mondego>String firstLine = str.substring(0, str.indexOf(<doubleQuotes46>\n<doubleQuotes46>));<newline46mondego>//firstLine == <doubleQuotes46>Line 1<doubleQuotes46><newline46mondego>"
"6036splitHere46","2623292splitHere46","stdin"
"6037splitHere46","2623292splitHere46","List<String>"
"6038splitHere46","2623292splitHere46","toArray"
"6039splitHere46","2623292splitHere46","String[]"
"6040splitHere46","2623292splitHere46","import java.util.*;<newline46mondego><newline46mondego>public class UserInput {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        List<String> list = new ArrayList<String>();<newline46mondego>        Scanner stdin = new Scanner(System.in);<newline46mondego><newline46mondego>        do {<newline46mondego>            System.out.println(<doubleQuotes46>Current list is <doubleQuotes46> + list);<newline46mondego>            System.out.println(<doubleQuotes46>Add more? (y/n)<doubleQuotes46>);<newline46mondego>            if (stdin.next().startsWith(<doubleQuotes46>y<doubleQuotes46>)) {<newline46mondego>                System.out.println(<doubleQuotes46>Enter : <doubleQuotes46>);<newline46mondego>                list.add(stdin.next());<newline46mondego>            } else {<newline46mondego>                break;<newline46mondego>            }<newline46mondego>        } while (true);<newline46mondego><newline46mondego>        System.out.println(<doubleQuotes46>List is <doubleQuotes46> + list);<newline46mondego>        String[] arr = list.toArray(new String[0]);<newline46mondego>        System.out.println(<doubleQuotes46>Array is <doubleQuotes46> + Arrays.toString(arr));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6041splitHere46","2623583splitHere46","getRGB"
"6042splitHere46","2623583splitHere46","getRaster().getPixel"
"6043splitHere46","2623583splitHere46","createImage"
"6044splitHere46","2623734splitHere46","for (int i = 0; i < 3;)<newline46mondego>   System.out.print(++i + <doubleQuotes46>..<doubleQuotes46>); //prints 1..2..3<newline46mondego><newline46mondego><newline46mondego>for (int i = 0; i < 3;)<newline46mondego>   System.out.print(i++ + <doubleQuotes46>..<doubleQuotes46>); //prints 0..1..2<newline46mondego>"
"6045splitHere46","2623734splitHere46","for (int i = 0; i++ < 3;)<newline46mondego>   System.out.print(i + <doubleQuotes46>..<doubleQuotes46>); //prints 1..2..3<newline46mondego><newline46mondego><newline46mondego>for (int i = 0; ++i < 3;)<newline46mondego>   System.out.print(i + <doubleQuotes46>..<doubleQuotes46>); //prints 1..2<newline46mondego>"
"6046splitHere46","2623734splitHere46","i++"
"6047splitHere46","2623734splitHere46","for"
"6048splitHere46","2623734splitHere46","++i"
"6049splitHere46","2623776splitHere46","public static void search() {<newline46mondego><newline46mondego>  boolean succeeded = false;<newline46mondego>  int attemptsLeft = MAX_ATTEMPTS;<newline46mondego>  while (! succeeded && (--attemptsLeft > 0)) {<newline46mondego><newline46mondego>    try{<newline46mondego>        BufferedReader in = new BufferedReader(new InputStreamReader(System.in));<newline46mondego>        String s;<newline46mondego>        System.out.println(<doubleQuotes46>Give me an path.<doubleQuotes46>);<newline46mondego>        while ((s = in.readLine()) != null && s.length() != 0){<newline46mondego>            SubDirs dirs = new SubDirs();<newline46mondego>            List<File> subDirs = dirs.getSubdirs(new File(s));<newline46mondego>            for ( File f : subDirs ) {<newline46mondego>                System.out.println(f.getName());<newline46mondego>            }<newline46mondego>            System.out.println(<doubleQuotes46>Give me an path.<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>        succeeded = true;<newline46mondego><newline46mondego>    }catch(Exception e){<newline46mondego>        // ALWAYS LEAVE YOURSELF A CLUE TO WHAT HAPPENED<newline46mondego>        // e.g. the exception caught may not be the exception you expected<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego><newline46mondego>  } // while not succeeded yet<newline46mondego><newline46mondego>  if (! succeeded) {<newline46mondego>    log(<doubleQuotes46>Hmm ... bailing search() without succeeding<doubleQuotes46>);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6050splitHere46","2623788splitHere46","textArea.setPreferredSize(new Dimension(500, 100));"
"6051splitHere46","2623793splitHere46","byte[]"
"6052splitHere46","2623793splitHere46","byte[]"
"6053splitHere46","2623793splitHere46","ib"
"6054splitHere46","2623793splitHere46","byte[] ib = new byte[] { (byte) 0x42, (byte) 0xE4, (byte) 0x72 };<newline46mondego>String correctString = new String(ib, <doubleQuotes46>Windows-1252<doubleQuotes46>);<newline46mondego>assert correctString.charAt(1) == '\u00E4'; //verify that the character was correctly decoded.<newline46mondego>"
"6055splitHere46","2623793splitHere46","byte[]"
"6056splitHere46","2623793splitHere46","String"
"6057splitHere46","2623793splitHere46","is"
"6058splitHere46","2623793splitHere46","String"
"6059splitHere46","2623793splitHere46","is"
"6060splitHere46","2623793splitHere46","String is = new String(ib, <doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>System.out.println(is);<newline46mondego>"
"6061splitHere46","2623793splitHere46","ib"
"6062splitHere46","2623793splitHere46","byte[]"
"6063splitHere46","2623793splitHere46","is"
"6064splitHere46","2623793splitHere46","is"
"6065splitHere46","2623793splitHere46","byte[] utf8Again = is.getBytes(<doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>"
"6066splitHere46","2623793splitHere46","B"
"6067splitHere46","2623793splitHere46","�"
"6068splitHere46","2623793splitHere46","System.out.println(new String(utf8Again, <doubleQuotes46>Windows-1252<doubleQuotes46>);<newline46mondego>"
"6069splitHere46","2623987splitHere46","public class JTableDisplay {<newline46mondego>    public JTableDisplay() {<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>JTable Test Display<doubleQuotes46>);<newline46mondego><newline46mondego>        JPanel panel = new JPanel();<newline46mondego>        panel.setLayout(new BorderLayout());<newline46mondego><newline46mondego>        JTable table = new JTable();<newline46mondego><newline46mondego>        JScrollPane tableContainer = new JScrollPane(table);<newline46mondego><newline46mondego>        panel.add(tableContainer, BorderLayout.CENTER);<newline46mondego>        frame.getContentPane().add(panel);<newline46mondego><newline46mondego>        frame.pack();<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        new JTableDisplay();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6070splitHere46","2623998splitHere46","Runtime.getRuntime().exec(<doubleQuotes46>calc.exe<doubleQuotes46>);<newline46mondego>"
"6071splitHere46","2623998splitHere46","System.getProperty(<doubleQuotes46>os.name<doubleQuotes46>)"
"6072splitHere46","2624125splitHere46","y+++++y;"
"6073splitHere46","2624125splitHere46","y"
"6074splitHere46","2624125splitHere46","++"
"6075splitHere46","2624125splitHere46","+++"
"6076splitHere46","2624125splitHere46","++"
"6077splitHere46","2624125splitHere46","++"
"6078splitHere46","2624125splitHere46","+++"
"6079splitHere46","2624125splitHere46","++"
"6080splitHere46","2624125splitHere46","+"
"6081splitHere46","2624125splitHere46","y"
"6082splitHere46","2624125splitHere46","(y++) (++) (+y)"
"6083splitHere46","2624125splitHere46","++"
"6084splitHere46","2624125splitHere46","y++"
"6085splitHere46","2624125splitHere46","++"
"6086splitHere46","2624125splitHere46","x = y+++y;"
"6087splitHere46","2624125splitHere46","y++ + y"
"6088splitHere46","2624161splitHere46","class MultiKeyPressListener implements KeyListener {<newline46mondego><newline46mondego>    // Set of currently pressed keys<newline46mondego>    private final Set<Character> pressed = new HashSet<Character>();<newline46mondego><newline46mondego>    @Override<newline46mondego>    public synchronized void keyPressed(KeyEvent e) {<newline46mondego>        pressed.add(e.getKeyChar());<newline46mondego>        if (pressed.size() > 1) {<newline46mondego>            // More than one key is currently pressed.<newline46mondego>            // Iterate over pressed to get the keys.<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public synchronized void keyReleased(KeyEvent e) {<newline46mondego>        pressed.remove(e.getKeyChar());<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void keyTyped(KeyEvent e) {/* Not used */ }<newline46mondego>}<newline46mondego>"
"6089splitHere46","2624210splitHere46","int hash=7;<newline46mondego>for (int i=0; i < strlen; i++) {<newline46mondego>    hash = hash*31+charAt(i);<newline46mondego>}<newline46mondego>"
"6090splitHere46","2624237splitHere46","public void doit() throws IOException {<newline46mondego>  try{<newline46mondego>  }catch(IOException e){<newline46mondego>    //try to recover<newline46mondego>    ...<newline46mondego><newline46mondego>    //can't recover<newline46mondego>    throw e;<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>public void doit() {<newline46mondego>  try{<newline46mondego>  }catch(IOException e){<newline46mondego>    //try to recover<newline46mondego>    ...<newline46mondego><newline46mondego>    //can't recover<newline46mondego>    throw new RuntimeException(e);<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego><newline46mondego>public void doit() {<newline46mondego>  try{<newline46mondego>  }catch(IOException e){<newline46mondego>    //try to recover<newline46mondego>    ...<newline46mondego><newline46mondego>    //OH NO!!!!<newline46mondego>    System.exit(Constant.UNRECOVERABLE_IO_ERROR);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6091splitHere46","2624406splitHere46","<"
"6092splitHere46","2624406splitHere46","if (10 < x && x < 20)<newline46mondego>{<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6093splitHere46","2624449splitHere46","BeanFactoryPostProcessor"
"6094splitHere46","2624449splitHere46","BeanDefinition"
"6095splitHere46","2624449splitHere46","ChildBeanDefinition"
"6096splitHere46","2624465splitHere46","java.util.List"
"6097splitHere46","2624465splitHere46","System.out.println(((List<?>) request.get(<doubleQuotes46>arguments<doubleQuotes46>)).get(0));<newline46mondego>"
"6098splitHere46","2624465splitHere46","JsonNode root = new ObjectMapper().readTree(source);<newline46mondego>System.out.println(root.get(<doubleQuotes46>arguments<doubleQuotes46>).get(0));<newline46mondego>"
"6099splitHere46","2624465splitHere46","Map<?,?> map = new ObjectMapper().readValue(source, Map.class);<newline46mondego>"
"6100splitHere46","2624541splitHere46","int"
"6101splitHere46","2624541splitHere46","byte"
"6102splitHere46","2624541splitHere46","char"
"6103splitHere46","2624541splitHere46","short"
"6104splitHere46","2624541splitHere46","char c = 'c';<newline46mondego>int i = +c;<newline46mondego>"
"6105splitHere46","2624669splitHere46","Date estTime = new Date(utcTime.getTime() + TimeZone.getTimeZone(<doubleQuotes46>EST<doubleQuotes46>).getRawOffset());<newline46mondego>"
"6106splitHere46","2624784splitHere46","class Checker {<newline46mondego>  private Holder h;<newline46mondego>  public Checker() {<newline46mondego>   h = new Holder(42);<newline46mondego>  }<newline46mondego><newline46mondego>  public void check() {<newline46mondego>    h.assertSanity();<newline46mondego>  }<newline46mondego><newline46mondego>  public void create(int n) {<newline46mondego>   h = new Holder(n);<newline46mondego>   }<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public class MyThread extends thread{<newline46mondego>  private bool check;<newline46mondego>  private final Checker c;<newline46mondego>  public MyThread(bool check,Checker c) {<newline46mondego>    this.check = check;<newline46mondego>    this.c = c;<newline46mondego>  }<newline46mondego>    public static void main(String[] args) {<newline46mondego>      Checker c = new Checker();<newline46mondego>      MyThread t1 = new MyThread(false,c);  <newline46mondego>      MyThread t2 = new MyThread(true,c);<newline46mondego>      t1.start();<newline46mondego>      t2.start();<newline46mondego>      t1.join();<newline46mondego>      t2.join();<newline46mondego>   }<newline46mondego>   public void run() {<newline46mondego>     int n = 0;<newline46mondego>     while(true) {<newline46mondego>       if(check) <newline46mondego>         c.check();<newline46mondego>       else<newline46mondego>         c.create(n++);<newline46mondego>    }<newline46mondego>   }<newline46mondego> }<newline46mondego>}<newline46mondego>"
"6107splitHere46","2624788splitHere46","class"
"6108splitHere46","2624788splitHere46","class"
"6109splitHere46","2624788splitHere46","persistence.xml"
"6110splitHere46","2624788splitHere46","jar-file"
"6111splitHere46","2624788splitHere46","<persistence xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/persistence<doubleQuotes46> xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>  xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/persistence http://java.sun.com/xml/ns/persistence/persistence_1_0.xsd<doubleQuotes46><newline46mondego>  version=<doubleQuotes46>1.0<doubleQuotes46>><newline46mondego>  <persistence-unit name=<doubleQuotes46>foo<doubleQuotes46>><newline46mondego><newline46mondego>    <!-- This is required to be spec compliant, Hibernate however supports auto-detection even in JSE. --><newline46mondego>    <class>foo.Bar<class><newline46mondego><newline46mondego>    <properties><newline46mondego>      <!-- Scan for annotated classes and Hibernate mapping XML files --><newline46mondego>      <property name=<doubleQuotes46>hibernate.archive.autodetection<doubleQuotes46> value=<doubleQuotes46>class, hbm<doubleQuotes46>/><newline46mondego>      ...<newline46mondego>    </properties><newline46mondego>  </persistence-unit><newline46mondego><newline46mondego></persistence><newline46mondego>"
"6112splitHere46","2624883splitHere46","InputStream"
