"1splitHere46","6611642splitHere46","rename"
"7021splitHere46","6834448splitHere46","<h:selectOneMenu id=<doubleQuotes46>chartType<doubleQuotes46> binding=<doubleQuotes46>#{chartType}<doubleQuotes46> value=<doubleQuotes46>#{bean.chartType}<doubleQuotes46>><newline46mondego>    <f:selectItem itemValue=<doubleQuotes46>PieChart<doubleQuotes46> itemLabel=<doubleQuotes46>PieChart<doubleQuotes46> /><newline46mondego>    <f:selectItem itemValue=<doubleQuotes46>BarChart<doubleQuotes46> itemLabel=<doubleQuotes46>BarChart<doubleQuotes46> /><newline46mondego>    <f:ajax execute=<doubleQuotes46>chartType checkbox<doubleQuotes46> render=<doubleQuotes46>checkboxmessage<doubleQuotes46> /><newline46mondego></h:selectOneMenu><newline46mondego><h:selectManyCheckbox id=<doubleQuotes46>checkbox<doubleQuotes46> value=<doubleQuotes46>#{bean.selectedItemscheckbox}<doubleQuotes46>><newline46mondego>    <f:selectItem itemValue=<doubleQuotes46>priority<doubleQuotes46> itemLabel=<doubleQuotes46>By priority<doubleQuotes46> /><newline46mondego>    <f:selectItem itemValue=<doubleQuotes46>project<doubleQuotes46> itemLabel=<doubleQuotes46>By project<doubleQuotes46> /><newline46mondego>    <f:selectItem itemValue=<doubleQuotes46>issuetype<doubleQuotes46> itemLabel=<doubleQuotes46>By IssueType<doubleQuotes46> /><newline46mondego>    <f:selectItem itemValue=<doubleQuotes46>group<doubleQuotes46> itemLabel=<doubleQuotes46>By group<doubleQuotes46> /><newline46mondego>    <f:validator validatorId=<doubleQuotes46>myCheckboxValidator<doubleQuotes46> /><newline46mondego>    <f:attribute name=<doubleQuotes46>chartType<doubleQuotes46> value=<doubleQuotes46>#{chartType}<doubleQuotes46> /><newline46mondego>    <f:ajax execute=<doubleQuotes46>chartType checkbox<doubleQuotes46> render=<doubleQuotes46>checkboxmessage<doubleQuotes46> /><newline46mondego></h:selectManyCheckbox><newline46mondego><h:message id=<doubleQuotes46>checkboxmessage<doubleQuotes46> for=<doubleQuotes46>checkbox<doubleQuotes46> /><newline46mondego>"
"7022splitHere46","6834448splitHere46","@FacesValidator(<doubleQuotes46>myCheckboxValidator<doubleQuotes46>)<newline46mondego>public class MyCheckboxValidator implements Validator {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void validate(FacesContext context, UIComponent component, Object value) throws ValidatorException {<newline46mondego>        UIInput chartTypeComponent = (UIInput) component.getAttributes().get(<doubleQuotes46>chartType<doubleQuotes46>);<newline46mondego>        String chartType = (String) chartTypeComponent.getValue();<newline46mondego>        List<String> selectedItemscheckbox = (List<String>) value;<newline46mondego><newline46mondego>        if (<doubleQuotes46>PieChart<doubleQuotes46>.equals(chartType) && selectedItemscheckbox.size() > 1) {<newline46mondego>            throw new ValidatorException(new FacesMessage(<doubleQuotes46>Max 1 item allowed<doubleQuotes46>));<newline46mondego>        }<newline46mondego>        else if (<doubleQuotes46>BarChart<doubleQuotes46>.equals(chartType) && selectedItemscheckbox.size() > 2) {<newline46mondego>            throw new ValidatorException(new FacesMessage(<doubleQuotes46>Max 2 items allowed<doubleQuotes46>));<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"7023splitHere46","6834448splitHere46","#{bean.selectedItemscheckbox}"
"7024splitHere46","6834448splitHere46","List<String>"
"7025splitHere46","6834448splitHere46","String[]"
"7026splitHere46","6834469splitHere46","LocalBluetoothDevice localBT = LocalBluetoothDevice.initLocalDevice(this);<newline46mondego>"
"7027splitHere46","6834469splitHere46","Context context = this;<newline46mondego>LocalBluetoothDevice localBT = LocalBluetoothDevice.initLocalDevice(context);<newline46mondego>"
"7028splitHere46","6834470splitHere46","public void add(){<newline46mondego>    int sum = a + b + z;<newline46mondego>    System.out.println(sum);<newline46mondego>}<newline46mondego>"
"7029splitHere46","6834470splitHere46","void add()"
"7030splitHere46","6834470splitHere46","int add()"
"7031splitHere46","6834470splitHere46","sum"
"7032splitHere46","6834470splitHere46","public void display(){<newline46mondego>    System.out.println((a + b));<newline46mondego>}<newline46mondego>"
"7033splitHere46","6834470splitHere46","public void display(){<newline46mondego>    System.out.println(a+b);<newline46mondego>}<newline46mondego>"
"7034splitHere46","6834553splitHere46","@RequestMapping(value=<doubleQuotes46>/{languageCode}/car<doubleQuotes46>, method = RequestMethod.GET)<newline46mondego>"
"7035splitHere46","6834609splitHere46","Runtime.getRuntime().exec(<doubleQuotes46>cmd /c start script.vbs<doubleQuotes46>);"
"7036splitHere46","6834609splitHere46","Dim xl<newline46mondego>Set xl = CreateObject(<doubleQuotes46>Excel.Application<doubleQuotes46>)<newline46mondego>xl.Workbooks.Open (<doubleQuotes46>workbook.xlsx<doubleQuotes46>)<newline46mondego>xl.Application.Run <doubleQuotes46>MyMacro<doubleQuotes46><newline46mondego>xl.Application.Quit<newline46mondego>Set xl = Nothing <newline46mondego>"
"7037splitHere46","6834777splitHere46","contactno"
"7038splitHere46","6834777splitHere46","dob"
"7039splitHere46","6834777splitHere46","ssn"
"7040splitHere46","6834777splitHere46","select name, contactno, dob, ssn from employeeinfo WHERE ..."
"7041splitHere46","6834809splitHere46","startApp"
"7042splitHere46","6834809splitHere46","public void startApp() {<newline46mondego>    TestCanvas theCanvas= new TestCanvas();<newline46mondego>    display = Display.getDisplay(this);<newline46mondego>    display.setCurrent(theCanvas);<newline46mondego>    new Thread(theCanvas).start(); // add here and...<newline46mondego>}<newline46mondego>//...<newline46mondego>public TestCanvas() {<newline46mondego>    super(false);<newline46mondego>    setFullScreenMode(true);<newline46mondego>    width = getWidth();<newline46mondego>    height = getHeight();<newline46mondego>    // ...and remove here<newline46mondego>    // Thread thisThread = new Thread(this);<newline46mondego>    // thisThread.start();<newline46mondego>}<newline46mondego>"
"7043splitHere46","6834853splitHere46","* The client.policy file is a default policy file that is shared by all of the WebSphere Application Server client containers and applets on a node.<newline46mondego>* The union of the permissions that is contained in the java.policy file and the client.policy file are given to all of the client containers for WebSphere Application Server and applets running on the node.<newline46mondego>* The client.policy file is not a configuration file that is managed by the repository and the file replication service. Changes to this file are local and do not replicate to the other machine.<newline46mondego>* The client.policy file supplied by WebSphere Application Server is located in the profile_root/properties/client.policy.<newline46mondego>* If the default permissions for a client (union of the permissions defined in the java.policy file and the client.policy file) are enough, no action is required. The default client policy is picked up automatically.<newline46mondego>* If a specific change is required to some of the client containers and applets on a node, modify the client.policy file with the Policy Tool. Refer to Using PolicyTool to edit policy files for Java 2 security, to edit policy files. Changes to the client.policy file are local for the node.<newline46mondego>"
"7044splitHere46","6835053splitHere46","Intent intent = new Intent();<newline46mondego>intent.setAction(android.content.Intent.ACTION_VIEW);<newline46mondego>File file = new File(path);<newline46mondego>intent.setDataAndType(Uri.fromFile(file), <doubleQuotes46>application/zip<doubleQuotes46>);<newline46mondego>startActivity(intent); <newline46mondego>"
"7045splitHere46","6835084splitHere46","doc.select(<doubleQuotes46>form[name=lgo] > input[type=hidden]<doubleQuotes46>);<newline46mondego>"
"7046splitHere46","6835084splitHere46","doc.select(<doubleQuotes46>form[name=lgo]<doubleQuotes46>).select(<doubleQuotes46>input[type=hidden]<doubleQuotes46>);<newline46mondego>"
"7047splitHere46","6835239splitHere46","5 minutes * 60 seconds/minute * 1000 millisecond/second = 300,000 milliseconds"
"7048splitHere46","6835239splitHere46","millisUntilNextHour = (min*60*1000 + sec*1000 + millis + 299999)/300000*300000 - (min*60*1000 + sec*1000 + millis)<newline46mondego>"
"7049splitHere46","6835239splitHere46","+299999)/300000*300000"
"7050splitHere46","6835380splitHere46","String path = <doubleQuotes46>/WEB-INF/my.xsl<doubleQuotes46>;<newline46mondego>ServletContext context = getServletContext();<newline46mondego>InputStream xslIs = context.getResourceAsStream(filename);<newline46mondego>Source xsl = new StreamSource(xslIs);<newline46mondego>"
"7051splitHere46","6835406splitHere46","setLong(..)"
"7052splitHere46","6835406splitHere46","java.lang.Long"
"7053splitHere46","6835406splitHere46","set(..)"
"7054splitHere46","6835406splitHere46","getType().getName()"
"7055splitHere46","6835406splitHere46","int"
"7056splitHere46","6835406splitHere46","long"
"7057splitHere46","6835406splitHere46","field.setAccessible(true)"
"7058splitHere46","6835526splitHere46","(b - a)"
"7059splitHere46","6835526splitHere46","(n-1)*c"
"7060splitHere46","6835526splitHere46","(n-1)"
"7061splitHere46","6835526splitHere46","a"
"7062splitHere46","6835526splitHere46","c"
"7063splitHere46","6835526splitHere46","b"
"7064splitHere46","6835526splitHere46","a"
"7065splitHere46","6835526splitHere46","b"
"7066splitHere46","6835526splitHere46","n+1"
"7067splitHere46","6835526splitHere46","n-1"
"7068splitHere46","6835526splitHere46","a+slice[0]"
"7069splitHere46","6835526splitHere46","a"
"7070splitHere46","6835526splitHere46","(n-1)*c"
"7071splitHere46","6835526splitHere46","n-1"
"7072splitHere46","6835526splitHere46","n-1"
"7073splitHere46","6835526splitHere46","k = wanted_sum / current_sum"
"7074splitHere46","6835526splitHere46","c"
"7075splitHere46","6835526splitHere46","space = b - a<newline46mondego>slack = space - (n - 1)*c<newline46mondego>slice = [random.random() for i in xrange(n-1)]  # Pick (n-1) random numbers 0..1<newline46mondego>k = slack / sum(slice)                          # Compute needed scaling<newline46mondego>slice = [x*k for x in slice]                    # Scale to get slice sizes<newline46mondego>result = [a]<newline46mondego>for i in xrange(n-1):<newline46mondego>    result.append(result[-1] + slice[i] + c)<newline46mondego>"
"7076splitHere46","6835781splitHere46","btnConvertDocuments.setEnabled(false);"
"7077splitHere46","6835781splitHere46","actionPerformed(ActionEvent event)"
"7078splitHere46","6835781splitHere46","if (command.equals(<doubleQuotes46>w<doubleQuotes46>)) {<newline46mondego>    FileConverter fc = new FileConverter();<newline46mondego>    btn1Clicked = true;<newline46mondego>    btnConvertDocuments.setEnabled(false);<newline46mondego>}<newline46mondego>"
"7079splitHere46","6835789splitHere46","Mongo m = new Mongo( <doubleQuotes46>localhost<doubleQuotes46> , 27017 );<newline46mondego>DB db = m.getDB( <doubleQuotes46>mydb<doubleQuotes46> );<newline46mondego>"
"7080splitHere46","6835789splitHere46","m.getDB()"
"7081splitHere46","6835789splitHere46","mongod"
"7082splitHere46","6835808splitHere46","HashMap"
"7083splitHere46","6835808splitHere46","Fruit"
"7084splitHere46","6835808splitHere46","Map<String, String>"
"7085splitHere46","6835808splitHere46","public Fruit(Map<String, String> map) {<newline46mondego>  this.name = map.get(<doubleQuotes46>name<doubleQuotes46>);<newline46mondego>  this.color = map.get(<doubleQuotes46>color<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"7086splitHere46","6835876splitHere46","struts-config.xml"
"7087splitHere46","6835876splitHere46","roles"
"7088splitHere46","6835876splitHere46","<action>"
"7089splitHere46","6835876splitHere46","mappings.getPath()"
"7090splitHere46","6835877splitHere46","cal.set(MILLISECOND, 0)"
"7091splitHere46","6835959splitHere46","-"
"7092splitHere46","6836024splitHere46","Pattern regex = Pattern.compile(<doubleQuotes46>@[^@]+@<doubleQuotes46>);<newline46mondego>Matcher regexMatcher = regex.matcher(subjectString);<newline46mondego>while (regexMatcher.find()) {<newline46mondego>    // matched text: regexMatcher.group()<newline46mondego>    // match start: regexMatcher.start()<newline46mondego>    // match end: regexMatcher.end()<newline46mondego>} <newline46mondego>"
"7093splitHere46","6836024splitHere46","@property.one@"
"7094splitHere46","6836024splitHere46","@property.two@"
"7095splitHere46","6836118splitHere46","(TextureRegion)Assets.class.getField(<doubleQuotes46>level2<doubleQuotes46>).get(null)"
"7096splitHere46","6836251splitHere46","$ sudo python build/build.py all<newline46mondego>"
"7097splitHere46","6836367splitHere46","session.save(object)"
"7098splitHere46","6836367splitHere46","session.saveOrUpdate(object)"
"7099splitHere46","6836446splitHere46","canvas.scale(scaleX, scaleY, pivotX, pivotY);  <newline46mondego><newline46mondego>if (scaleX >= 1){    <newline46mondego>  objectNewX = objectOldX + (objectOldX - pivotX)*(scaleX - 1); <newline46mondego>}else{   <newline46mondego>  objectNewX = objectOldX - (objectOldX - pivotX)*(1 - scaleX); <newline46mondego>}<newline46mondego>"
"7100splitHere46","6836505splitHere46","gclOrg"
"7101splitHere46","6836505splitHere46","selParentGclOrg"
"7102splitHere46","6836753splitHere46","private void movePerson(Person p, int[] src, int[] dest) {<newline46mondego>    pmap[src[0]][src[1]].remove(p);<newline46mondego>    pmap[dest[0]][src[1]].add(p);<newline46mondego>    p.setPos(dest[0], dest[1]);<newline46mondego>}<newline46mondego>"
"7103splitHere46","6836753splitHere46","private void movePerson(Person p, int[] src, int[] dest) {<newline46mondego>    pmap[src[0]][src[1]].remove(p);<newline46mondego>    pmap[dest[0]][dest[1]].add(p); //fix on this line<newline46mondego>    p.setPos(dest[0], dest[1]);<newline46mondego>}<newline46mondego>"
"7104splitHere46","6836753splitHere46","src"
"7105splitHere46","6836753splitHere46","Person"
"7106splitHere46","6836753splitHere46","private void movePerson(Person p, int[] dest) {<newline46mondego>    int[] pos = p.getPos();<newline46mondego>    pmap[pos[0]][pos[1]].remove(p);<newline46mondego>    pmap[dest[0]][dest[1]].add(p);<newline46mondego>    p.setPos(dest[0], dest[1]);<newline46mondego>}<newline46mondego>"
"7107splitHere46","6836753splitHere46","hashCode()"
"7108splitHere46","6836753splitHere46","equals()"
"7109splitHere46","6836753splitHere46","List"
"7110splitHere46","6836753splitHere46","remove()"
"7111splitHere46","6836753splitHere46","hashCode()"
"7112splitHere46","6836753splitHere46","id"
"7113splitHere46","6836753splitHere46","Person"
"7114splitHere46","6836849splitHere46","GenericModel.class.isAssignableFrom(field.getType())<newline46mondego>"
