"1splitHere46","16802813splitHere46","JDialog dialog = new JDialog(parentFrame, true); // owner, modal<newline46mondego>"
"8854splitHere46","17032224splitHere46","JNIEXPORT jshortArray JNICALL Java_com_test_audiocapteffect_MainActivity_addeffects<newline46mondego>(JNIEnv* env, jobject thiz, const jshortArray input, int32_T SampleRate, int32_T sizeofx) {<newline46mondego><newline46mondego>__android_log_print(ANDROID_LOG_DEBUG, DEBUG_TAG, <doubleQuotes46>NDK: Creating/Getting Array Elements<doubleQuotes46>);<newline46mondego>jshort* x = (*env)->GetShortArrayElements(env, input, 0);<newline46mondego>//int16_T* x = (int16_T*)j_input;<newline46mondego>jshortArray output;<newline46mondego>output = (jshortArray)((*env)->NewShortArray(env, sizeofx));<newline46mondego>jshort* y = (*env)->GetShortArrayElements(env, output, 0);<newline46mondego>//int16_T* y = (int16_T*)j_output;<newline46mondego><newline46mondego>__android_log_print(ANDROID_LOG_DEBUG, DEBUG_TAG, <doubleQuotes46>NDK: Creating variables<doubleQuotes46>);<newline46mondego>emxArray_real_T *temp;<newline46mondego>int32_T b_y;<newline46mondego>int32_T i;<newline46mondego>int16_T iv0[sizeofx];<newline46mondego>real_T thresh;<newline46mondego>uint32_T delayedindex;<newline46mondego>emxInit_real_T(&temp, 1);<newline46mondego>b_y = (int32_T)rt_roundd(0.3 * (real_T)SampleRate) - 1;<newline46mondego><newline46mondego>__android_log_print(ANDROID_LOG_DEBUG, DEBUG_TAG, <doubleQuotes46>NDK: Filling y with zeros<doubleQuotes46>);<newline46mondego>for(i = 0; i<sizeofx; i++) {<newline46mondego>    y[i] = 0;<newline46mondego>}<newline46mondego><newline46mondego>__android_log_print(ANDROID_LOG_DEBUG, DEBUG_TAG, <doubleQuotes46>NDK: Adding distortion part 1<doubleQuotes46>);<newline46mondego>/* add distortion */<newline46mondego>/* distortion function */<newline46mondego>i = temp->size[0];<newline46mondego>temp->size[0] = sizeofx;<newline46mondego>emxEnsureCapacity((emxArray__common *)temp, i, (int32_T)sizeof(real_T));<newline46mondego><newline46mondego>__android_log_print(ANDROID_LOG_DEBUG, DEBUG_TAG, <doubleQuotes46>NDK: Adding distortion part 2<doubleQuotes46>);<newline46mondego>// get the absolute values of each element<newline46mondego>for (i = 0; i < sizeofx; i++) {<newline46mondego>    iv0[i] = b_abs(x[i]);<newline46mondego>}<newline46mondego><newline46mondego>__android_log_print(ANDROID_LOG_DEBUG, DEBUG_TAG, <doubleQuotes46>NDK: Adding distortion part 3<doubleQuotes46>);<newline46mondego>thresh = 1.2 * mean(iv0, sizeofx);<newline46mondego>for (i = 0; i + 1 <= sizeofx; i++) {<newline46mondego>    if ((real_T) x[i] > thresh) {<newline46mondego>        temp->data[i] = thresh;<newline46mondego>    } else if ((real_T) x[i] < -thresh) {<newline46mondego>        temp->data[i] = -thresh;<newline46mondego>    } else {<newline46mondego>        temp->data[i] = (real_T) x[i];<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>__android_log_print(ANDROID_LOG_DEBUG, DEBUG_TAG, <doubleQuotes46>NDK: Adding delay part 1<doubleQuotes46>);<newline46mondego>/* add delay */<newline46mondego>/* delay function */<newline46mondego>/* modified by Thomas Horta */    <newline46mondego>for (i = 0; i <= sizeofx - 1; i++) {<newline46mondego>    delayedindex = i - b_y;<newline46mondego>    if (1 < delayedindex) {<newline46mondego>    } else {<newline46mondego>        delayedindex = 1;<newline46mondego>    }<newline46mondego><newline46mondego>    if (i==1) {<newline46mondego>        __android_log_print(ANDROID_LOG_DEBUG, DEBUG_TAG, <doubleQuotes46>NDK: Adding delay part 2<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    if (i - b_y < 1) {<newline46mondego>        y[i] = temp->data[i];<newline46mondego>    } else {<newline46mondego>        y[i] = temp->data[i] + 0.35 * temp->data[delayedindex - 1];<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>__android_log_print(ANDROID_LOG_DEBUG, DEBUG_TAG, <doubleQuotes46>NDK: Freeing resources<doubleQuotes46>);<newline46mondego><newline46mondego>emxFree_real_T(&temp);<newline46mondego>(*env)->ReleaseShortArrayElements(env, input, x, 0);<newline46mondego>(*env)->ReleaseShortArrayElements(env, output, y, 0);<newline46mondego><newline46mondego>__android_log_print(ANDROID_LOG_DEBUG, DEBUG_TAG, <doubleQuotes46>NDK: Returning output<doubleQuotes46>);<newline46mondego>return output;<newline46mondego>}<newline46mondego>"
"8855splitHere46","17032313splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>utf-8<doubleQuotes46>?><newline46mondego><TableLayout xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>             android:id=<doubleQuotes46>@+id/table<doubleQuotes46><newline46mondego>             android:layout_width=<doubleQuotes46>match_parent<doubleQuotes46><newline46mondego>             android:layout_height=<doubleQuotes46>match_parent<doubleQuotes46>><newline46mondego><newline46mondego></TableLayout><newline46mondego>"
"8856splitHere46","17032313splitHere46","public class TableLayoutActivity extends Activity {<newline46mondego><newline46mondego>@Override<newline46mondego>protected void onCreate(Bundle savedInstanceState) {<newline46mondego>    super.onCreate(savedInstanceState);<newline46mondego>    setContentView(R.layout.table_layout);<newline46mondego>    final TableLayout tableLayout = (TableLayout) findViewById(R.id.table);<newline46mondego><newline46mondego>    for (int i = 0; i < 5; i++) {<newline46mondego>        // Creation row<newline46mondego>        final TableRow tableRow = new TableRow(this);<newline46mondego>        tableRow.setLayoutParams(new TableLayout.LayoutParams(TableLayout.LayoutParams.WRAP_CONTENT, TableLayout.LayoutParams.WRAP_CONTENT));<newline46mondego><newline46mondego>        // Creation textView<newline46mondego>        final TextView text = new TextView(this);<newline46mondego>        text.setText(<doubleQuotes46>Test<doubleQuotes46> + i);<newline46mondego>        text.setLayoutParams(new TableRow.LayoutParams(TableRow.LayoutParams.WRAP_CONTENT, TableRow.LayoutParams.WRAP_CONTENT));<newline46mondego><newline46mondego>        // Creation  button<newline46mondego>        final Button button = new Button(this);<newline46mondego>        button.setText(<doubleQuotes46>Delete<doubleQuotes46>);<newline46mondego>        button.setLayoutParams(new TableRow.LayoutParams(TableRow.LayoutParams.WRAP_CONTENT, TableRow.LayoutParams.WRAP_CONTENT));<newline46mondego>        button.setOnClickListener(new View.OnClickListener() {<newline46mondego>            @Override<newline46mondego>            public void onClick(View v) {<newline46mondego>                final TableRow parent = (TableRow) v.getParent();<newline46mondego>                tableLayout.removeView(parent);<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>        tableRow.addView(text);<newline46mondego>        tableRow.addView(button);<newline46mondego><newline46mondego>        tableLayout.addView(tableRow);<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>}<newline46mondego>"
"8857splitHere46","17032392splitHere46","Transaction"
"8858splitHere46","17032392splitHere46","public abstract class Foo {<newline46mondego>  //...<newline46mondego>}<newline46mondego><newline46mondego>public class Bar extends Foo {<newline46mondego>  public String prop;<newline46mondego><newline46mondego>  // getters and setters<newline46mondego>}<newline46mondego><newline46mondego>public class Baz extends Foo {<newline46mondego>  public Integer prop;<newline46mondego><newline46mondego>  // getters and setters<newline46mondego>}<newline46mondego>"
"8859splitHere46","17032392splitHere46","Foo"
"8860splitHere46","17032392splitHere46","prop"
"8861splitHere46","17032392splitHere46","String"
"8862splitHere46","17032392splitHere46","Integer"
"8863splitHere46","17032392splitHere46","Foo"
"8864splitHere46","17032392splitHere46","Foo"
"8865splitHere46","17032693splitHere46","String value = yourEditText.getText().toString();<newline46mondego>String[] floatStrings = value.split(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>float[] result = new float[floatString.length];<newline46mondego>for (int i=0; i<result.length; i++) {<newline46mondego>    result[i] = Float.valueOf(floatStrings[i];<newline46mondego>}<newline46mondego>"
"8866splitHere46","17032750splitHere46","test.m()"
"8867splitHere46","17032750splitHere46","public class Test1 {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SubTest1 test = new SubTest1() {<newline46mondego>            public void m() {<newline46mondego>                System.out.println(<doubleQuotes46>m<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        };<newline46mondego>        test.m();<newline46mondego>    }<newline46mondego><newline46mondego>    private static abstract class SubTest1 extends Test1 {<newline46mondego>        public abstract void m();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"8868splitHere46","17032750splitHere46","public class Test1 {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SubTest1 test = new SubTest1() {<newline46mondego>            public void m() {<newline46mondego>                System.out.println(<doubleQuotes46>m<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        };<newline46mondego>    }<newline46mondego><newline46mondego>    private static abstract class SubTest1 extends Test1 {<newline46mondego>        public SubTest1() {<newline46mondego>            this.m();<newline46mondego>        }<newline46mondego><newline46mondego>        public abstract void m();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"8869splitHere46","17032750splitHere46","SubTest1"
"8870splitHere46","17032797splitHere46","listsize"
"8871splitHere46","17032797splitHere46","static"
"8872splitHere46","17032797splitHere46","0"
"8873splitHere46","17032797splitHere46","createArithmeticSeq(int [] list)"
"8874splitHere46","17032797splitHere46","listsize"
"8875splitHere46","17032797splitHere46","int [] list = new int [listSize];"
"8876splitHere46","17032797splitHere46","public static void main (String [] args)<newline46mondego>{<newline46mondego>    System.out.println(<doubleQuotes46>Enter size of array (in form nxn), n:<doubleQuotes46>);<newline46mondego>    n = console.nextInt();<newline46mondego>    rows = n;<newline46mondego>    columns = n;<newline46mondego>    listSize= (n*n);    <newline46mondego>    int [] list = new int [listSize];<newline46mondego>    createArithmeticSeq (list);<newline46mondego>    int [] [] matrix = new int [rows] [columns];<newline46mondego>    matricize(list, matrix);<newline46mondego>    printMatrix(matrix);<newline46mondego>    System.out.print(<doubleQuotes46>\n<doubleQuotes46>);<newline46mondego>    reverseDiagonal(matrix);<newline46mondego>    printMatrix(matrix);<newline46mondego>    magicCheck(list, matrix);   <newline46mondego>}<newline46mondego>"
"8877splitHere46","17032797splitHere46","public static void createArithmeticSeq(int [] list)<newline46mondego>{   <newline46mondego>    int first; <newline46mondego>    int diff;<newline46mondego>    //prompt user for first and diff<newline46mondego>    System.out.println(<doubleQuotes46>Enter first and diff : <doubleQuotes46>);<newline46mondego>    first = console.nextInt();<newline46mondego>    diff  = console.nextInt();<newline46mondego>    //process to create list of n*n elements <newline46mondego>    for (int i=0; i<listSize; i++)<newline46mondego>    {<newline46mondego>        list[i]=first+i*diff;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"8878splitHere46","17032804splitHere46","The GQL syntax can be summarized as follows:<newline46mondego><newline46mondego>SELECT [DISTINCT] [* | <property list> | __key__]<newline46mondego>  [FROM <kind>]]<newline46mondego>  [WHERE <condition> [AND <condition> ...]]<newline46mondego>  [ORDER BY <property> [ASC | DESC] [, <property> [ASC | DESC] ...]]<newline46mondego>  [LIMIT [<offset>,]<count>]<newline46mondego>  [OFFSET <offset>]<newline46mondego><newline46mondego>  <property list> := <property> [, <property> ...]<newline46mondego>  <condition> := <property> {< | <= | > | >= | = | != } <value><newline46mondego>  <condition> := <property> IN <list><newline46mondego>  <condition> := ANCESTOR IS <entity or key><newline46mondego>  <list> := (<value> [, <value> ...]])<newline46mondego>"
"8879splitHere46","17032804splitHere46","Query q = pm.newQuery(<doubleQuotes46>select from Person <doubleQuotes46> +<newline46mondego>                      <doubleQuotes46>where lastName == lastNameParam <doubleQuotes46> +<newline46mondego>                      <doubleQuotes46>parameters String lastNameParam <doubleQuotes46> +<newline46mondego>                      <doubleQuotes46>order by height desc<doubleQuotes46>);<newline46mondego><newline46mondego>List<Person> results = (List<Person>) q.execute(<doubleQuotes46>Smith<doubleQuotes46>);<newline46mondego>"
"8880splitHere46","17032804splitHere46","Query q = pm.newQuery(<doubleQuotes46>select from Person <doubleQuotes46> +<newline46mondego>                      <doubleQuotes46>where lastName == 'Smith' <doubleQuotes46> +<newline46mondego>                      <doubleQuotes46>order by height desc<doubleQuotes46>);<newline46mondego><newline46mondego>List<Person> results = (List<Person>) q.execute();<newline46mondego>"
"8881splitHere46","17032911splitHere46","getNewMessagesAndAddToTextArea"
"8882splitHere46","17032911splitHere46","System.err.println(<doubleQuotes46>Finished getting messages<doubleQuotes46>);<newline46mondego>"
"8883splitHere46","17032911splitHere46","run"
"8884splitHere46","17032940splitHere46","public int getWeekOfWeekDay(LocalDate date) {<newline46mondego>    return ((date.getDayOfMonth() - 1) / 7) + 1;<newline46mondego>}<newline46mondego>"
"8885splitHere46","17032940splitHere46","Calendar"
"8886splitHere46","17032940splitHere46","Calendar.DAY_OF_MONTH"
"8887splitHere46","17032940splitHere46","java.util.Calendar"
"8888splitHere46","17032940splitHere46","int weekOfWeekDay = calendar.get(Calendar.DAY_OF_WEEK_IN_MONTH);<newline46mondego>"
