"1splitHere46","4540662splitHere46","-Djava.awt.headless=true"
"6606splitHere46","4756906splitHere46","import java.awt.Graphics2D;<newline46mondego>import java.awt.Image;<newline46mondego>import java.awt.RenderingHints;<newline46mondego>import java.awt.image.BufferedImage;<newline46mondego><newline46mondego>public enum Resizer {<newline46mondego>    NEAREST_NEIGHBOR {<newline46mondego>        @Override<newline46mondego>        public BufferedImage resize(BufferedImage source,<newline46mondego>                int width, int height) {<newline46mondego>            return commonResize(source, width, height,<newline46mondego>                    RenderingHints.VALUE_INTERPOLATION_NEAREST_NEIGHBOR);<newline46mondego>        }<newline46mondego>    },<newline46mondego>    BILINEAR {<newline46mondego>        @Override<newline46mondego>        public BufferedImage resize(BufferedImage source,<newline46mondego>                int width, int height) {<newline46mondego>            return commonResize(source, width, height,<newline46mondego>                    RenderingHints.VALUE_INTERPOLATION_BILINEAR);<newline46mondego>        }<newline46mondego>    },<newline46mondego>    BICUBIC {<newline46mondego>        @Override<newline46mondego>        public BufferedImage resize(BufferedImage source,<newline46mondego>                int width, int height) {<newline46mondego>            return commonResize(source, width, height,<newline46mondego>                    RenderingHints.VALUE_INTERPOLATION_BICUBIC);<newline46mondego>        }<newline46mondego>    },<newline46mondego>    PROGRESSIVE_BILINEAR {<newline46mondego>        @Override<newline46mondego>        public BufferedImage resize(BufferedImage source,<newline46mondego>                int width, int height) {<newline46mondego>            return progressiveResize(source, width, height,<newline46mondego>                    RenderingHints.VALUE_INTERPOLATION_BILINEAR);<newline46mondego>        }<newline46mondego>    },<newline46mondego>    PROGRESSIVE_BICUBIC {<newline46mondego>        @Override<newline46mondego>        public BufferedImage resize(BufferedImage source,<newline46mondego>                int width, int height) {<newline46mondego>            return progressiveResize(source, width, height,<newline46mondego>                    RenderingHints.VALUE_INTERPOLATION_BICUBIC);<newline46mondego>        }<newline46mondego>    },<newline46mondego>    AVERAGE {<newline46mondego>        @Override<newline46mondego>        public BufferedImage resize(BufferedImage source,<newline46mondego>                int width, int height) {<newline46mondego>            Image img2 = source.getScaledInstance(width, height,<newline46mondego>                    Image.SCALE_AREA_AVERAGING);<newline46mondego>            BufferedImage img = new BufferedImage(width, height,<newline46mondego>                    source.getType());<newline46mondego>            Graphics2D g = img.createGraphics();<newline46mondego>            try {<newline46mondego>                g.drawImage(img2, 0, 0, width, height, null);<newline46mondego>            } finally {<newline46mondego>                g.dispose();<newline46mondego>            }<newline46mondego>            return img;<newline46mondego>        }<newline46mondego>    };<newline46mondego><newline46mondego>    public abstract BufferedImage resize(BufferedImage source,<newline46mondego>            int width, int height);<newline46mondego><newline46mondego>    private static BufferedImage progressiveResize(BufferedImage source,<newline46mondego>            int width, int height, Object hint) {<newline46mondego>        int w = Math.max(source.getWidth()/2, width);<newline46mondego>        int h = Math.max(source.getHeight()/2, height);<newline46mondego>        BufferedImage img = commonResize(source, w, h, hint);<newline46mondego>        while (w != width || h != height) {<newline46mondego>            BufferedImage prev = img;<newline46mondego>            w = Math.max(w/2, width);<newline46mondego>            h = Math.max(h/2, height);<newline46mondego>            img = commonResize(prev, w, h, hint);<newline46mondego>            prev.flush();<newline46mondego>        }<newline46mondego>        return img;<newline46mondego>    }<newline46mondego><newline46mondego>    private static BufferedImage commonResize(BufferedImage source,<newline46mondego>            int width, int height, Object hint) {<newline46mondego>        BufferedImage img = new BufferedImage(width, height,<newline46mondego>                source.getType());<newline46mondego>        Graphics2D g = img.createGraphics();<newline46mondego>        try {<newline46mondego>            g.setRenderingHint(RenderingHints.KEY_INTERPOLATION, hint);<newline46mondego>            g.drawImage(source, 0, 0, width, height, null);<newline46mondego>        } finally {<newline46mondego>            g.dispose();<newline46mondego>        }<newline46mondego>        return img;<newline46mondego>    }<newline46mondego>};<newline46mondego>"
"6607splitHere46","4756972splitHere46","public static void someMethod(List < ? extends BaseDto > list) {<newline46mondego>    for (BaseDto dto : list) {<newline46mondego>        ChildDto taDTO = (ChildDto)dto;<newline46mondego>        // Whatever<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6608splitHere46","4756972splitHere46","instanceof"
"6609splitHere46","4756972splitHere46","ChildDto"
"6610splitHere46","4757116splitHere46","oneLine.split(<doubleQuotes46> <doubleQuotes46>, 0);"
"6611splitHere46","4757153splitHere46","public static String SHA2(String text) <newline46mondego>    throws NoSuchAlgorithmException, UnsupportedEncodingException  { <newline46mondego><newline46mondego>  MessageDigest mesd = MessageDigest.getInstance(<doubleQuotes46>SHA-256<doubleQuotes46>);<newline46mondego>  byte[] bytes = text.getBytes(<doubleQuotes46>iso-8859-1<doubleQuotes46>);<newline46mondego>  mesd.update(bytes, 0, bytes.length);<newline46mondego>  byte[] sha2hash = mesd.digest();<newline46mondego>  return convertToHex(sha2hash);<newline46mondego>} <newline46mondego>"
"6612splitHere46","4757153splitHere46","digest()"
"6613splitHere46","4757153splitHere46","update(..)"
"6614splitHere46","4757153splitHere46",".length"
"6615splitHere46","4757419splitHere46",".ogg"
"6616splitHere46","4757496splitHere46","query.setSelectionCriteria(builder.getField(<doubleQuotes46>REQUEST_CREATED_DATE<doubleQuotes46>).truncateDate(<doubleQuotes46>DD<doubleQuotes46>).equal(dateFoo));<newline46mondego>"
"6617splitHere46","4757496splitHere46","ORA-01898: too many precision specifiers Error Code: 1898 <newline46mondego>"
"6618splitHere46","4757715splitHere46","if (orientation==Configuration.ORIENTATION_LANDSCAPE) <newline46mondego>"
"6619splitHere46","4757759splitHere46","ServletRequestListener"
"6620splitHere46","4758091splitHere46","Double(String s)"
"6621splitHere46","4758091splitHere46","this(valueOf(s).doubleValue());<newline46mondego>"
"6622splitHere46","4758091splitHere46","valueOf(String s)"
"6623splitHere46","4758192splitHere46","<div class=<doubleQuotes46>menubar<doubleQuotes46> ><newline46mondego>   <decorator:getProperty property=<doubleQuotes46>page.navig<doubleQuotes46>></decorator:getProperty><newline46mondego></div><newline46mondego>"
"6624splitHere46","4758192splitHere46","<body><newline46mondego>   <content tag=<doubleQuotes46>navig<doubleQuotes46>><newline46mondego>      my menu \o/<newline46mondego>   </content><newline46mondego>...<newline46mondego></body><newline46mondego>"
"6625splitHere46","4758216splitHere46","evt.getStateChange()"
"6626splitHere46","4758216splitHere46","ItemEvent.SELECTED"
"6627splitHere46","4758216splitHere46","ItemEvent.DESELECTED"
"6628splitHere46","4758216splitHere46","<doubleQuotes46>triggered<doubleQuotes46>"
"6629splitHere46","4758216splitHere46","<doubleQuotes46>triggered <doubleQuotes46> + evt.getStateChange()"
"6630splitHere46","4758216splitHere46","triggered 2<newline46mondego>triggered 1<newline46mondego>"
"6631splitHere46","4758216splitHere46","if (evt.getStateChange() == ItemEvent.DESELECTED)<newline46mondego>    return;<newline46mondego>"
"6632splitHere46","4758216splitHere46","getStateChange()"
"6633splitHere46","4758312splitHere46","[icefaces]"
"6634splitHere46","4758312splitHere46","FacesServlet"
"6635splitHere46","4758312splitHere46","faces-config.xml"
"6636splitHere46","4758312splitHere46","null"
"6637splitHere46","4758312splitHere46","void"
"6638splitHere46","4758312splitHere46","<a>"
"6639splitHere46","4758312splitHere46","faces-config.xml"
"6640splitHere46","4758369splitHere46","getSelectedIndex"
"6641splitHere46","4758369splitHere46","null"
"6642splitHere46","4758369splitHere46","getSelectedIndex"
"6643splitHere46","4758369splitHere46","selectedItemChanged"
"6644splitHere46","4758369splitHere46","JComboBox mComboBox = new JComboBox(new String[]{<doubleQuotes46>One<doubleQuotes46>, <doubleQuotes46>Two<doubleQuotes46>}){<newline46mondego>    @Override<newline46mondego>    public int getSelectedIndex() {<newline46mondego>        Object sObject = dataModel.getSelectedItem();<newline46mondego>        int i,c;<newline46mondego>        Object obj;<newline46mondego><newline46mondego>        if(sObject==null){<newline46mondego>            return 0;<newline46mondego>        }<newline46mondego>        for ( i=0,c=dataModel.getSize();i<c;i++ ) {<newline46mondego>            obj = dataModel.getElementAt(i);<newline46mondego><newline46mondego>             if ( obj != null && obj.equals(sObject) )<newline46mondego>                return i;<newline46mondego>        }<newline46mondego>        return -1;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void selectedItemChanged() {<newline46mondego>        fireItemStateChanged(new ItemEvent(this, ItemEvent.ITEM_STATE_CHANGED,<newline46mondego>                selectedItemReminder,<newline46mondego>                ItemEvent.DESELECTED));<newline46mondego>        selectedItemReminder = dataModel.getSelectedItem();<newline46mondego><newline46mondego>        fireItemStateChanged(new ItemEvent(this, ItemEvent.ITEM_STATE_CHANGED,<newline46mondego>                selectedItemReminder,<newline46mondego>                ItemEvent.SELECTED));<newline46mondego>    }<newline46mondego>};<newline46mondego>"
"6645splitHere46","4758369splitHere46","class StringWrapper{<newline46mondego>    final String s;<newline46mondego>    public StringWrapper(String s){<newline46mondego>        this.s=s;<newline46mondego>    }<newline46mondego>    @Override<newline46mondego>    public String toString() {<newline46mondego>        return s;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>JComboBox cb = new JComboBox(new StringWrapper[]{ <newline46mondego>            new StringWrapper(<doubleQuotes46>one<doubleQuotes46>),<newline46mondego>            new StringWrapper(<doubleQuotes46>two<doubleQuotes46>),<newline46mondego>            new StringWrapper(<doubleQuotes46>three<doubleQuotes46>)});<newline46mondego>cb.insertItemAt(new StringWrapper(null), 0); <newline46mondego>"
"6646splitHere46","4758390splitHere46","public static boolean atLeastNMatchingElements(final int n,<newline46mondego>    final int[] arr1,<newline46mondego>    final int[] arr2){<newline46mondego><newline46mondego>    /* check assumptions */<newline46mondego>    assert (arr1.length == arr2.length);<newline46mondego><newline46mondego>    final int arrLength = arr2.length;<newline46mondego><newline46mondego>    { /* optimization */<newline46mondego>        final int maxOffset = Math.max(arrLength - n, 0);<newline46mondego>        if(arr1[maxOffset] < arr2[0] || arr2[maxOffset] < arr1[0]){<newline46mondego>            return false;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    int arr2Offset = 0;<newline46mondego>    int matches = 0;<newline46mondego><newline46mondego>    /* declare variables only once, outside loop */<newline46mondego>    int compResult; int candidate;<newline46mondego><newline46mondego>    for(int i = 0; i < arrLength; i++){<newline46mondego>        candidate = arr1[i];<newline46mondego>        while(arr2Offset < arrLength - 1){<newline46mondego>            compResult = arr2[arr2Offset] - candidate;<newline46mondego>            if(compResult > 0){<newline46mondego>                break;<newline46mondego>            } else{<newline46mondego>                arr2Offset++;<newline46mondego>                if(compResult == 0){<newline46mondego>                    matches++;<newline46mondego>                    break;<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>        if(matches == n){<newline46mondego>            return true;<newline46mondego>        }<newline46mondego>        /* optimization */<newline46mondego>        else if(matches < n - (arrLength - arr2Offset)){<newline46mondego>            return false;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return false;<newline46mondego>}<newline46mondego>"
"6647splitHere46","4758390splitHere46","public static void main(final String[] args){<newline46mondego>    final int[] arr1 = new int[100];<newline46mondego>    final int[] arr2 = new int[100];<newline46mondego>    int x = 0, y = 0;<newline46mondego>    for(int i = 0; i < 100; i++){<newline46mondego>        if(i % 10 == 0){<newline46mondego>            x++;<newline46mondego>        }<newline46mondego>        if(i % 12 == 0){<newline46mondego>            y++;<newline46mondego>        }<newline46mondego>        arr1[i] = x;<newline46mondego>        arr2[i] = y;<newline46mondego>        x++;<newline46mondego>        y++;<newline46mondego>    }<newline46mondego>    System.out.println(atLeastNMatchingElements(70, arr1, arr2));<newline46mondego>    System.out.println(atLeastNMatchingElements(95, arr1, arr2));<newline46mondego>}<newline46mondego>"
"6648splitHere46","4758390splitHere46","/* optimization */<newline46mondego>"
"6649splitHere46","4758563splitHere46","rd"
"6650splitHere46","4758563splitHere46","BufferedReader"
"6651splitHere46","4758563splitHere46","readLine()"
"6652splitHere46","4758563splitHere46","\n"
"6653splitHere46","4758563splitHere46","\r"
"6654splitHere46","4758563splitHere46","\r\n"
"6655splitHere46","4758563splitHere46","readLine()"
"6656splitHere46","4758563splitHere46","read()"
"6657splitHere46","4758586splitHere46","Document doc = DocumentBuilderFactory.newInstance().newDocumentBuilder().parse(xmlFile);<newline46mondego>XPath path = XPathFactory.newInstance().newXPath();<newline46mondego>System.out.println(path.evaluate(<doubleQuotes46>sum(//h6)<doubleQuotes46>, doc));<newline46mondego>"
"6658splitHere46","4758586splitHere46","17<newline46mondego>"
"6659splitHere46","4758633splitHere46","session.evict(entity)"
"6660splitHere46","4758746splitHere46","Node node = nodel.item(a);<newline46mondego>if(node instanceof Element) {<newline46mondego>  data = ((Element)node).getAttribute(<doubleQuotes46>name<doubleQuotes46>);<newline46mondego>  System.out.println(data);<newline46mondego>}<newline46mondego>"
"6661splitHere46","4759026splitHere46","static private Finalizer unfinalized = null;<newline46mondego>"
"6662splitHere46","4759026splitHere46","Finalizer.java"
"6663splitHere46","4759026splitHere46","Finalizer"
"6664splitHere46","4759026splitHere46","next"
"6665splitHere46","4759026splitHere46","prev"
"6666splitHere46","4759026splitHere46","Finalizer"
"6667splitHere46","4759026splitHere46","Finalizer.add()"
"6668splitHere46","4759026splitHere46","<init>"
"6669splitHere46","4759026splitHere46","finalize()"
"6670splitHere46","4759026splitHere46","next"
"6671splitHere46","4759026splitHere46","static private ReferenceQueue queue<newline46mondego>"
"6672splitHere46","4759026splitHere46","finalize()"
"6673splitHere46","4759026splitHere46","WeakReference"
